gp,NN,O
85,CD,O
77,CD,O
131,CD,O
was,VBD,O
issued,VBN,O
this,DT,O
bill,NN,B-LEGAL
was,VBD,O
again,RB,O
challenged,VBN,O
by,IN,O
the,DT,O
petitioner,NN,O
by,IN,O
filing,VBG,O
a,DT,O
writ,NN,O
petition,NN,O
which,WDT,O
was,VBD,O
dismissed,VBN,O
by,IN,O
a,DT,O
learned,VBN,O
single,JJ,O
judge,NN,O
on,IN,O
13121999,CD,O
against,IN,O
the,DT,O
said,VBD,O
decision,NN,O
the,DT,O
petitioner,NN,O
preferred,VBD,O
a,DT,O
letters,NNS,O
patent,NN,O
appeal,NN,O
which,WDT,O
was,VBD,O
partly,RB,O
allowed,VBN,O
by,IN,O
the,DT,O
division,NN,O
bench,NN,O
by,IN,O
the,DT,O
impugned,JJ,O
judgment,NN,O
and,CC,O
order,NN,O
dated,VBD,O
1842000,CD,O
the,DT,O
division,NN,O
bench,NN,O
held,VBD,O
that,IN,O
the,DT,O
petitioner,NN,O
is,VBZ,O
liable,JJ,O
to,TO,O
pay,VB,O
electricity,NN,O
charges,NNS,O
in,IN,O
accordance,NN,O
with,IN,O
clause,NN,O
169,CD,O
of,IN,O
the,DT,O
tariff,NN,O
however,RB,O
with,IN,O
regard,NN,O
to,TO,O
fuel,VB,B-LEGAL
surcharge,NN,I-LEGAL
it,PRP,O
was,VBD,O
held,VBN,O
that,IN,O
the,DT,O
same,JJ,O
cannot,MD,O
be,RB,O
levied,VB,O
at,VBN,O
thrice,IN,O
the,NN,O
rate,DT,B-LEGAL
in,NN,O
accordance,IN,O
with,NN,O
clause,IN,O
169,NN,O
of,CD,O
the,IN,O
tariff,DT,O
which,NN,O
permits,WDT,O
consumption,VBZ,O
of,NN,O
electricity,IN,O
to,NN,O
be,TO,O
assessed,VB,O
at,VBN,O
thrice,IN,O
the,NN,O
rate,DT,B-LEGAL
per,NN,O
unit,IN,O
feeling,NN,O
aggrieved,NN,O
by,VBN,O
the,IN,O
aforesaid,DT,O
decision,JJ,O
m,NN,O
s,NN,O
jmd,NN,O
alloys,NN,O
ltd,VBZ,O
have,NNS,O
preferred,VBP,O
civil,VBN,O
appeal,JJ,O
no,NN,O
8394,DT,O
of,CD,O
2002,IN,O
and,CD,O
the,CC,O
bihar,DT,O
state,NN,O
electricity,NN,O
boards,NN,O
has,NNS,O
preferred,VBZ,O
civil,VBN,O
appeal,JJ,O
no,NN,O
8395,DT,O
of,CD,O
2002,IN,O
4,CD,O
as,CD,O
stated,IN,O
earlier,VBN,O
the,IN,O
chief,DT,O
engineer,JJ,O
transmission,NN,O
bihar,NN,O
state,NN,B-LEGAL
electricity,NN,I-LEGAL
board,NN,I-LEGAL
issued,NN,O
a,VBD,O
notice,DT,O
dated,NN,O
13101999,VBD,O
to,CD,O
the,TO,O
petitioner,DT,O
the,NN,O
notice,DT,O
was,NN,O
issued,VBD,O
on,VBN,O
the,IN,O
grounds,DT,O
inter,NNS,O
alia,VBP,O
that,IN,O
the,IN,O
inspection,DT,B-LEGAL
of,NN,O
the,IN,O
business,DT,O
premises,NN,O
of,NNS,O
the,IN,O
petitioner,DT,O
was,NN,O
conducted,VBD,O
from,VBN,O
1415,IN,O
hours,CD,O
to,NNS,O
2030,TO,O
hours,CD,O
on,NNS,O
2681999,IN,O
and,CD,O
thereafter,CC,O
on,RB,O
the,IN,O
following,DT,O
day,JJ,O
that,NN,O
on,IN,O
examination,IN,O
of,NN,O
ct,IN,O
pt,JJ,O
unit,NN,O
and,NN,O
its,CC,O
terminal,PRP$,O
box,NN,O
the,NN,O
seal,DT,O
bearing,NN,O
no,NN,O
045660p,DT,O
which,CD,O
was,WDT,O
put,VBD,O
on,VBN,O
ct,IN,O
pt,NN,O
terminal,JJ,O
box,JJ,O
on,NN,O
1451999,IN,O
was,CD,O
found,VBD,O
to,VBN,O
be,TO,O
tampered,VB,O
with,VBN,O
and,IN,O
the,CC,O
signature,DT,O
of,NN,O
the,IN,O
authority,DT,O
was,NN,O
also,VBD,O
not,RB,O
found,RB,O
on,VBN,O
the,IN,O
same,DT,O
that,JJ,O
a,IN,O
seizure,DT,O
memo,NN,O
of,NN,O
the,IN,O
tampered,DT,O
seal,JJ,O
was,NN,O
prepared,VBD,O
on,VBN,O
the,IN,O
same,DT,O
day,JJ,O
that,NN,O
on,IN,O
account,IN,B-LEGAL
of,NN,O
the,IN,O
fact,DT,O
that,NN,O
the,IN,O
seal,DT,O
on,NN,O
the,IN,O
terminal,DT,O
box,NN,O
had,NN,O
been,VBD,O
removed,VBN,O
it,VBN,O
had,PRP,O
become,VBD,O
easily,VBN,O
accessible,RB,O
to,JJ,O
the,TO,O
consumer,DT,B-LEGAL
and,NN,O
by,CC,O
fiddling,IN,O
with,VBG,O
the,IN,O
terminals,DT,O
namely,NNS,O
by,RB,O
removing,IN,O
the,VBG,O
wires,DT,O
or,NNS,O
putting,CC,O
wires,VBG,O
of,NNS,O
higher,IN,O
resistance,JJR,O
the,NN,O
flow,DT,O
of,NN,O
energy,IN,O
to,NN,O
the,TO,O
metering,DT,O
unit,VBG,O
was,NN,O
manipulated,VBD,O
to,VBN,O
show,TO,O
a,VB,O
very,DT,O
low,RB,O
recording,JJ,O
of,NN,O
both,IN,O
kva,DT,O
and,NNS,O
unit,CC,O
consumption,NN,O
that,NN,O
the,IN,O
total,DT,O
capacity,JJ,O
of,NN,O
induction,IN,O
furnaces,NN,O
on,NNS,O
operation,IN,O
was,NN,O
12,VBD,O
mt,CD,O
for,NN,O
which,IN,O
energy,WDT,O
requirement,NN,O
was,NN,O
7200,VBD,O
kva,CD,O
but,NN,O
the,CC,O
petitioner,DT,O
had,NN,O
entered,VBD,O
into,VBN,O
a,IN,O
contract,DT,O
demand,NN,O
of,NN,O
4850,IN,O
kva,CD,O
and,NN,O
therefore,CC,O
the,VB,O
consumer,DT,B-LEGAL
was,NN,O
engaged,VBD,O
in,VBN,O
theft,IN,O
of,NN,O
electricity,IN,O
and,NN,O
was,CC,O
consuming,VBD,O
energy,VBG,O
at,NN,O
a,IN,O
much,DT,O
higher,RB,O
load,JJR,O
than,NN,O
the,IN,O
contracted,DT,O
demand,JJ,O
that,NN,O
the,IN,O
supplier,DT,O
of,NN,O
the,IN,O
furnaces,DT,O
to,NNS,O
the,TO,O
petitioner,DT,O
namely,NN,O
megatherm,RB,O
electronic,JJ,O
pvt,JJ,O
ltd,NN,O
had,NN,O
reported,VBD,O
to,VBN,O
the,TO,O
director,DT,O
general,NN,O
of,NN,O
police,IN,O
vigilance,NN,O
bihar,NN,O
state,NN,B-LEGAL
electricity,NN,I-LEGAL
board,NN,I-LEGAL
consumption,NN,O
equivalent,NN,O
to,NN,O
approximately,TO,O
3000,RB,O
kva,CD,O
for,NN,O
running,IN,O
the,VBG,O
furnaces,DT,O
exclusive,NNS,O
of,JJ,O
auxiliary,IN,O
load,JJ,O
like,NN,O
water,IN,O
supply,NN,O
cooling,NN,O
systems,VBG,O
cranes,NNS,O
etc,NNS,O
that,VBP,O
the,IN,O
feasibility,DT,O
report,NN,O
given,NN,O
to,VBN,O
the,TO,O
electricity,DT,B-LEGAL
board,NN,I-LEGAL
by,NN,O
the,IN,O
petitioner,DT,O
showed,NN,O
that,VBD,O
the,IN,O
minimum,DT,O
required,NN,O
energy,JJ,O
for,NN,O
each,IN,O
mt,DT,O
furnace,NN,O
was,NN,O
500,VBD,O
kva,CD,O
for,NN,O
the,IN,O
furnace,DT,O
alone,NN,O
besides,RB,O
100,VBZ,O
kva,CD,O
for,NN,O
auxiliary,IN,O
load,JJ,O
and,NN,O
thus,CC,O
600,RB,O
kva,CD,O
was,NN,O
required,VBD,O
for,VBN,O
each,IN,O
mt,DT,O
furnace,NN,O
that,NN,O
the,IN,O
electronic,DT,O
meter,JJ,B-LEGAL
showed,NN,O
that,VBD,O
the,IN,O
power,DT,O
had,NN,O
been,VBD,O
consumed,VBN,O
by,VBN,O
the,IN,O
factory,DT,O
on,NN,O
an,IN,O
average,DT,O
basis,JJ,O
of,NN,O
2125,IN,O
hours,CD,O
per,NNS,O
day,IN,O
which,NN,O
runs,WDT,O
into,VBZ,O
two,IN,O
shifts,CD,O
of,NNS,O
12,IN,O
hours,CD,O
each,NNS,O
having,DT,O
40,VBG,O
workers,CD,O
in,NNS,O
each,IN,O
shift,DT,O
and,NN,O
the,CC,O
load,DT,O
and,NN,O
the,CC,O
capacity,DT,O
of,NN,O
two,IN,O
furnaces,CD,O
showed,NNS,O
production,VBD,O
of,NN,O
3000,IN,O
mt,CD,O
ingots,JJ,O
every,NNS,O
month,DT,O
and,NN,O
therefore,CC,O
the,RB,O
minimum,DT,O
consumption,JJ,O
of,NN,O
power,IN,O
was,NN,O
1620,VBD,O
lakh,CD,O
units,JJ,O
per,NNS,O
month,IN,O
whereas,NN,O
bills,NNS,O
had,NNS,O
been,VBD,O
paid,VBN,O
on,VBN,O
an,IN,O
average,DT,O
of,NN,O
924,IN,O
lakh,CD,O
units,JJ,O
per,NNS,O
month,IN,O
that,NN,O
the,IN,O
theft,DT,O
of,NN,O
power,IN,O
was,NN,O
further,VBD,O
substantiated,RB,O
from,VBN,O
the,IN,O
meter,DT,B-LEGAL
reading,NN,I-LEGAL
of,NN,O
jd,IN,O
feeder,NN,O
at,NN,O
33,IN,O
11,CD,O
kva,CD,O
air,NNS,O
force,NN,O
sub,NN,B-LEGAL
station,NN,O
bihta,NN,O
and,NN,O
also,CC,O
the,RB,O
claim,DT,O
filed,NN,O
by,VBN,O
the,IN,O
petitioner,DT,O
under,NN,O
clause,IN,O
13,NN,O
of,CD,O
the,IN,O
agreement,DT,O
and,NN,O
on,CC,O
the,IN,O
basis,DT,O
of,NN,O
the,IN,O
aforesaid,DT,O
facts,JJ,O
and,NNS,O
material,CC,O
it,NN,O
was,PRP,O
obvious,VBD,O
that,JJ,O
the,IN,O
petitioner,DT,O
had,NN,O
been,VBD,O
committing,VBN,O
theft,VBG,O
of,NN,O
electricity,IN,O
on,NN,O
a,IN,O
massive,DT,O
scale,JJ,O
by,NN,O
tampering,IN,O
with,VBG,O
the,IN,O
seal,DT,O
of,NN,O
the,IN,O
ct,DT,O
pt,NN,O
terminal,JJ,O
cover,JJ,O
the,NN,O
petitioner,DT,O
was,NN,O
accordingly,VBD,O
directed,RB,O
to,VBN,O
show,TO,O
cause,VB,O
as,NN,O
to,IN,O
why,TO,O
a,WRB,O
bill,DT,B-LEGAL
in,NN,O
terms,IN,O
of,NNS,O
clause,IN,O
169,NN,O
of,CD,O
the,IN,O
tariff,DT,O
notification,NN,B-LEGAL
be,NN,O
not,VB,O
raised,RB,O
the,VBN,O
petitioner,DT,O
give,NN,O
a,VB,O
reply,DT,O
to,NN,O
the,TO,O
show,DT,O
cause,NN,O
notice,NN,O
raising,NN,O
various,VBG,O
pleas,JJ,O
and,NNS,O
denying,CC,O
that,VBG,O
it,IN,O
had,PRP,O
committed,VBD,O
any,VBN,O
theft,DT,O
of,NN,O
electricity,IN,O
it,NN,O
was,PRP,O
pleaded,VBD,O
that,VBN,O
the,IN,O
meter,DT,B-LEGAL
had,NN,O
been,VBD,O
regularly,VBN,O
inspected,RB,O
by,VBN,O
different,IN,O
teams,JJ,O
of,NNS,O
the,IN,O
electricity,DT,B-LEGAL
board,NN,I-LEGAL
but,NN,O
no,CC,O
tampering,DT,O
of,NN,O
the,IN,O
seal,DT,O
of,NN,O
the,IN,O
ct,DT,O
pt,NN,O
terminal,JJ,O
cover,JJ,O
had,NN,O
been,VBD,O
found,VBN,O
that,VBN,O
the,IN,O
furnaces,DT,O
can,NNS,O
operate,MD,O
only,VB,O
to,RB,O
the,TO,O
extent,DT,O
of,NN,O
80,IN,O
of,CD,O
its,IN,O
rated,PRP$,O
capacity,VBN,O
that,NN,O
the,IN,O
electricity,DT,B-LEGAL
board,NN,I-LEGAL
itself,NN,O
had,PRP,O
assessed,VBD,O
the,VBN,O
capacity,DT,O
of,NN,O
the,IN,O
connected,DT,O
load,VBN,O
at,NN,O
5100,IN,O
kva,CD,O
which,NN,O
was,WDT,O
very,VBD,O
near,RB,O
to,IN,O
the,TO,O
contracted,DT,O
demand,VBN,O
that,NN,O
the,IN,O
meter,DT,B-LEGAL
installed,NN,O
in,VBN,O
the,IN,O
factory,DT,O
premises,NN,O
never,VBZ,O
recorded,RB,O
a,VBN,O
maximum,DT,B-LEGAL
demand,JJ,I-LEGAL
of,NN,O
more,IN,O
than,JJR,O
the,IN,O
contracted,DT,O
demand,JJ,O
that,NN,O
the,IN,O
assumption,DT,O
that,NN,O
100,IN,O
kva,CD,O
per,NNS,O
ton,IN,O
is,NN,O
required,VBZ,O
for,VBN,O
auxiliary,IN,O
load,JJ,O
was,NN,O
not,VBD,O
based,RB,O
on,VBN,O
facts,IN,O
and,NNS,O
that,CC,O
in,DT,O
the,IN,O
case,DT,O
of,NN,O
a,IN,O
high,DT,O
tension,JJ,O
industrial,NN,B-LEGAL
consumer,JJ,I-LEGAL
the,NN,O
connected,DT,O
load,VBN,O
is,NN,O
of,VBZ,O
no,IN,O
relevance,DT,O
because,NN,O
to,IN,O
constantly,TO,O
monitor,RB,O
the,VB,O
load,DT,O
availed,NN,O
of,VBN,O
by,IN,O
a,IN,O
high,DT,B-LEGAL
tension,JJ,I-LEGAL
consumer,NN,I-LEGAL
a,NN,O
trivector,DT,O
meter,NN,B-LEGAL
containing,NN,O
the,VBG,O
maximum,DT,B-LEGAL
demand,JJ,I-LEGAL
indicator,NN,O
is,NN,O
compulsorily,VBZ,O
installed,RB,O
it,VBN,O
was,PRP,O
further,VBD,O
submitted,RBR,O
that,VBN,O
the,IN,O
seal,DT,O
in,NN,O
ct,IN,O
pt,JJ,O
unit,NN,O
had,NN,O
not,VBD,O
been,RB,O
tampered,VBN,O
with,VBN,O
and,IN,O
the,CC,O
allegation,DT,O
regarding,NN,O
tampering,VBG,O
of,NN,O
the,IN,O
seal,DT,O
was,NN,O
being,VBD,O
investigated,VBG,O
by,VBN,O
the,IN,O
investigating,DT,B-LEGAL
officer,VBG,I-LEGAL
of,NN,O
the,IN,O
criminal,DT,O
case,JJ,O
registered,NN,O
against,VBN,O
the,IN,O
petitioner,DT,O
and,NN,O
his,CC,O
report,PRP$,O
shall,NN,O
be,MD,O
considered,VB,O
by,VBN,O
the,IN,O
court,DT,O
of,NN,O
law,IN,O
at,NN,O
the,IN,O
appropriate,DT,O
time,JJ,O
5,NN,O
the,CD,O
chief,DT,O
engineer,NN,O
after,NN,O
consideration,IN,O
of,NN,O
the,IN,O
material,DT,O
and,NN,O
the,CC,O
submission,DT,O
made,NN,O
held,VBD,O
that,VBD,O
the,IN,O
theft,DT,O
of,NN,O
electricity,IN,O
cannot,NN,O
be,MD,O
found,RB,O
physically,VB,O
and,VBN,O
this,RB,O
has,CC,O
to,DT,O
be,VBZ,O
worked,TO,O
out,VB,O
from,VBN,O
evidences,RP,O
parameters,IN,O
and,NNS,O
various,NNS,O
circumstances,CC,O
under,JJ,O
which,NNS,O
the,IN,O
consumer,WDT,B-LEGAL
is,DT,O
availing,NN,O
power,VBZ,O
he,VBG,O
passed,NN,O
a,PRP,O
detailed,VBD,O
order,DT,O
on,JJ,O
27101999,NN,O
and,IN,O
the,CD,O
relevant,CC,O
part,DT,O
of,JJ,O
the,NN,O
findings,IN,O
recorded,DT,O
by,NNS,O
him,VBN,O
are,IN,O
being,PRP,O
reproduced,VBP,O
below,VBG,O
it,VBN,O
appears,IN,O
from,PRP,O
annexure,VBZ,O
1,IN,O
of,NN,O
show,CD,O
cause,IN,O
notice,NN,O
that,NN,O
two,NN,O
nos,WDT,O
of,CD,O
induction,NNS,O
furnaces,IN,O
of,NN,O
six,NNS,O
mt,IN,O
capacity,CD,O
each,JJ,O
totalling,NN,O
12,DT,O
mt,VBG,O
were,CD,O
in,NNS,O
operation,VBD,O
this,IN,O
is,NN,O
supported,DT,O
by,VBZ,O
the,VBN,O
facts,IN,O
with,DT,O
the,NNS,O
inspection,IN,B-LEGAL
report,DT,I-LEGAL
that,NN,O
the,NN,O
total,IN,O
capacity,DT,O
of,JJ,O
transformer,NN,O
was,IN,O
7230,NN,O
kva,VBD,O
the,CD,O
ctpt,IN,O
cover,DT,O
terminal,NN,O
seal,VBD,O
which,JJ,O
was,NN,O
found,WDT,O
tampered,VBD,O
was,VBN,O
unsigned,VBN,O
there,VBD,O
were,VBN,O
large,EX,O
number,VBD,O
officials,JJ,O
of,NN,O
the,NNS,O
board,IN,B-LEGAL
including,DT,O
executive,NN,O
magistrates,VBG,O
and,NN,O
therefore,NNS,O
there,CC,O
is,RB,O
no,EX,O
reason,VBZ,O
to,DT,O
disbelieve,NN,O
that,TO,O
seal,VB,O
of,DT,O
terminal,NN,O
cover,IN,O
of,JJ,O
ctpt,NN,O
was,IN,O
tampered,NN,O
the,VBD,O
capacity,VBN,O
of,DT,O
the,NN,O
furnaces,IN,O
being,DT,O
12,NNS,O
mt,VBG,O
it,CD,O
is,NN,O
evidently,PRP,O
clear,VBZ,O
that,RB,O
the,JJ,O
power,IN,O
was,DT,O
used,NN,O
unauthorised,VBD,O
by,VBN,O
the,JJ,O
consumer,IN,B-LEGAL
because,DT,O
the,NN,O
consumption,IN,O
recorded,DT,O
in,NN,O
the,VBN,O
meter,IN,B-LEGAL
was,DT,O
much,NN,O
less,VBD,O
than,RB,O
what,JJR,O
it,IN,O
ought,WP,O
to,PRP,O
have,MD,O
been,TO,O
on,VB,O
actual,VBN,O
load,IN,O
ie,JJ,O
7200,NN,O
kva,NN,O
600,CD,O
x,NN,O
12,CD,O
t,NN,O
in,CD,O
this,NN,O
connection,IN,O
the,DT,O
annexure,NN,O
3,DT,O
4,NN,O
the,CD,O
vouchers,CD,O
of,DT,O
the,NNS,O
purchase,IN,O
of,DT,O
induction,NN,O
furnace,IN,O
from,NN,O
meghaterm,NN,O
show,IN,O
the,NN,O
capacity,VBP,O
of,DT,O
induction,NN,O
furnace,IN,O
6,NN,O
mt,NN,O
as,CD,O
2500,NN,O
kw,IN,O
ie,CD,O
equivalent,NN,O
to,JJ,O
3000,NN,O
kva,TO,O
therefore,CD,O
the,NN,O
load,IN,O
of,DT,O
12,NN,O
mt,IN,O
furnace,CD,O
besides,JJ,O
kva,NN,O
mt,IN,O
as,JJ,O
auxiliary,NN,O
load,IN,O
totalling,JJ,O
to,NN,O
7200,VBG,O
kva,TO,O
as,CD,O
the,NN,O
actual,IN,O
load,DT,O
it,JJ,O
is,NN,O
not,PRP,O
out,VBZ,O
of,RB,O
place,IN,O
to,IN,O
mention,NN,O
here,TO,O
that,NN,O
the,RB,O
induction,IN,O
furnace,DT,O
association,NN,B-LEGAL
of,NN,O
bihar,NN,O
has,IN,O
proposed,NN,O
and,VBZ,O
agreed,VBN,O
that,CC,O
the,VBD,O
load,IN,O
of,DT,O
induction,NN,O
furnace,IN,O
could,NN,O
be,NN,O
600,MD,O
kva,VB,O
per,CD,O
mt,JJ,O
this,IN,O
is,NN,O
also,DT,O
brought,VBZ,O
to,RB,O
my,VBN,O
notice,TO,O
that,PRP$,O
on,NN,O
average,IN,O
basis,IN,O
the,JJ,O
power,NN,O
was,DT,O
consumed,NN,O
at,VBD,O
the,VBN,O
average,IN,O
period,DT,O
of,JJ,O
2125,NN,O
hrs,IN,O
per,CD,O
day,JJ,O
the,IN,O
factory,NN,O
runs,DT,O
into,NN,O
two,VBZ,O
shifts,IN,O
with,CD,O
40,NNS,O
workers,IN,O
in,CD,O
each,NNS,O
shift,IN,O
so,DT,O
far,NN,O
as,RB,O
the,RB,O
nos,IN,O
of,DT,O
days,NNS,O
of,IN,O
pilferage,NNS,B-LEGAL
is,IN,O
concerned,NN,O
it,VBZ,O
has,VBN,O
been,PRP,O
rightly,VBZ,O
interpreted,VBN,O
and,RB,O
assessed,VBN,O
the,CC,O
maximum,VBN,O
period,DT,O
of,JJ,O
six,NN,O
months,IN,O
for,CD,O
the,NNS,O
assessment,IN,B-LEGAL
of,DT,O
compensatory,NN,O
amount,IN,O
under,NN,O
clause,NN,O
169,IN,O
of,NN,O
tariff,CD,O
the,IN,O
variant,NN,O
factors,DT,O
of,JJ,O
the,NNS,O
