hk,NN,O
dead,JJ,O
body,NN,O
in,IN,O
a,DT,O
culvert,NN,O
he,PRP,O
booked,VBD,O
a,DT,O
trunk,NN,O
call,NN,O
to,TO,O
the,DT,O
police,NN,O
at,IN,O
balehonnur,NN,O
police,NN,O
station,NN,O
on,IN,O
receipt,NN,O
of,IN,O
phone,NN,O
message,NN,O
sho,NN,O
of,IN,O
balehonnur,JJ,O
police,NN,O
station,NN,O
proceeded,VBD,O
to,TO,O
the,DT,O
jenugudde,NN,O
along,IN,O
with,IN,O
the,DT,O
staff,NN,O
and,CC,O
observed,VBD,O
some,DT,O
injuries,NNS,O
on,IN,O
the,DT,O
dead,JJ,O
body,NN,O
he,PRP,O
came,VBD,O
back,RB,O
to,TO,O
the,DT,O
police,NN,O
station,NN,O
and,CC,O
suo,NN,O
motu,NN,O
registered,VBD,O
a,DT,O
case,NN,O
in,IN,O
crime,NN,O
no,DT,O
16,CD,O
92,CD,O
for,IN,O
the,DT,O
offence,NN,O
under,IN,O
section,NN,O
302,CD,O
ipc,NN,O
against,IN,O
an,DT,O
unknown,JJ,O
offender,NN,O
thereafter,RB,O
the,DT,O
investigation,NN,O
is,VBZ,O
taken,VBN,O
over,RP,O
by,IN,O
mallikarjunappa,NNS,O
pw,RB,O
33,CD,O
the,DT,O
psi,NN,O
of,IN,O
balehonnur,JJ,O
police,NN,O
station,NN,O
in,IN,O
course,NN,O
of,IN,O
investigation,NN,O
the,DT,O
prosecution,NN,O
examined,VBD,O
as,RB,O
many,JJ,O
as,IN,O
36,CD,O
witnesses,NNS,O
and,CC,O
finding,VBG,O
a,DT,O
prima,NN,O
facie,NN,O
case,NN,O
challan,NN,O
was,VBD,O
filed,VBN,O
against,IN,O
the,DT,O
appellants,NNS,O
admittedly,RB,O
there,EX,O
is,VBZ,O
no,DT,O
direct,JJ,O
eye,NN,B-LEGAL
witness,NN,I-LEGAL
and,CC,O
the,DT,O
prosecution,NN,O
case,NN,O
rests,VBZ,O
entirely,RB,O
on,IN,O
circumstantial,JJ,B-LEGAL
evidence,NN,I-LEGAL
the,DT,O
prosecution,NN,O
relied,VBD,O
on,IN,O
the,DT,O
following,JJ,O
circumstantial,JJ,B-LEGAL
evidence,NN,I-LEGAL
a,DT,O
on,IN,O
1821992,CD,O
at,IN,O
about,RB,O
915,CD,O
am,VBP,O
the,DT,O
four,CD,O
appellants,NNS,O
along,IN,O
with,IN,O
juvenile,NN,B-LEGAL
offender,NN,I-LEGAL
went,VBD,O
to,TO,O
belagodu,VB,O
primary,JJ,O
health,NN,O
unit,NN,O
and,CC,O
informed,VBN,O
gangadhariah,NN,O
pw,NN,O
17,CD,O
who,WP,O
was,VBD,O
a,DT,O
group,NN,O
d,VBZ,O
employee,NN,O
that,IN,O
they,PRP,O
were,VBD,O
injured,VBN,O
in,IN,O
a,DT,O
lorry,JJ,O
accident,NN,O
and,CC,O
asked,VBD,O
for,IN,O
immediate,JJ,O
medical,JJ,O
treatment,NN,O
on,IN,O
noticing,VBG,O
the,DT,O
serious,JJ,O
injuries,NNS,O
on,IN,O
one,CD,O
of,IN,O
the,DT,O
accused,VBN,O
pw,NN,O
17,CD,O
directed,VBD,O
them,PRP,O
to,TO,O
go,VB,O
to,TO,O
sakleshpur,VB,O
general,JJ,O
hospital,NN,O
b,VBD,O
the,DT,O
appellants,NNS,O
then,RB,O
went,VBD,O
to,TO,O
a,DT,O
coffee,NN,O
estate,NN,O
run,VBN,O
by,IN,O
rafiq,NN,O
ahmed,VBN,O
pw,JJ,O
27,CD,O
at,IN,O
belagodu,NN,O
and,CC,O
sought,VBD,O
his,PRP$,O
assistance,NN,O
to,TO,O
go,VB,O
to,TO,O
sakleshpur,VB,O
pw,JJ,O
27,CD,O
noticed,VBD,O
the,DT,O
condition,NN,O
of,IN,O
the,DT,O
injured,JJ,O
and,CC,O
contained,VBD,O
his,PRP$,O
relative,NN,O
at,IN,O
sakleshpur,NN,O
to,TO,O
arrange,VB,O
a,DT,O
taxi,NN,O
so,RB,O
as,IN,O
to,TO,O
provide,VB,O
transportation,NN,O
to,TO,O
the,DT,O
injured,VBN,O
to,TO,O
balegodu,VB,O
c,JJ,O
pw,NN,O
30,CD,O
feroze,NN,O
khan,VBD,O
the,DT,O
owner,NN,O
of,IN,O
taxi,NN,O
was,VBD,O
engaged,VBN,O
and,CC,O
sent,VBN,O
to,TO,O
belagodu,VB,O
being,VBG,O
driven,VBN,O
by,IN,O
himself,PRP,O
pw,VBP,O
30,CD,O
took,VBD,O
the,DT,O
injured,VBN,O
to,TO,O
government,NN,O
hospital,NN,O
sakleshpur,NN,O
and,CC,O
received,VBD,O
his,PRP$,O
taxi,NN,O
charges,NNS,O
of,IN,O
rs,JJ,O
60,CD,O
from,IN,O
the,DT,O
accused,VBN,O
d,NN,O
at,IN,O
government,NN,O
hospital,NN,O
sakleshpur,VBD,O
the,DT,O
injured,NNS,O
disclosed,VBD,O
their,PRP$,O
names,NNS,O
as,IN,O
j,NN,O
d,NN,O
souza,NN,O
s,NN,O
o,NN,O
joseph,NN,O
anil,NN,O
s,NN,O
o,NN,O
joseph,NN,O
manjunatha,NN,O
juvenile,NN,B-LEGAL
offender,NN,I-LEGAL
to,TO,O
the,DT,O
medical,JJ,O
officer,NN,O
dr,NN,O
prakash,NN,O
inamdar,NN,O
pw,VBP,O
28,CD,O
they,PRP,O
also,RB,O
informed,VBD,O
pw,JJ,O
28,CD,O
that,IN,O
they,PRP,O
sustained,VBD,O
injuries,NNS,O
in,IN,O
a,DT,O
truck,NN,O
accident,NN,O
near,IN,O
belagodu,JJ,O
village,NN,O
on,IN,O
1821992,CD,O
e,NN,O
pw,NN,O
28,CD,O
made,VBD,O
necessary,JJ,O
entries,NNS,O
in,IN,O
the,DT,O
medical,JJ,O
legal,JJ,O
case,NN,O
registered,VBD,O
vide,JJ,O
ex,NN,O
p,NN,O
32ab,CD,O
c,NN,O
at,IN,O
pages,NNS,O
243,CD,O
and,CC,O
244,CD,O
of,IN,O
the,DT,O
register,NN,O
the,DT,O
doctor,NN,O
also,RB,O
noticed,VBD,O
serious,JJ,O
injures,NNS,O
on,IN,O
the,DT,O
person,NN,O
called,VBD,O
j,NN,O
d,NN,O
souza,NN,O
he,PRP,O
accordingly,RB,O
advised,VBD,O
them,PRP,O
to,TO,O
go,VB,O
to,TO,O
a,DT,O
major,JJ,O
hospital,NN,O
at,IN,O
mangalore,NN,O
f,VBP,O
the,DT,O
accused,JJ,O
went,VBD,O
to,TO,O
the,DT,O
taxi,NN,O
stand,NN,O
and,CC,O
again,RB,O
met,VBD,O
pw,JJ,O
30,CD,O
and,CC,O
engaged,VBD,O
his,PRP$,O
taxi,NN,O
to,TO,O
take,VB,O
them,PRP,O
to,TO,O
mangalore,VB,O
the,DT,O
taxi,NN,O
of,IN,O
pw,NN,O
30,CD,O
went,VBD,O
out,IN,O
of,IN,O
order,NN,O
near,IN,O
uppinangadi,JJ,O
and,CC,O
pw,JJ,O
30,CD,O
asked,VBD,O
them,PRP,O
to,TO,O
engage,VB,O
another,DT,O
vehicle,NN,O
accused,VBD,O
did,VBD,O
not,RB,O
have,VB,O
enough,JJ,O
money,NN,O
for,IN,O
paying,VBG,O
the,DT,O
full,JJ,O
charges,NNS,O
they,PRP,O
paid,VBD,O
rs,NN,O
200,CD,O
in,IN,O
addition,NN,O
to,TO,O
one,CD,O
wrist,NN,O
watch,NN,O
worn,VBN,O
by,IN,O
one,CD,O
of,IN,O
them,PRP,O
they,PRP,O
however,RB,O
promised,VBD,O
pw,JJ,O
30,CD,O
that,IN,O
they,PRP,O
would,MD,O
come,VB,O
back,RB,O
and,CC,O
pay,VB,O
the,DT,O
balance,NN,O
and,CC,O
take,VB,O
back,RP,O
the,DT,O
writ,NN,O
watch,NN,O
after,IN,O
about,IN,O
three,CD,O
or,CC,O
four,CD,O
days,NNS,O
g,VBP,O
the,DT,O
accused,VBN,O
on,IN,O
reaching,VBG,O
mangalore,NN,O
after,IN,O
engaging,VBG,O
another,DT,O
vehicle,NN,O
two,CD,O
of,IN,O
them,PRP,O
went,VBD,O
to,TO,O
wenlock,VB,O
hospital,NN,O
at,IN,O
about,IN,O
400,CD,O
pm,NNS,O
and,CC,O
dr,JJ,O
vasanth,JJ,O
kumar,NN,O
pw,NN,O
26,CD,O
treated,VBD,O
them,PRP,O
doctor,NN,O
noticed,VBD,O
one,CD,O
of,IN,O
the,DT,O
injured,JJ,O
persons,NNS,O
named,VBN,O
as,IN,O
george,NN,O
d,IN,O
souza,NN,O
was,VBD,O
serious,JJ,O
accompanied,VBN,O
by,IN,O
another,DT,O
injured,VBN,O
named,VBN,O
sunil,NN,O
later,RB,O
established,VBN,O
as,IN,O
anil,NN,O
they,PRP,O
also,RB,O
told,VBD,O
the,DT,O
doctor,NN,O
that,IN,O
they,PRP,O
had,VBD,O
received,VBN,O
injuries,NNS,O
in,IN,O
a,DT,O
road,NN,O
accident,NN,O
doctor,NN,O
entered,VBD,O
the,DT,O
same,JJ,O
in,IN,O
the,DT,O
medico,JJ,O
legal,JJ,O
case,NN,O
register,NN,O
and,CC,O
sent,VBD,O
the,DT,O
mlo,NN,O
to,TO,O
the,DT,O
jurisdictional,JJ,O
police,NN,O
h,NN,O
on,IN,O
1821992,CD,O
at,IN,O
about,RB,O
540,CD,O
pm,NNS,O
pw,RB,O
35,CD,O
vasudeva,JJ,O
asi,NN,O
and,CC,O
sho,NN,O
of,IN,O
mangalore,NN,O
south,JJ,O
police,NN,O
station,NN,O
went,VBD,O
to,TO,O
the,DT,O
hospital,NN,O
and,CC,O
noticed,VBD,O
that,IN,O
one,CD,O
of,IN,O
the,DT,O
injured,NN,O
was,VBD,O
in,IN,O
a,DT,O
serious,JJ,O
condition,NN,O
and,CC,O
others,NNS,O
with,IN,O
simple,JJ,O
injuries,NNS,O
were,VBD,O
able,JJ,O
to,TO,O
talk,VB,O
he,PRP,O
recorded,VBD,O
the,DT,O
statement,NN,O
of,IN,O
able,JJ,O
injured,VBN,O
who,WP,O
disclosed,VBD,O
his,PRP$,O
name,NN,O
as,IN,O
sunil,NN,O
fernandis,NN,O
and,CC,O
that,IN,O
of,IN,O
seriously,RB,O
injured,VBN,O
as,IN,O
george,NN,O
d,NN,O
souza,NN,O
he,PRP,O
also,RB,O
told,VBD,O
pw,CC,O
35,CD,O
that,IN,O
they,PRP,O
sustained,VBD,O
injuries,NNS,O
in,IN,O
the,DT,O
motor,NN,O
accident,NN,O
near,IN,O
belagodu,NN,O
he,PRP,O
has,VBZ,O
recorded,VBN,O
the,DT,O
statement,NN,O
vide,IN,O
ex,FW,O
p49,NN,O
and,CC,O
also,RB,O
registered,VBD,O
a,DT,O
case,NN,O
in,IN,O
crime,NN,O
no,DT,O
57,CD,O
92,CD,O
for,IN,O
the,DT,O
offences,NNS,O
under,IN,O
sections,NNS,O
279,CD,O
and,CC,O
337,CD,O
ipc,NN,O
against,IN,O
the,DT,O
unknown,JJ,O
lorry,NN,O
driver,NN,O
pw,VBZ,O
35,CD,O
having,VBG,O
noticed,VBN,O
that,IN,O
the,DT,O
accident,NN,O
had,VBD,O
taken,VBN,O
place,NN,O
within,IN,O
the,DT,O
jurisdiction,NN,O
of,IN,O
sakleshpur,JJ,O
police,NN,O
station,NN,O
transferred,VBD,O
the,DT,O
case,NN,O
to,TO,O
the,DT,O
jurisdiction,NN,O
police,NN,O
i,VBD,O
the,DT,O
case,NN,O
was,VBD,O
then,RB,O
re,JJ,O
registered,VBN,O
in,IN,O
crime,NN,O
no,DT,O
25,CD,O
92,CD,O
at,IN,O
sakleshpur,JJ,O
rural,JJ,O
police,NN,O
station,NN,O
and,CC,O
pw,NN,O
32,CD,O
located,VBD,O
the,DT,O
lorry,NN,O
bearing,VBG,O
registration,NN,O
no,DT,O
cno,NN,O
8928,CD,O
and,CC,O
from,IN,O
the,DT,O
lorry,NN,O
he,PRP,O
found,VBD,O
out,RP,O
that,IN,O
it,PRP,O
belongs,VBZ,O
to,TO,O
pws,VB,O
5,CD,O
and,CC,O
16,CD,O
and,CC,O
contacted,VBD,O
them,PRP,O
over,RP,O
the,DT,O
phone,NN,O
intimating,VBG,O
them,PRP,O
that,IN,O
the,DT,O
lorry,NN,O
had,VBD,O
met,VBN,O
with,IN,O
an,DT,O
accident,NN,O
near,IN,O
belagodu,JJ,O
village,NN,O
and,CC,O
three,CD,O
persons,NNS,O
named,VBN,O
george,NN,O
anil,NN,O
and,CC,O
manjunath,NN,O
had,VBD,O
received,VBN,O
injuries,NNS,O
in,IN,O
the,DT,O
accident,NN,O
and,CC,O
that,IN,O
they,PRP,O
were,VBD,O
being,VBG,O
treated,VBN,O
at,IN,O
wenlock,NN,O
hospital,NN,O
at,IN,O
mangalore,FW,O
j,NN,O
on,IN,O
receipt,NN,O
of,IN,O
the,DT,O
information,NN,O
pws,NN,O
5,CD,O
and,CC,O
16,CD,O
went,VBD,O
to,TO,O
wenlock,VB,O
hospital,NN,O
and,CC,O
on,IN,O
inquiry,NN,O
came,VBD,O
to,TO,O
know,VB,O
that,IN,O
the,DT,O
injured,JJ,O
got,VBD,O
themselves,PRP,O
discharged,VBN,O
against,IN,O
the,DT,O
advice,NN,O
of,IN,O
the,DT,O
doctor,NN,O
pw,NN,O
26,CD,O
and,CC,O
gone,VBN,O
to,TO,O
kmc,VB,O
hospital,JJ,O
bijai,NN,O
in,IN,O
kmc,JJ,O
hospital,NN,O
they,PRP,O
found,VBD,O
that,IN,O
one,CD,O
injured,JJ,O
person,NN,O
by,IN,O
name,NN,O
george,NN,O
was,VBD,O
serious,JJ,O
and,CC,O
was,VBD,O
admitted,VBN,O
in,IN,O
intensive,JJ,O
care,NN,O
unit,NN,O
and,CC,O
unable,JJ,O
to,TO,O
talk,VB,O
pw,NN,O
5,CD,O
left,VBD,O
behind,IN,O
pw,JJ,O
16,CD,O
to,TO,O
get,VB,O
the,DT,O
particulars,NNS,O
k,VBD,O
sometime,RB,O
in,IN,O
the,DT,O
evening,NN,O
pw,NN,O
16,CD,O
noticed,VBD,O
that,IN,O
three,CD,O
persons,NNS,O
along,IN,O
with,IN,O
a,DT,O
young,JJ,O
boy,NN,O
came,VBD,O
to,TO,O
the,DT,O
kmc,JJ,O
hospital,NN,O
bijai,NN,O
and,CC,O
when,WRB,O
the,DT,O
three,CD,O
persons,NNS,O
went,VBD,O
to,TO,O
icu,VB,O
leaving,VBG,O
behind,IN,O
the,DT,O
boy,NN,O
pw,NN,O
16,CD,O
out,IN,O
of,IN,O
curiosity,NN,O
made,VBN,O
enquiry,NN,O
and,CC,O
learnt,NN,O
from,IN,O
the,DT,O
boy,NN,O
that,IN,O
all,PDT,O
the,DT,O
three,CD,O
persons,NNS,O
and,CC,O
the,DT,O
juvenile,NN,O
were,VBD,O
injured,VBN,O
in,IN,O
the,DT,O
lorry,NN,O
which,WDT,O
met,VBD,O
with,IN,O
an,DT,O
accident,NN,O
at,IN,O
belagodu,PDT,O
the,DT,O
boy,NN,O
further,RB,O
alleged,VBN,O
to,TO,O
have,VB,O
revealed,VBN,O
that,IN,O
he,PRP,O
was,VBD,O
working,VBG,O
as,IN,O
a,DT,O
coolie,NN,O
and,CC,O
on,IN,O
1721992,CD,O
the,DT,O
four,CD,O
accused,VBD,O
brought,VBD,O
him,PRP,O
to,TO,O
hotel,NN,O
at,IN,O
kottigehara,NN,O
at,IN,O
about,RB,O
midnight,NN,O
when,WRB,O
the,DT,O
lorry,NN,O
stopped,VBD,O
at,IN,O
the,DT,O
hotel,NN,O
they,PRP,O
requested,VBD,O
the,DT,O
driver,NN,O
to,TO,O
take,VB,O
them,PRP,O
as,IN,O
passengers,NNS,O
all,DT,O
of,IN,O
them,PRP,O
sat,VBD,O
in,IN,O
the,DT,O
cabin,NN,O
and,CC,O
after,IN,O
some,DT,O
distance,NN,O
one,CD,O
of,IN,O
them,PRP,O
got,VBD,O
the,DT,O
lorry,NN,O
stopped,VBD,O
on,IN,O
the,DT,O
pretext,NN,O
of,IN,O
attending,VBG,O
calls,NNS,O
of,IN,O
nature,NN,O
and,CC,O
then,RB,O
anil,VB,O
a,DT,O
2,CD,O
tried,VBN,O
to,TO,O
strangulate,VB,O
the,DT,O
driver,NN,O
with,IN,O
a,DT,O
plastic,JJ,O
rope,NN,O
and,CC,O
when,WRB,O
the,DT,O
driver,NN,O
and,CC,O
the,DT,O
cleaner,JJR,O
tried,VBD,O
to,TO,O
run,VB,O
away,RB,O
they,PRP,O
were,VBD,O
hit,VBN,O
with,IN,O
the,DT,O
wooden,JJ,O
block,NN,O
called,VBN,O
as,IN,O
katte,NN,O
and,CC,O
killed,VBD,O
both,DT,O
of,IN,O
them,PRP,O
the,DT,O
boy,NN,O
further,RB,O
alleged,VBN,O
to,TO,O
have,VB,O
revealed,VBN,O
that,IN,O
after,IN,O
taking,VBG,O
the,DT,O
money,NN,O
from,IN,O
the,DT,O
person,NN,O
of,IN,O
the,DT,O
driver,NN,O
as,RB,O
well,RB,O
as,IN,O
the,DT,O
wrist,NN,O
watch,NN,O
accused,VBD,O
a,DT,O
1,CD,O
and,CC,O
other,JJ,O
took,VBD,O
the,DT,O
vehicle,NN,O
towards,IN,O
the,DT,O
forest,NN,O
in,IN,O
order,NN,O
to,TO,O
dispose,VB,O
of,IN,O
the,DT,O
dead,JJ,O
bodies,NNS,O
the,DT,O
boy,NN,O
further,RB,O
alleged,VBN,O
to,TO,O
have,VB,O
disclosed,VBN,O
that,IN,O
when,WRB,O
they,PRP,O
kept,VBD,O
the,DT,O
body,NN,O
of,IN,O
the,DT,O
driver,NN,O
in,IN,O
a,DT,O
culvert,NN,O
near,IN,O
jenugudde,NN,O
and,CC,O
before,IN,O
they,PRP,O
could,MD,O
dispose,VB,O
of,IN,O
the,DT,O
body,NN,O
of,IN,O
the,DT,O
cleaner,NN,O
in,IN,O
the,DT,O
same,JJ,O
way,NN,O
they,PRP,O
heard,VBD,O
the,DT,O
sound,NN,O
of,IN,O
approaching,VBG,O
vehicle,NN,O
and,CC,O
they,PRP,O
proceeded,VBD,O
ahead,RB,O
in,IN,O
the,DT,O
lorry,NN,O
and,CC,O
thereafter,RB,O
the,DT,O
body,NN,O
of,IN,O
cleaner,NN,O
was,VBD,O
also,RB,O
kept,VBN,O
under,IN,O
a,DT,O
culvert,NN,O
the,DT,O
boy,NN,O
further,RB,O
alleged,VBN,O
to,TO,O
have,VB,O
disclosed,VBN,O
that,IN,O
thereafter,RB,O
the,DT,O
lorry,NN,O
was,VBD,O
driven,VBN,O
to,TO,O
the,DT,O
estate,NN,O
of,IN,O
one,CD,O
rajegowda,NN,O
pw,NN,O
13,CD,O
and,CC,O
after,IN,O
unloading,VBG,O
the,DT,O
fertilizer,NN,O
bags,NNS,O
while,IN,O
they,PRP,O
were,VBD,O
proceeding,VBG,O
towards,NNS,O
belagodu,IN,O
the,DT,O
lorry,NN,O
met,VBD,O
with,IN,O
an,DT,O
accident,NN,O
and,CC,O
all,DT,O
of,IN,O
them,PRP,O
got,VBD,O
injured,JJ,O
4,CD,O
this,DT,O
is,VBZ,O
how,WRB,O
the,DT,O
accused,VBN,O
were,VBD,O
roped,VBN,O
in,IN,O
with,IN,O
the,DT,O
crime,NN,O
by,IN,O
the,DT,O
circumstances,NNS,O
as,IN,O
recited,VBN,O
above,IN,O
5,CD,O
after,IN,O
the,DT,O
accused,VBN,O
were,VBD,O
arrested,VBN,O
they,PRP,O
were,VBD,O
interrogated,VBN,O
accused,JJ,O
nos,NNS,O
1,CD,O
and,CC,O
3,CD,O
made,VBD,O
the,DT,O
voluntary,JJ,O
disclosure,NN,O
statements,NNS,O
vide,IN,O
ex,NN,O
p39,NN,O
and,CC,O
40,CD,O
leading,VBG,O
to,TO,O
the,DT,O
discovery,NN,O
and,CC,O
seizure,NN,O
of,IN,O
193,CD,O
bags,NNS,O
of,IN,O
fertilizer,NN,O
from,IN,O
the,DT,O
estate,NN,O
of,IN,O
pw,NN,O
13,CD,O
rajegowda,NN,O
and,CC,O
the,DT,O
wrist,NN,O
watch,NN,O
mo,NN,O
19,CD,O
belonging,NN,O
to,TO,O
the,DT,O
deceased,JJ,O
vittal,JJ,O
shetty,NN,O
from,IN,O
pw,NN,O
30,CD,O
the,DT,O
taxi,NN,O
driver,VBZ,O
the,DT,O
disclosure,NN,O
statement,NN,O
led,VBD,O
to,TO,O
the,DT,O
recovery,NN,O
of,IN,O
wooden,JJ,O
katte,NN,O
mo,NN,O
20,CD,O
alleged,VBN,O
to,TO,O
have,VB,O
been,VBN,O
used,VBN,O
