vikramajit,NN,O
the,TO,O
christian,DT,O
faith,JJ,O
is,NN,O
well,VBZ,O
educated,RB,O
gainfully,VBN,O
employed,RB,O
and,VBN,O
financially,CC,O
secure,RB,O
she,VB,O
gave,PRP,O
birth,VBD,O
to,NN,O
her,TO,O
son,PRP$,O
in,NN,O
2010,IN,O
and,CD,O
has,CC,O
subsequently,VBZ,O
raised,RB,O
him,VBN,O
without,PRP,O
any,IN,O
assistance,DT,O
from,NN,O
or,IN,O
involvement,CC,O
of,NN,O
his,IN,O
putative,PRP$,B-LEGAL
father,JJ,I-LEGAL
desirous,NN,O
of,NN,O
making,IN,O
her,VBG,O
son,PRP$,O
her,NN,O
nominee,PRP$,O
in,NN,O
all,IN,O
her,DT,O
savings,PRP$,O
and,NNS,O
other,CC,O
insurance,JJ,O
policies,NN,O
she,NNS,O
took,PRP,O
steps,VBD,O
in,NNS,O
this,IN,O
direction,DT,O
but,NN,O
was,CC,O
informed,VBD,O
that,VBN,O
she,IN,O
must,PRP,O
either,MD,O
declare,CC,O
the,VB,O
name,DT,O
of,NN,O
the,IN,O
father,DT,B-LEGAL
or,NN,O
get,CC,O
a,VB,O
guardianship,DT,B-LEGAL
adoption,NN,B-LEGAL
certificate,NN,O
from,NN,O
the,IN,O
court,DT,O
she,NN,O
thereupon,PRP,O
filed,VBD,O
an,VBD,O
application,DT,O
under,NN,O
section,IN,O
7,NN,O
of,CD,O
the,IN,O
guardians,DT,O
and,NNS,O
wards,CC,O
act,NNS,O
1890,NN,O
the,CD,O
act,DT,O
before,NN,O
the,IN,O
guardian,DT,O
court,JJ,O
for,NN,O
declaring,IN,O
her,VBG,O
the,PRP$,O
sole,DT,O
guardian,JJ,O
of,NN,O
her,IN,O
son,PRP$,O
section,NN,O
11,NN,O
of,CD,O
the,IN,O
act,DT,O
requires,NN,O
a,VBZ,O
notice,DT,O
to,NN,O
be,TO,O
sent,VB,O
to,VBN,O
the,TO,O
parents,DT,O
of,NNS,O
the,IN,O
child,DT,O
before,NN,O
a,IN,O
guardian,DT,O
is,NN,O
appointed,VBZ,O
the,VBN,O
appellant,DT,O
has,NN,O
published,VBZ,O
a,VBN,O
notice,DT,O
of,NN,O
the,IN,O
petition,DT,O
in,NN,O
a,IN,O
daily,DT,O
newspaper,JJ,O
namely,NN,O
vir,RB,O
arjun,JJ,O
delhi,NN,O
edition,JJ,O
but,NN,O
is,CC,O
strongly,VBZ,O
averse,RB,O
to,JJ,O
naming,TO,O
the,VBG,O
father,DT,B-LEGAL
she,NN,O
has,PRP,O
filed,VBZ,O
an,VBN,O
affidavit,DT,O
stating,NN,O
that,VBG,O
if,IN,O
at,IN,O
any,IN,O
time,DT,O
in,NN,O
the,IN,O
future,DT,O
the,NN,O
father,DT,B-LEGAL
of,NN,O
her,IN,O
son,PRP$,O
raises,NN,O
any,VBZ,O
objections,DT,O
regarding,NNS,O
his,VBG,O
guardianship,PRP$,B-LEGAL
the,NN,O
same,DT,O
may,JJ,O
be,MD,O
revoked,VB,O
or,VBN,O
altered,CC,O
as,VBN,O
the,IN,O
situation,DT,O
may,NN,O
require,MD,O
however,VB,O
the,RB,O
guardian,DT,O
court,JJ,O
directed,NN,O
her,VBD,O
to,PRP,O
reveal,TO,O
the,VB,O
name,DT,O
and,NN,O
whereabouts,CC,O
of,NNS,O
the,IN,O
father,DT,B-LEGAL
and,NN,O
consequent,CC,O
to,NN,O
her,TO,O
refusal,PRP$,O
to,NN,O
do,TO,O
so,VB,O
dismissed,RB,O
her,JJ,O
guardianship,PRP$,B-LEGAL
application,JJ,O
on,NN,O
1942011,IN,O
the,CD,O
appellant,DT,O
s,JJ,O
appeal,JJ,O
before,NN,O
the,IN,O
high,DT,O
court,JJ,O
was,NN,O
dismissed,VBD,O
in,VBN,O
limine,IN,O
on,NN,O
the,IN,O
reasoning,DT,O
that,NN,O
her,IN,O
allegation,PRP$,O
that,NN,O
she,IN,O
is,PRP,O
a,VBZ,O
single,DT,O
mother,JJ,O
could,NN,O
only,MD,O
be,RB,O
decided,VB,O
after,VBN,O
notice,IN,O
is,NN,O
issued,VBZ,O
to,VBN,O
the,TO,O
father,DT,B-LEGAL
that,NN,O
a,IN,O
natural,DT,O
father,JJ,B-LEGAL
could,NN,O
have,MD,O
an,VB,O
interest,DT,O
in,NN,O
the,IN,O
welfare,DT,O
and,NN,O
custody,CC,B-LEGAL
of,NN,O
his,IN,O
child,PRP$,O
even,NN,O
if,RB,O
there,IN,O
is,EX,O
no,VBZ,O
marriage,DT,B-LEGAL
and,NN,O
that,CC,O
no,IN,O
case,DT,O
can,NN,O
be,MD,O
decided,VB,O
in,VBN,O
the,IN,O
absence,DT,O
of,NN,O
a,IN,O
necessary,DT,O
party,JJ,O
4,NN,O
ms,CD,O
indu,NN,O
malhotra,NN,O
learned,NN,O
senior,VBD,O
counsel,JJ,O
for,NN,O
the,IN,O
appellant,DT,O
has,NN,O
vehemently,VBZ,O
argued,RB,O
before,VBN,O
us,IN,O
that,PRP,O
the,IN,O
appellant,DT,O
does,NN,O
not,VBZ,O
want,RB,O
the,VB,O
future,DT,O
of,NN,O
her,IN,O
child,PRP$,O
to,NN,O
be,TO,O
marred,VB,O
by,VBN,O
any,IN,O
controversy,DT,O
regarding,NN,O
his,VBG,O
paternity,PRP$,O
which,NN,O
would,WDT,O
indubitably,MD,O
result,RB,O
should,VB,O
the,MD,O
father,DT,B-LEGAL
refuse,NN,O
to,NN,O
acknowledge,TO,O
the,VB,O
child,DT,O
as,NN,O
his,IN,O
own,PRP$,O
this,JJ,O
is,DT,O
a,VBZ,O
brooding,DT,O
reality,NN,O
as,NN,O
the,IN,O
father,DT,B-LEGAL
is,NN,O
already,VBZ,O
married,RB,O
and,JJ,O
any,CC,O
publicity,DT,O
as,NN,O
to,IN,O
a,TO,O
declaration,DT,B-LEGAL
of,NN,O
his,IN,O
fathering,PRP$,O
a,VBG,O
child,DT,O
out,NN,O
of,IN,O
wedlock,IN,O
would,NN,O
have,MD,O
pernicious,VB,O
repercussions,JJ,O
to,NNS,O
his,TO,O
present,PRP$,O
family,JJ,B-LEGAL
there,NN,O
would,EX,O
be,MD,O
severe,VB,O
social,JJ,O
complications,JJ,O
for,NNS,O
her,IN,O
and,PRP$,O
her,CC,O
child,PRP$,O
as,NN,O
per,IN,O
section,IN,O
7,NN,O
of,CD,O
the,IN,O
act,DT,O
the,NN,O
interest,DT,O
of,NN,O
the,IN,O
minor,DT,O
is,NN,O
the,VBZ,O
only,DT,O
relevant,JJ,O
factor,JJ,O
for,NN,O
appointing,IN,O
of,NN,O
a,IN,O
guardian,DT,O
and,JJ,O
the,CC,O
rights,DT,O
of,NNS,O
the,IN,O
mother,DT,O
and,NN,O
father,CC,B-LEGAL
are,NN,O
subservient,VBP,O
thereto,JJ,O
in,NN,O
this,IN,O
scenario,DT,O
the,NN,O
interest,DT,O
of,NN,O
the,IN,O
child,DT,O
would,NN,O
be,MD,O
best,VB,O
served,RBS,O
by,VBN,O
immediately,IN,O
appointing,RB,O
the,VBG,O
appellant,DT,O
as,NN,O
the,IN,O
guardian,DT,O
furthermore,NN,O
it,NN,O
is,PRP,O
also,VBZ,O
pressed,RB,O
to,VBN,O
the,TO,O
fore,DT,O
that,NN,O
her,IN,O
own,PRP$,O
fundamental,JJ,O
right,JJ,O
to,NN,O
privacy,TO,O
will,VB,O
be,MD,O
violated,VB,O
if,VBN,O
she,IN,O
is,PRP,O
compelled,VBZ,O
to,VBN,O
disclose,TO,O
the,VB,O
name,DT,O
and,NN,O
particulars,CC,O
of,NNS,O
the,IN,O
father,DT,B-LEGAL
of,NN,O
her,IN,O
child,PRP$,O
ms,NN,O
malhotra,NN,O
has,NN,O
painstakingly,VBZ,O
argued,RB,O
this,VBN,O
appeal,DT,O
fully,NN,O
cognizant,RB,O
that,JJ,O
the,IN,O
question,DT,O
that,NN,O
arises,IN,O
is,VBZ,O
of,VBZ,O
far,IN,O
reaching,RB,O
dimensions,VBG,O
it,NNS,O
is,PRP,O
this,VBZ,O
very,DT,O
feature,RB,O
that,NN,O
convinced,IN,O
us,VBD,O
of,PRP,O
the,IN,O
expediency,DT,O
of,NN,O
appointing,IN,O
amicus,VBG,O
curiae,NN,O
and,NN,O
mr,CC,O
sidharth,JJ,O
luthra,NN,O
has,NN,O
discharged,VBZ,O
these,VBN,O
onerous,DT,B-LEGAL
duties,JJ,O
zealously,NNS,O
for,RB,O
which,IN,O
we,WDT,O
must,PRP,O
immediately,MD,O
record,RB,O
our,VB,O
indebtedness,PRP$,O
5,NN,O
it,CD,O
would,PRP,O
be,MD,O
pertinent,VB,O
to,JJ,O
succinctly,TO,O
consider,RB,O
the,VB,O
guardians,DT,O
and,NNS,O
wards,CC,O
act,NNS,O
1890,NN,O
the,CD,O
act,DT,O
which,NN,O
applies,WDT,O
to,VBZ,O
christians,TO,O
in,NNS,O
india,IN,O
lays,NN,O
down,NNS,O
the,RP,O
procedure,DT,O
by,NN,O
which,IN,O
guardians,WDT,O
are,NNS,O
to,VBP,O
be,TO,O
appointed,VB,O
by,VBN,O
the,IN,O
jurisdictional,DT,O
court,JJ,O
sections,NN,O
7,NNS,O
11,CD,O
and,CD,O
19,CC,O
deserve,CD,O
extraction,NN,O
for,NN,O
facility,IN,O
of,NN,O
reference,IN,O
7,NN,O
power,CD,O
of,NN,O
the,IN,O
court,DT,O
to,NN,O
make,TO,O
order,VB,O
as,NN,O
to,IN,O
guardianship,TO,B-LEGAL
1,VB,O
where,CD,O
the,WRB,O
court,DT,O
is,NN,O
satisfied,VBZ,O
that,JJ,O
it,IN,O
is,PRP,O
for,VBZ,O
the,IN,O
welfare,DT,O
of,NN,O
a,IN,O
minor,DT,O
that,NN,O
an,IN,O
order,DT,O
should,NN,O
be,MD,O
made,VB,O
a,VBN,O
appointing,DT,O
a,VBG,O
guardian,DT,O
of,NN,O
his,IN,O
person,PRP$,O
or,NN,O
property,CC,O
or,NN,O
both,CC,O
or,DT,O
b,CC,O
declaring,NN,O
a,VBG,O
person,DT,O
to,NN,O
be,TO,O
such,VB,O
a,JJ,O
guardian,DT,O
the,JJ,O
court,DT,O
may,NN,O
make,MD,O
an,VB,O
order,DT,O
accordingly,NN,O
2,RB,O
an,CD,O
order,DT,O
under,NN,O
this,IN,O
section,DT,O
shall,NN,O
imply,MD,O
the,VB,O
removal,DT,O
of,NN,O
any,IN,O
guardian,DT,O
who,NN,O
has,WP,O
not,VBZ,O
been,RB,O
appointed,VBN,O
by,VBN,O
will,IN,O
or,MD,O
other,CC,O
instrument,JJ,O
or,NN,O
appointed,CC,O
or,VBN,O
declared,CC,O
by,VBN,O
the,IN,O
court,DT,O
3,NN,O
where,CD,O
a,WRB,O
guardian,DT,O
has,NN,O
been,VBZ,O
appointed,VBN,O
by,VBN,O
will,IN,O
or,MD,O
other,CC,O
instrument,JJ,O
or,NN,O
appointed,CC,O
or,VBN,O
declared,CC,O
by,VBN,O
the,IN,O
court,DT,O
an,NN,O
order,DT,O
under,NN,O
this,IN,O
section,DT,O
appointing,NN,O
or,VBG,O
declaring,CC,O
another,VBG,O
person,DT,O
to,NN,O
be,TO,O
guardian,VB,O
in,JJ,O
his,IN,O
stead,PRP$,O
shall,NN,O
not,MD,O
be,RB,O
made,VB,O
until,VBN,O
the,IN,O
powers,DT,O
of,NNS,O
the,IN,O
guardian,DT,O
appointed,JJ,O
or,VBD,O
declared,CC,O
as,VBD,O
aforesaid,IN,O
have,NN,O
ceased,VBP,O
under,VBN,O
the,IN,O
provisions,DT,O
of,NNS,O
this,IN,O
act,DT,O
the,NN,O
details,DT,O
of,NNS,O
the,IN,O
form,DT,O
of,NN,O
application,IN,O
are,NN,O
contained,VBP,O
in,VBN,O
section,IN,O
10,NN,O
and,CD,O
the,CC,O
procedure,DT,O
that,NN,O
applies,WDT,O
to,VBZ,O
a,TO,O
guardianship,DT,B-LEGAL
application,NN,O
is,NN,O
prescribed,VBZ,O
in,VBN,O
section,IN,O
11,NN,O
11,CD,O
procedure,CD,O
on,NN,O
admission,IN,B-LEGAL
of,NN,O
application,IN,O
1,NN,O
if,CD,O
the,IN,O
court,DT,O
is,NN,O
satisfied,VBZ,O
that,JJ,O
there,IN,O
is,EX,O
ground,VBZ,O
for,NN,O
proceeding,IN,O
on,VBG,O
the,IN,O
application,DT,O
it,NN,O
shall,PRP,O
fix,MD,O
a,VB,O
day,DT,O
for,NN,O
the,IN,O
hearing,DT,O
thereof,NN,O
and,NN,O
cause,CC,O
notice,NN,O
of,NN,O
the,IN,O
application,DT,O
and,NN,O
of,CC,O
the,IN,O
date,DT,O
fixed,NN,O
for,VBN,O
the,IN,O
hearing,DT,O
a,NN,O
to,DT,O
be,TO,O
served,VB,O
in,VBN,O
the,IN,O
manner,DT,O
directed,NN,O
in,VBD,O
the,IN,O
code,DT,O
of,NN,O
civil,IN,O
procedure,JJ,O
1882,NN,O
14,CD,O
of,CD,O
188211,IN,O
on,CD,O
i,IN,O
the,NN,O
parents,DT,O
of,NNS,O
the,IN,O
minor,DT,O
if,JJ,O
they,IN,O
are,PRP,O
residing,VBP,O
in,VBG,O
any,IN,O
state,DT,O
to,NN,O
which,TO,O
this,WDT,O
act,DT,O
extends,NN,O
ii,VBZ,O
the,VBP,O
person,DT,O
if,NN,O
any,IN,O
named,DT,O
in,VBN,O
the,IN,O
petition,DT,O
or,NN,O
letter,CC,O
as,NN,O
having,IN,O
the,VBG,O
custody,DT,B-LEGAL
or,NN,O
possession,CC,O
of,NN,O
the,IN,O
person,DT,O
or,NN,O
property,CC,O
of,NN,O
the,IN,O
minor,DT,O
iii,JJ,O
the,NN,O
person,DT,O
proposed,NN,O
in,VBN,O
the,IN,O
application,DT,O
or,NN,O
letter,CC,O
to,NN,O
be,TO,O
appointed,VB,O
or,VBN,O
declared,CC,O
guardian,VBN,O
unless,JJ,O
that,IN,O
person,DT,O
is,NN,O
himself,VBZ,O
the,PRP,O
applicant,DT,O
and,NN,O
iv,CC,O
any,VB,O
other,DT,O
person,JJ,O
to,NN,O
whom,TO,O
in,WP,O
the,IN,O
opinion,DT,O
of,NN,O
the,IN,O
court,DT,O
special,NN,O
notice,JJ,O
of,NN,O
the,IN,O
applicant,DT,O
should,NN,O
be,MD,O
given,VB,O
and,VBN,O
b,CC,O
to,VBN,O
be,TO,O
posted,VB,O
on,VBN,O
some,IN,O
conspicuous,DT,O
part,JJ,O
of,NN,O
the,IN,O
court,DT,O
house,NN,O
and,NN,O
of,CC,O
the,IN,O
residence,DT,B-LEGAL
of,NN,O
the,IN,O
minor,DT,O
and,JJ,O
otherwise,CC,O
published,RB,O
in,VBN,O
such,IN,O
manner,JJ,O
as,NN,O
the,IN,O
court,DT,O
subject,NN,O
to,NN,O
any,TO,O
rules,DT,O
made,NNS,O
by,VBN,O
the,IN,O
high,DT,O
court,JJ,O
under,NN,O
this,IN,O
act,DT,O
thinks,JJ,O
fit,VBZ,O
2,JJ,O
the,CD,O
state,DT,O
government,NN,O
may,NN,O
by,MD,O
general,IN,O
or,JJ,O
special,CC,O
order,JJ,O
require,NN,O
that,NN,O
when,IN,O
any,WRB,O
part,DT,O
of,NN,O
the,IN,O
property,DT,O
described,NN,O
in,VBD,O
a,IN,O
petition,DT,O
under,NN,O
section,IN,O
10,NN,O
sub,CD,O
section,NN,O
1,NN,O
is,CD,O
land,VBZ,O
of,NN,O
which,IN,O
a,WDT,O
court,DT,O
of,NN,O
wards,IN,O
could,NNS,O
assume,MD,O
the,VB,O
superintendence,DT,O
the,NN,O
court,DT,O
shall,NN,O
also,MD,O
cause,RB,O
a,VB,O
notice,DT,O
as,NN,O
aforesaid,IN,O
to,NN,O
be,TO,O
served,VB,O
on,VBN,O
the,IN,O
collector,DT,O
in,NN,O
whose,IN,O
district,WP$,O
the,NN,O
minor,DT,O
ordinarily,JJ,O
resides,RB,O
and,NNS,O
on,CC,O
every,IN,O
collector,DT,O
in,NN,O
whose,IN,O
district,WP$,O
any,NN,O
portion,DT,O
of,NN,O
the,IN,O
land,DT,O
is,NN,O
situate,VBZ,O
and,JJ,O
the,CC,O
collector,DT,O
may,NN,O
cause,MD,O
the,VB,O
notice,DT,O
to,NN,O
be,TO,O
published,VB,O
in,VBN,O
any,IN,O
manner,DT,O
he,NN,O
deems,PRP,O
fit,VBZ,O
3,JJ,O
no,CD,O
charge,DT,O
shall,NN,O
be,MD,O
made,VB,O
by,VBN,O
the,IN,O
court,DT,O
or,NN,O
the,CC,O
collector,DT,O
for,NN,O
the,IN,O
service,DT,O
or,NN,O
publication,CC,O
of,NN,O
any,IN,O
notice,DT,O
served,JJ,O
or,VBD,O
published,CC,O
under,VBN,O
sub,IN,O
section,JJ,O
2,NN,O
section,CD,O
19,NN,O
is,CD,O
of,VBZ,O
significance,IN,O
even,NN,O
though,RB,O
the,IN,O
infant,DT,O
son,JJ,O
does,NN,O
not,VBZ,O
independently,RB,O
own,RB,O
or,JJ,O
possess,CC,O
any,JJ,O
property,DT,O
in,NN,O
that,IN,O
it,DT,O
specifically,PRP,O
alludes,RB,O
to,VBZ,O
the,TO,O
father,DT,B-LEGAL
of,NN,O
a,IN,O
minor,DT,O
it,JJ,O
reads,PRP,O
thus,VBZ,O
19,RB,O
guardian,CD,O
not,JJ,O
to,RB,O
be,TO,O
appointed,VB,O
by,VBN,O
the,IN,O
court,DT,O
in,NN,O
certain,IN,O
cases,JJ,O
nothing,NNS,O
in,NN,O
this,IN,O
chapter,DT,O
shall,NN,O
authorise,MD,O
the,VB,O
court,DT,O
to,NN,O
appoint,TO,O
or,VB,O
declare,CC,O
a,VB,O
guardian,DT,O
of,NN,O
the,IN,O
property,DT,O
of,NN,O
a,IN,O
minor,DT,O
whose,JJ,O
property,WP$,O
is,NN,O
under,VBZ,O
the,IN,O
superintendence,DT,O
of,NN,O
a,IN,O
court,DT,O
of,NN,O
wards,IN,O
or,NNS,O
to,CC,O
appoint,TO,O
or,VB,O
declare,CC,O
a,VB,O
guardian,DT,O
of,NN,O
the,IN,O
person,DT,O
a,NN,O
of,DT,O
a,IN,O
minor,DT,O
who,NN,O
is,WP,O
a,VBZ,O
married,DT,O
female,JJ,B-LEGAL
and,NN,O
whose,CC,O
husband,WP$,O
is,NN,O
not,VBZ,O
in,RB,O
the,IN,O
opinion,DT,O
of,NN,O
court,IN,O
unfit,NN,O
to,NN,O
be,TO,O
guardian,VB,O
of,JJ,O
her,IN,O
person,PRP$,O
or,NN,O
b,CC,O
of,NN,O
a,IN,O
minor,DT,O
whose,JJ,O
father,WP$,B-LEGAL
is,NN,O
living,VBZ,O
and,VBG,O
is,CC,O
not,VBZ,O
in,RB,O
the,IN,O
opinion,DT,O
of,NN,O
the,IN,O
court,DT,O
unfit,NN,O
to,NN,O
be,TO,O
guardian,VB,O
of,JJ,O
the,IN,O
person,DT,O
of,NN,O
the,IN,O
minor,DT,O
or,NN,O
c,CC,O
of,NN,O
a,IN,O
minor,DT,O
whose,JJ,O
property,WP$,O
is,NN,O
under,VBZ,O
the,IN,O
superintendence,DT,O
of,NN,O
a,IN,O
court,DT,O
of,NN,O
wards,IN,O
competent,NNS,O
to,NN,O
appoint,TO,O
a,VB,O
guardian,DT,O
of,NN,O
the,IN,O
person,DT,O
of,NN,O
the,IN,O
minor,DT,O
we,JJ,O
must,PRP,O
immediately,MD,O
underscore,RB,O
the,VB,O
difference,DT,O
in,NN,O
nomenclature,IN,O
ie,NN,O
parents,NN,O
in,NNS,O
section,IN,O
11,NN,O
and,CD,O
father,CC,B-LEGAL
in,RB,O
section,IN,O
19,NN,O
which,CD,O
we,WDT,O
think,PRP,O
will,VBP,O
be,MD,O
perilous,VB,O
to,JJ,O
ignore,TO,O
6,VB,O
it,CD,O
is,PRP,O
contended,VBZ,O
on,VBN,O
behalf,IN,O
of,NN,O
the,IN,O
state,DT,O
that,NN,O
section,WDT,O
11,NN,O
requires,CD,O
a,VBZ,O
notice,DT,O
to,NN,O
be,TO,O
given,VB,O
to,VBN,O
the,TO,O
parents,DT,O
of,NNS,O
a,IN,O
minor,DT,O
before,JJ,O
a,IN,O
guardian,DT,O
is,NN,O
appointed,VBZ,O
and,VBN,O
that,CC,O
as,IN,O
postulated,RB,O
by,VBN,O
section,IN,O
19,NN,O
a,CD,O
guardian,DT,O
cannot,NN,O
be,MD,O
appointed,RB,O
if,VB,O
the,VBN,O
father,IN,B-LEGAL
of,DT,O
the,NN,O
minor,IN,O
is,DT,O
alive,NN,O
and,VBZ,O
is,JJ,O
not,CC,O
in,VBZ,O
the,RB,O
opinion,IN,O
of,DT,O
the,NN,O
court,IN,O
unfit,DT,O
to,NN,O
be,NN,O
the,TO,O
guardian,VB,O
of,DT,O
the,NN,O
child,IN,O
the,DT,O
impugned,NN,O
judgment,DT,O
is,JJ,O
therefore,NN,O
in,VBZ,O
accordance,RB,O
with,IN,O
the,NN,O
act,IN,O
and,DT,O
should,NN,O
be,CC,O
upheld,MD,O
it,VB,O
seems,JJ,O
to,PRP,O
us,VBZ,O
that,TO,O
this,PRP,O
interpretation,IN,O
does,DT,O
not,NN,O
impart,VBZ,O
comprehensive,RB,O
significance,VB,O
to,JJ,O
section,NN,O
7,TO,O
which,NN,O
is,CD,O
the,WDT,O
quintessence,VBZ,O
of,DT,O
the,NN,O
act,IN,O
however,DT,O
before,NN,O
discussing,RB,O
the,IN,O
intendment,VBG,O
and,DT,O
interpretation,NN,O
of,CC,O
the,NN,O
act,IN,O
it,DT,O
would,NN,O
be,PRP,O
helpful,MD,O
to,VB,O
appreciate,JJ,O
the,TO,O
manner,VB,O
in,DT,O
which,NN,O
the,IN,O
same,WDT,O
issue,DT,O
has,JJ,O
been,NN,O
dealt,VBZ,O
with,VBN,O
in,VBN,O
other,IN,O
statutes,IN,O
and,JJ,O
spanning,NNS,O
different,CC,O
legal,VBG,O
systems,JJ,O
across,JJ,O
the,NNS,O
globe,IN,O
7,DT,O
section,NN,O
6b,CD,O
of,NN,O
the,CD,O
hindu,IN,B-LEGAL
minority,DT,B-LEGAL
and,JJ,O
guardianship,NN,B-LEGAL
act,CC,O
1956,NN,O
makes,NN,O
specific,CD,O
provisions,VBZ,O
with,JJ,O
respect,NNS,O
to,IN,O
natural,NN,O
guardians,TO,O
of,JJ,O
illegitimate,NNS,O
children,IN,O
and,JJ,O
in,NNS,O
this,CC,O
regard,IN,O
gives,DT,O
primacy,NN,O
to,VBZ,O
the,NN,O
mother,TO,O
over,DT,O
the,NN,O
father,IN,B-LEGAL
mohammedan,DT,B-LEGAL
law,NN,O
accords,NN,O
the,NN,O
custody,IN,B-LEGAL
of,DT,O
illegitimate,NN,O
children,IN,O
to,JJ,O
the,NNS,O
mother,TO,O
and,DT,O
her,NN,O
relations,CC,O
the,PRP$,O
law,NNS,O
follows,DT,O
the,NN,O
principle,VBZ,O
that,DT,O
the,NN,O
maternity,IN,O
of,DT,O
a,NN,O
child,IN,O
is,DT,O
established,NN,O
in,VBZ,O
the,VBN,O
woman,IN,O
who,DT,O
gives,NN,O
birth,WP,O
to,VBZ,O
it,NN,O
irrespective,TO,O
of,PRP,O
the,JJ,O
lawfulness,IN,O
of,DT,O
her,NN,O
connection,IN,O
with,PRP$,O
the,NN,O
begetter,IN,O
however,DT,O
paternity,NN,O
is,RB,O
inherently,NN,O
nebulous,VBZ,O
especially,RB,O
where,JJ,O
the,RB,O
child,WRB,O
is,DT,O
not,NN,O
an,VBZ,O
offspring,RB,O
of,DT,O
marriage,NN,B-LEGAL
furthermore,IN,O
as,NN,O
per,NN,O
section,IN,O
8,IN,O
