uu,JJ,O
high,JJ,O
court,NN,O
the,DT,O
fact,NN,O
that,IN,O
defendant,JJ,O
bhanaram,NN,O
used,VBN,O
to,TO,O
pay,VB,O
rent,NN,B-LEGAL
of,IN,O
the,DT,O
suit,NN,O
house,NN,O
to,TO,O
the,DT,O
father,NN,O
of,IN,O
the,DT,O
plaintiffs,NNS,O
was,VBD,O
not,RB,O
sufficient,JJ,O
to,TO,O
prove,VB,O
ownership,NN,B-LEGAL
over,IN,O
the,DT,O
suit,NN,O
house,NN,O
especially,RB,O
when,WRB,O
ownership,NN,B-LEGAL
was,VBD,O
under,IN,O
dispute,NN,O
and,CC,O
the,DT,O
plaintiffs,NNS,O
had,VBD,O
not,RB,O
adduced,VBN,O
any,DT,O
evidence,NN,B-LEGAL
to,TO,O
prove,VB,O
the,DT,O
issue,NN,B-LEGAL
of,IN,O
ownership,NN,B-LEGAL
7,CD,O
the,DT,O
aforesaid,JJ,O
judgment,NN,B-LEGAL
of,IN,O
the,DT,O
high,JJ,O
court,NN,O
is,VBZ,O
presently,RB,O
under,IN,O
appeal,NN,B-LEGAL
we,PRP,O
heard,VBD,O
mr,PRP,O
kamal,VB,O
mohan,JJ,O
gupta,NN,O
learned,VBN,O
advocate,NN,O
in,IN,O
support,NN,O
of,IN,O
the,DT,O
quotation,NN,O
and,CC,O
mr,NN,O
ujjal,JJ,O
banerjee,NN,O
learned,VBD,O
advocate,NN,O
for,IN,O
the,DT,O
respondents,NNS,O
relying,VBG,O
on,IN,O
the,DT,O
decision,NN,O
of,IN,O
this,DT,O
court,NN,O
in,IN,O
anar,NN,O
devi,NN,O
smt,NN,O
v,NN,O
nathu,JJ,O
ram,NN,O
manu,NN,O
sc,NN,O
0712,CD,O
1994manu,CD,O
sc,NN,O
0712,CD,O
1994,CD,O
1994,CD,O
4,CD,O
scc,NN,O
250,CD,O
it,PRP,O
was,VBD,O
submitted,VBN,O
by,IN,O
mr,NN,O
gupta,NN,O
learned,VBD,O
advocate,NN,O
that,IN,O
the,DT,O
defendant,NN,O
was,VBD,O
estopped,VBN,O
from,IN,O
questioning,VBG,O
the,DT,O
title,NN,B-LEGAL
of,IN,O
the,DT,O
plaintiffs,NNS,O
and,CC,O
that,IN,O
the,DT,O
high,JJ,O
court,NN,O
was,VBD,O
in,IN,O
error,NN,O
in,IN,O
allowing,VBG,O
the,DT,O
second,JJ,B-LEGAL
appeal,NN,I-LEGAL
mr,NN,O
banerjee,NN,O
learned,VBD,O
advocate,RB,O
supported,VBN,O
the,DT,O
view,NN,O
taken,VBN,O
by,IN,O
the,DT,O
high,JJ,O
court,NN,O
and,CC,O
submitted,VBD,O
that,IN,O
no,DT,O
evidence,NN,B-LEGAL
whatsoever,RB,O
was,VBD,O
led,VBN,O
to,TO,O
prove,VB,O
ownership,NN,B-LEGAL
of,IN,O
the,DT,O
suit,NN,O
house,NN,O
which,WDT,O
was,VBD,O
necessary,JJ,O
in,IN,O
view,NN,O
of,IN,O
section,NN,O
121e,CD,O
of,IN,O
the,DT,O
act,NN,O
8,CD,O
the,DT,O
relevant,JJ,O
provision,NN,O
namely,RB,O
section,NN,O
121e,CD,O
of,IN,O
the,DT,O
act,NN,O
is,VBZ,O
as,IN,O
under,IN,O
12,CD,O
restriction,NN,B-LEGAL
on,IN,O
eviction,NN,B-LEGAL
of,IN,O
tenants,NNS,O
1,CD,O
notwithstanding,VBG,O
anything,NN,O
to,TO,O
the,DT,O
contrary,JJ,B-LEGAL
contained,VBN,O
in,IN,O
any,DT,O
other,JJ,O
law,NN,O
or,CC,O
contract,NN,B-LEGAL
no,DT,O
suit,NN,O
shall,MD,O
be,VB,O
filed,VBN,O
in,IN,O
any,DT,O
civil,JJ,B-LEGAL
court,NN,I-LEGAL
against,IN,O
a,DT,O
tenant,NN,B-LEGAL
for,IN,O
his,PRP$,O
eviction,NN,B-LEGAL
from,IN,O
any,DT,O
accommodation,NN,B-LEGAL
except,IN,O
on,IN,O
one,CD,O
or,CC,O
more,JJR,O
of,IN,O
the,DT,O
following,VBG,O
grounds,NNS,O
only,RB,O
namely,RB,O
e,VBZ,O
that,IN,O
the,DT,O
accommodation,NN,B-LEGAL
let,NN,O
for,IN,O
residential,JJ,B-LEGAL
purpose,NN,I-LEGAL
is,VBZ,O
required,VBN,O
bona,JJ,B-LEGAL
fide,NN,I-LEGAL
by,IN,O
the,DT,O
landlord,NN,B-LEGAL
for,IN,O
occupation,NN,B-LEGAL
as,IN,O
a,DT,O
residence,NN,B-LEGAL
for,IN,O
himself,PRP,O
or,CC,O
for,IN,O
any,DT,O
member,NN,B-LEGAL
of,IN,O
his,PRP$,O
family,NN,B-LEGAL
if,IN,O
he,PRP,O
is,VBZ,O
the,DT,O
owner,NN,B-LEGAL
thereof,NN,O
or,CC,O
for,IN,O
any,DT,O
person,NN,O
for,IN,O
whose,WP$,O
benefit,NN,O
the,DT,O
accommodation,NN,B-LEGAL
is,VBZ,O
held,VBN,O
and,CC,O
that,IN,O
the,DT,O
landlord,NN,B-LEGAL
or,CC,O
such,JJ,O
person,NN,O
has,VBZ,O
no,DT,O
other,JJ,O
reasonably,RB,O
suitable,JJ,O
residential,JJ,O
accommodation,NN,B-LEGAL
of,IN,O
his,PRP$,O
own,JJ,O
in,IN,O
his,PRP$,O
occupation,NN,B-LEGAL
in,IN,O
the,DT,O
city,NN,O
or,CC,O
town,NN,O
concerned,JJ,O
9,CD,O
in,IN,O
anar,NN,O
devi,NN,O
s,NN,O
case,NN,B-LEGAL
the,DT,O
provision,NN,O
which,WDT,O
came,VBD,O
up,RP,O
for,IN,O
consideration,NN,B-LEGAL
was,VBD,O
section,NN,O
23,CD,O
ab,NN,O
of,IN,O
mp,JJ,O
accommodation,NN,B-LEGAL
control,NN,O
act,NN,O
which,WDT,O
was,VBD,O
as,IN,O
under,IN,O
23,CD,O
a,DT,O
special,JJ,O
provisions,NNS,O
for,IN,O
eviction,NN,B-LEGAL
of,IN,I-LEGAL
tenant,NN,I-LEGAL
on,IN,O
ground,NN,B-LEGAL
of,IN,O
bona,NN,B-LEGAL
fide,JJ,I-LEGAL
requirement,NN,I-LEGAL
notwithstanding,VBG,O
anything,NN,O
contained,VBN,O
in,IN,O
any,DT,O
other,JJ,O
law,NN,O
for,IN,O
the,DT,O
time,NN,O
being,VBG,O
in,IN,O
force,NN,O
or,CC,O
contract,NN,B-LEGAL
to,TO,I-LEGAL
the,DT,I-LEGAL
contrary,JJ,I-LEGAL
a,DT,O
landlord,NN,B-LEGAL
may,MD,O
submit,VB,O
an,DT,O
application,NN,O
signed,VBD,O
and,CC,O
verified,VBD,O
in,IN,O
a,DT,O
manner,NN,O
provided,VBN,O
in,IN,O
rules,NNS,O
14,CD,O
and,CC,O
15,CD,O
of,IN,O
order,NN,O
vi,NN,O
of,IN,O
the,DT,O
first,JJ,O
schedule,NN,O
to,TO,O
the,DT,O
code,NN,O
of,IN,O
civil,JJ,O
procedure,NN,B-LEGAL
1908,CD,O
v,NN,O
of,IN,O
1908,CD,O
as,IN,O
if,IN,O
it,PRP,O
were,VBD,O
a,DT,O
plaint,NN,B-LEGAL
to,TO,O
the,DT,O
rent,NN,B-LEGAL
controlling,VBG,O
authority,NN,O
on,IN,O
one,CD,O
or,CC,O
more,JJR,O
of,IN,O
the,DT,O
following,JJ,O
grounds,NNS,O
for,IN,O
an,DT,O
order,NN,O
directing,VBG,O
the,DT,O
tenant,NN,B-LEGAL
to,TO,O
put,VB,O
the,DT,O
landlord,NN,B-LEGAL
in,IN,O
possession,NN,B-LEGAL
of,IN,O
the,DT,O
accommodation,NN,B-LEGAL
namely,RB,O
a,DT,O
explanation,NN,O
b,NN,O
that,IN,O
the,DT,O
accommodation,NN,B-LEGAL
let,NN,O
for,IN,O
non,JJ,O
residential,JJ,B-LEGAL
purpose,NN,I-LEGAL
of,IN,O
continuing,VBG,O
or,CC,O
starting,VBG,O
his,PRP$,O
business,NN,O
or,CC,O
that,IN,O
of,IN,O
any,DT,O
of,IN,O
his,PRP$,O
major,JJ,O
sons,NNS,O
or,CC,O
unmarried,JJ,O
daughters,NNS,O
if,IN,O
he,PRP,O
is,VBZ,O
the,DT,O
owner,NN,B-LEGAL
thereof,NN,O
or,CC,O
for,IN,O
any,DT,O
person,NN,O
for,IN,O
whose,WP$,O
benefit,NN,O
the,DT,O
accommodation,NN,B-LEGAL
is,VBZ,O
held,VBN,O
and,CC,O
that,IN,O
the,DT,O
landlord,NN,B-LEGAL
or,CC,O
such,JJ,O
person,NN,O
has,VBZ,O
no,DT,O
other,JJ,O
reasonably,RB,O
suitable,JJ,O
non,JJ,O
residential,JJ,O
accommodation,NN,B-LEGAL
of,IN,O
his,PRP$,O
own,JJ,O
in,IN,O
his,PRP$,O
occupation,NN,B-LEGAL
in,IN,O
the,DT,O
city,NN,O
or,CC,O
town,NN,O
concerned,JJ,O
10,CD,O
the,DT,O
relevant,JJ,O
provision,NN,O
in,IN,O
the,DT,O
instant,JJ,O
case,NN,B-LEGAL
namely,RB,O
section,NN,O
121e,CD,O
of,IN,O
the,DT,O
act,NN,O
is,VBZ,O
pari,JJ,O
materia,NNS,O
with,IN,O
section,NN,O
23,CD,O
ab,NN,O
which,WDT,O
was,VBD,O
considered,VBN,O
in,IN,O
anar,JJ,O
devi,NN,O
s,NN,O
case,NN,B-LEGAL
the,DT,O
expression,NN,O
if,IN,O
he,PRP,O
is,VBZ,O
the,DT,O
owner,NN,B-LEGAL
thereof,NN,O
is,VBZ,O
common,JJ,O
and,CC,O
identically,RB,O
placed,VBD,O
para,JJ,O
18,CD,O
of,IN,O
the,DT,O
decision,NN,O
in,IN,O
anar,JJ,O
devi,NN,O
s,NN,O
case,NN,B-LEGAL
discloses,VBZ,O
that,IN,O
the,DT,O
respondent,NN,O
tenant,NN,B-LEGAL
had,VBD,O
acknowledged,VBN,O
the,DT,O
ownership,NN,B-LEGAL
of,IN,O
the,DT,O
accommodation,NN,B-LEGAL
as,IN,O
that,DT,O
of,IN,O
the,DT,O
appellant,NN,O
and,CC,O
had,VBD,O
regarded,VBN,O
her,PRP,O
as,IN,O
the,DT,O
landlord,NN,B-LEGAL
in,IN,O
his,PRP$,O
counter,NN,O
notice,NN,B-LEGAL
in,IN,O
the,DT,O
circumstances,NNS,O
it,PRP,O
was,VBD,O
held,VBN,O
that,IN,O
the,DT,O
respondent,NN,O
was,VBD,O
not,RB,O
entitled,VBN,O
to,TO,O
deny,VB,O
the,DT,O
title,NN,B-LEGAL
of,IN,O
the,DT,O
appellant,NN,O
to,TO,O
the,DT,O
accommodation,NN,B-LEGAL
during,IN,O
the,DT,O
course,NN,O
of,IN,O
its,PRP$,O
judgment,NN,B-LEGAL
this,DT,O
court,NN,O
dealt,NN,O
with,IN,O
tenant,JJ,B-LEGAL
s,NN,O
estoppel,NN,B-LEGAL
as,IN,O
statutorily,RB,O
recognized,VBN,O
in,IN,O
section,NN,O
116,CD,O
of,IN,O
the,DT,O
evidence,NN,B-LEGAL
act,NN,I-LEGAL
and,CC,O
observed,VBD,O
as,IN,O
under,IN,O
10,CD,O
since,IN,O
the,DT,O
doctrine,NN,O
of,IN,O
tenant,JJ,B-LEGAL
s,NN,O
estoppel,NN,B-LEGAL
could,MD,O
throw,VB,O
light,NN,O
on,IN,O
the,DT,O
question,NN,O
as,IN,O
to,TO,O
what,WP,O
can,MD,O
make,VB,O
a,DT,O
landlord,NN,B-LEGAL
to,TO,O
succeed,VB,O
in,IN,O
enforcing,VBG,O
his,PRP$,O
right,NN,B-LEGAL
to,TO,I-LEGAL
recover,VB,I-LEGAL
possession,NN,I-LEGAL
of,IN,O
accommodation,NN,B-LEGAL
from,IN,O
a,DT,O
tenant,NN,B-LEGAL
under,IN,O
clause,NN,O
b,NN,O
of,IN,O
section,NN,O
23a,CD,O
of,IN,O
the,DT,O
act,NN,O
it,PRP,O
would,MD,O
be,VB,O
advantageous,JJ,O
to,TO,O
refer,VB,O
to,TO,O
its,PRP$,O
scope,NN,O
and,CC,O
applicability,NN,B-LEGAL
before,IN,O
taking,VBG,O
it,PRP,O
up,RP,O
for,IN,O
our,PRP$,O
consideration,NN,B-LEGAL
11,CD,O
doctrine,NN,O
of,IN,O
tenant,JJ,B-LEGAL
s,NN,O
estoppel,NN,B-LEGAL
which,WDT,O
governs,VBZ,O
the,DT,O
relationship,NN,B-LEGAL
of,IN,O
landlord,NN,B-LEGAL
and,CC,I-LEGAL
tenant,NN,I-LEGAL
is,VBZ,O
founded,VBN,O
on,IN,O
a,DT,O
contract,NN,B-LEGAL
of,IN,I-LEGAL
tenancy,NN,I-LEGAL
entered,VBN,O
into,IN,O
by,IN,O
them,PRP,O
is,VBZ,O
well,RB,O
settled,JJ,O
jessel,NN,O
mr,NN,O
who,WP,O
adverted,VBD,O
to,TO,O
that,DT,O
doctrine,NN,O
in,IN,O
stringer,NN,O
s,JJ,O
estate,NN,B-LEGAL
shaw,NN,O
v,NN,O
jones,NNS,O
ford,VBP,O
lr,VBZ,O
6,CD,O
ch,NN,O
d,VBD,O
1,CD,O
37,CD,O
lt,NN,O
233,CD,O
explains,VBZ,O
it,PRP,O
thus,RB,O
where,WRB,O
a,DT,O
man,NN,O
having,VBG,O
no,DT,O
title,NN,B-LEGAL
obtains,VBZ,O
possession,NN,B-LEGAL
of,IN,O
land,NN,B-LEGAL
under,IN,O
a,DT,O
demise,NN,O
by,IN,O
a,DT,O
man,NN,O
in,IN,O
possession,NN,B-LEGAL
who,WP,O
assumes,VBZ,O
to,TO,O
give,VB,O
him,PRP,O
a,DT,O
title,NN,B-LEGAL
as,IN,O
tenant,NN,B-LEGAL
he,PRP,O
cannot,MD,O
deny,RB,O
his,VB,O
landlord,PRP$,B-LEGAL
s,NN,O
title,VBZ,B-LEGAL
as,NN,O
for,IN,O
instance,IN,O
if,NN,O
he,IN,O
takes,PRP,O
for,VBZ,O
twenty,IN,O
one,NN,O
years,CD,O
and,NNS,O
he,CC,O
finds,PRP,O
that,VBZ,O
the,IN,O
landlord,DT,B-LEGAL
has,NN,O
only,VBZ,O
five,RB,O
years,CD,O
title,NNS,B-LEGAL
he,IN,O
cannot,PRP,O
after,MD,O
five,RB,O
years,IN,O
set,CD,O
up,NNS,O
against,VBD,O
the,RP,O
landlord,IN,B-LEGAL
the,DT,O
jus,NN,O
tertii,DT,O
though,NN,O
of,NN,O
course,IN,O
the,IN,O
real,NN,O
owner,DT,B-LEGAL
can,JJ,O
always,NN,O
recover,MD,O
against,RB,O
him,VB,O
that,IN,O
is,PRP,O
a,DT,O
perfectly,VBZ,O
intelligible,DT,O
doctrine,RB,O
he,JJ,O
took,NN,O
possession,PRP,B-LEGAL
under,VBD,O
a,NN,O
contract,IN,B-LEGAL
to,DT,O
pay,NN,O
rent,TO,B-LEGAL
so,VB,O
long,NN,O
as,RB,O
he,RB,O
held,IN,O
possession,PRP,B-LEGAL
under,VBD,O
the,NN,O
landlord,IN,B-LEGAL
and,DT,O
to,NN,O
give,CC,O
it,TO,O
up,VB,O
at,PRP,O
the,RP,O
end,IN,O
of,DT,O
the,NN,O
term,IN,O
to,DT,O
the,NN,O
landlord,TO,B-LEGAL
and,DT,O
having,NN,O
taken,CC,O
it,VBG,O
in,VBN,O
that,PRP,O
way,IN,O
he,DT,O
is,NN,O
not,PRP,O
allowed,VBZ,O
to,RB,O
say,VBN,O
that,TO,O
the,VB,O
man,IN,O
whose,DT,O
title,NN,B-LEGAL
he,WP$,O
admits,NN,O
and,PRP,O
under,VBZ,O
whose,CC,O
title,IN,B-LEGAL
he,WP$,O
took,NN,O
possession,PRP,B-LEGAL
has,VBD,O
not,NN,O
a,VBZ,O
title,RB,B-LEGAL
that,DT,O
is,NN,O
a,WDT,O
well,VBZ,O
established,DT,O
doctrine,RB,O
that,VBN,O
is,NN,O
estoppel,WDT,B-LEGAL
by,VBZ,O
contract,VBN,B-LEGAL
12,IN,O
indeed,NN,O
the,CD,O
said,RB,O
doctrine,DT,O
of,VBD,O
tenant,NN,B-LEGAL
s,IN,O
estoppel,JJ,B-LEGAL
finds,NN,O
statutory,VB,B-LEGAL
recognition,VBZ,I-LEGAL
in,JJ,O
section,NN,O
116,IN,O
of,NN,O
the,CD,O
indian,IN,O
evidence,DT,B-LEGAL
act,JJ,I-LEGAL
1872,NN,O
for,NN,O
short,CD,O
the,IN,O
evidence,JJ,B-LEGAL
act,DT,I-LEGAL
in,NN,O
that,NN,O
it,IN,O
states,DT,O
that,PRP,O
no,VBZ,O
tenant,IN,B-LEGAL
of,DT,O
immovable,NN,B-LEGAL
property,IN,I-LEGAL
or,JJ,O
person,NN,O
claiming,CC,O
through,NN,O
such,VBG,O
tenant,IN,B-LEGAL
shall,JJ,O
during,JJ,O
the,MD,O
continuance,IN,O
of,DT,O
the,NN,O
tenancy,IN,B-LEGAL
be,DT,O
permitted,NN,O
to,VB,O
deny,VBN,O
that,TO,O
the,VB,O
landlord,IN,B-LEGAL
of,DT,O
such,NN,O
tenant,IN,B-LEGAL
had,JJ,O
at,NN,O
the,VBD,O
beginning,IN,O
of,DT,O
the,NN,O
tenancy,IN,B-LEGAL
a,DT,O
title,NN,B-LEGAL
to,DT,O
such,NN,O
immovable,TO,B-LEGAL
property,JJ,I-LEGAL
13,JJ,O
this,NN,O
court,CD,O
in,DT,O
sri,NN,O
ram,IN,O
pasricha,JJ,O
v,NN,O
jagannath,NN,O
manu,FW,O
sc,NN,O
0473,NN,O
1976manu,NN,O
sc,CD,O
0473,CD,O
1976,NN,O
1976,CD,O
4,CD,O
scc,CD,O
184,CD,O
has,NN,O
also,CD,O
ruled,VBZ,O
that,RB,O
in,VBN,O
