v,NN,O
the,DT,O
deceased,JJ,O
persuaded,VBD,O
her,PRP,O
to,TO,O
compromise,VB,O
with,IN,O
her,PRP,O
in,IN,O
laws,NNS,O
and,CC,O
sent,VBD,O
her,PRP$,O
back,NN,O
to,TO,O
her,PRP$,O
matrimonial,JJ,O
home,NN,O
thereafter,RB,O
the,DT,O
deceased,VBN,O
was,VBD,O
kept,VBN,O
well,RB,O
for,IN,O
a,DT,O
month,NN,O
but,CC,O
she,PRP,O
was,VBD,O
later,RB,O
allegedly,RB,O
beaten,VB,O
up,RP,O
and,CC,O
driven,VB,O
out,JJR,O
of,IN,O
her,PRP$,O
matrimonial,JJ,O
home,NN,O
a,DT,O
case,NN,O
was,VBD,O
registered,VBN,O
against,IN,O
them,PRP,O
before,IN,O
the,DT,O
amreli,JJ,O
nari,NN,O
surakhsha,NN,O
gruh,NN,O
after,IN,O
2,CD,O
months,NNS,O
the,DT,O
husband,NN,O
and,CC,O
the,DT,O
father,NN,O
in,IN,O
law,NN,O
of,IN,O
the,DT,O
deceased,JJ,O
brought,VBD,O
her,PRP$,O
back,NN,O
after,IN,O
making,VBG,O
a,DT,O
settlement,NN,O
after,IN,O
a,DT,O
month,NN,O
of,IN,O
her,PRP$,O
return,NN,O
to,TO,O
her,PRP$,O
matrimonial,JJ,O
home,NN,O
the,DT,O
deceased,VBN,O
was,VBD,O
again,RB,O
allegedly,RB,O
beaten,VB,O
up,RP,O
and,CC,O
thrown,VB,O
out,RB,O
of,IN,O
her,PRP$,O
home,NN,O
the,DT,O
deceased,VBN,O
then,RB,O
filed,VBD,O
a,DT,O
complaint,NN,O
against,IN,O
her,PRP$,O
in,IN,O
laws,NNS,O
before,IN,O
the,DT,O
babra,NN,O
police,NN,O
station,NN,O
and,CC,O
a,DT,O
maintenance,NN,O
application,NN,O
was,VBD,O
filed,VBN,O
before,IN,O
the,DT,O
babra,NN,O
court,NN,O
the,DT,O
husband,NN,O
of,IN,O
the,DT,O
deceased,JJ,O
brought,VBD,O
her,PRP$,O
back,NN,O
home,NN,O
again,RB,O
after,IN,O
making,VBG,O
a,DT,O
settlement,NN,O
before,IN,O
the,DT,O
court,NN,O
but,CC,O
she,PRP,O
was,VBD,O
again,RB,O
allegedly,RB,O
beaten,VBN,O
up,RP,O
by,IN,O
her,PRP$,O
in,IN,O
laws,NNS,O
against,IN,O
which,WDT,O
she,PRP,O
filed,VBD,O
a,DT,O
case,NN,O
before,IN,O
the,DT,O
amreli,JJ,O
mahila,NN,O
vikas,NN,O
gruh,NN,O
where,WRB,O
her,PRP$,O
maintenance,NN,O
was,VBD,O
fixed,VBN,O
at,IN,O
rs,NN,O
1,CD,O
000,CD,O
pm,NN,O
but,CC,O
the,DT,O
same,JJ,O
was,VBD,O
not,RB,O
paid,VBN,O
by,IN,O
her,PRP$,O
husband,NN,O
5,CD,O
the,DT,O
deceased,VBN,O
then,RB,O
stayed,VBN,O
at,IN,O
the,DT,O
gondal,NN,O
bala,NN,O
ashram,JJ,O
orphanage,NN,O
and,CC,O
from,IN,O
there,RB,O
she,PRP,O
again,RB,O
went,VBD,O
back,RB,O
to,TO,O
her,PRP$,O
in,IN,O
laws,NNS,O
place,VBP,O
at,IN,O
kodinar,NN,O
to,TO,O
meet,VB,O
her,PRP$,O
daughter,NN,O
whose,WP$,O
custody,NN,O
was,VBD,O
with,IN,O
her,PRP$,O
husband,NN,O
as,IN,O
part,NN,O
of,IN,O
a,DT,O
compromise,NN,O
between,IN,O
herself,NN,O
and,CC,O
the,DT,O
accused,VBN,O
it,PRP,O
is,VBZ,O
further,RBR,O
the,DT,O
case,NN,O
of,IN,O
the,DT,O
prosecution,NN,O
that,IN,O
on,IN,O
12112006,CD,O
at,IN,O
about,IN,O
1130,CD,O
hours,NNS,O
when,WRB,O
the,DT,O
complainant,NN,O
was,VBD,O
on,IN,O
his,PRP$,O
way,NN,O
to,TO,O
work,VB,O
he,PRP,O
received,VBD,O
an,DT,O
information,NN,O
that,IN,O
the,DT,O
deceased,VBN,O
had,VBD,O
consumed,VBN,O
poison,NN,O
and,CC,O
later,RB,O
came,VBD,O
to,TO,O
know,VB,O
through,IN,O
his,PRP$,O
daughter,NN,O
that,IN,O
the,DT,O
deceased,VBN,O
had,VBD,O
passed,VBN,O
away,RB,O
6,CD,O
the,DT,O
complainant,NN,O
then,RB,O
filed,VBD,O
a,DT,O
complaint,NN,O
being,VBG,O
icr,JJ,O
no,DT,O
172,CD,O
of,IN,O
2006,CD,O
before,IN,O
the,DT,O
kodinar,NN,O
police,NN,O
station,NN,O
against,IN,O
the,DT,O
appellants,NNS,O
and,CC,O
the,DT,O
husband,NN,O
of,IN,O
the,DT,O
deceased,JJ,O
thereafter,NN,O
further,JJ,O
investigation,NN,O
was,VBD,O
carried,VBN,O
out,RP,O
the,DT,O
panchanama,NN,O
of,IN,O
the,DT,O
scene,NN,O
was,VBD,O
drawn,VBN,O
the,DT,O
statements,NNS,O
of,IN,O
the,DT,O
witnesses,NNS,O
were,VBD,O
recorded,VBN,O
and,CC,O
the,DT,O
accused,VBN,O
were,VBD,O
arrested,VBN,O
7,CD,O
the,DT,O
learned,VBN,O
trial,NN,O
court,NN,O
after,IN,O
recording,VBG,O
the,DT,O
evidence,NN,O
of,IN,O
prosecution,NN,O
witnesses,NNS,O
and,CC,O
on,IN,O
perusal,NN,O
of,IN,O
the,DT,O
dying,VBG,B-LEGAL
declaration,NN,I-LEGAL
of,IN,O
the,DT,O
deceased,JJ,O
and,CC,O
on,IN,O
consideration,NN,O
of,IN,O
the,DT,O
same,JJ,O
convicted,VBN,O
and,CC,O
sentenced,VBN,O
the,DT,O
present,JJ,O
appellants,NNS,O
and,CC,O
the,DT,O
husband,NN,O
of,IN,O
the,DT,O
deceased,VBN,O
for,IN,O
the,DT,O
offences,NNS,O
punishable,JJ,O
under,IN,O
sections,NNS,O
498a,CD,O
and,CC,O
306,CD,O
read,NN,O
with,IN,O
section,NN,O
114,CD,O
of,IN,O
indian,JJ,O
penal,JJ,O
code,NN,O
the,DT,O
accused,VBN,O
were,VBD,O
to,TO,O
undergo,VB,O
3,CD,O
years,NNS,O
of,IN,O
rigorous,JJ,B-LEGAL
imprisonment,NN,I-LEGAL
with,IN,O
a,DT,O
fine,NN,O
of,IN,O
rs,NN,O
5000,CD,O
and,CC,O
in,IN,O
default,NN,O
further,RB,O
simple,JJ,O
imprisonment,NN,O
of,IN,O
six,CD,O
months,NNS,O
for,IN,O
the,DT,O
offences,NNS,O
punishable,JJ,O
under,IN,O
sections,NNS,O
498a,CD,O
and,CC,O
114,CD,O
of,IN,O
the,DT,O
indian,JJ,O
penal,JJ,O
code,NN,O
for,IN,O
offences,NNS,O
punishable,JJ,O
under,IN,O
sections,NNS,O
306,CD,O
and,CC,O
114,CD,O
of,IN,O
the,DT,O
indian,JJ,O
penal,JJ,O
code,NN,O
the,DT,O
accused,VBN,O
were,VBD,O
ordered,VBN,O
to,TO,O
undergo,VB,O
10,CD,O
years,NNS,O
rigorous,JJ,B-LEGAL
imprisonment,NN,I-LEGAL
with,IN,O
a,DT,O
fine,NN,O
of,IN,O
rs,NN,O
12,CD,O
000,CD,O
each,DT,O
and,CC,O
in,IN,O
default,NN,O
further,RB,O
simple,JJ,O
imprisonment,NN,O
of,IN,O
one,CD,O
year,NN,O
the,DT,O
accused,VBN,O
were,VBD,O
acquitted,VBN,O
for,IN,O
the,DT,O
offences,NNS,O
punishable,JJ,O
under,IN,O
section,NN,O
304b,CD,O
read,NN,O
with,IN,O
section,NN,O
114,CD,O
of,IN,O
the,DT,O
indian,JJ,O
penal,JJ,O
code,NN,O
and,CC,O
section,NN,O
4,CD,O
of,IN,O
the,DT,O
dowry,NN,O
prohibition,NN,O
act,NN,O
1961,CD,O
8,CD,O
being,VBG,O
aggrieved,VBN,O
by,IN,O
the,DT,O
same,JJ,O
the,DT,O
accused,VBN,O
filed,VBD,O
an,DT,O
appeal,NN,O
before,IN,O
the,DT,O
high,JJ,O
court,NN,O
of,IN,O
gujarat,NN,O
which,WDT,O
dismissed,VBD,O
the,DT,O
same,JJ,O
holding,NN,O
that,IN,O
it,PRP,O
has,VBZ,O
been,VBN,O
well,RB,O
established,VBN,O
that,IN,O
the,DT,O
accused,VBN,O
have,VBP,O
instigated,VBN,O
the,DT,O
deceased,JJ,O
and,CC,O
thereby,RB,O
they,PRP,O
abetted,VBD,O
the,DT,O
deceased,VBN,O
in,IN,O
committing,VBG,O
suicide,PDT,O
the,DT,O
high,JJ,O
court,NN,O
further,RBR,O
held,VBD,O
that,IN,O
the,DT,O
accused,VBN,O
and,CC,O
his,PRP$,O
family,NN,O
members,NNS,O
caused,VBD,O
mental,JJ,O
and,CC,O
physical,JJ,O
cruelty,NN,O
and,CC,O
therefore,RB,O
the,DT,O
deceased,VBN,O
was,VBD,O
put,VBN,O
in,IN,O
a,DT,O
critical,JJ,O
condition,NN,O
and,CC,O
consumed,VBD,O
poison,NN,O
and,CC,O
ended,VBD,O
her,PRP$,O
life,NN,O
it,PRP,O
further,JJ,O
held,VBD,O
that,IN,O
on,IN,O
perusal,NN,O
of,IN,O
the,DT,O
findings,NNS,O
recorded,VBN,O
by,IN,O
the,DT,O
trial,NN,O
court,NN,O
it,PRP,O
was,VBD,O
impossible,JJ,O
that,IN,O
the,DT,O
deceased,VBN,O
could,MD,O
have,VB,O
consumed,VBN,O
poison,NN,O
by,IN,O
mistake,NN,O
and,CC,O
therefore,RB,O
the,DT,O
learned,JJ,O
trial,NN,O
court,NN,O
has,VBZ,O
rightly,RB,O
convicted,VBN,O
the,DT,O
accused,VBN,O
as,IN,O
they,PRP,O
are,VBP,O
guilty,JJ,O
of,IN,O
the,DT,O
above,NN,O
mentioned,VBD,O
offences,VBZ,O
the,DT,O
high,JJ,O
court,NN,O
has,VBZ,O
thus,RB,O
upheld,VBN,O
the,DT,O
order,NN,O
of,IN,O
conviction,NN,O
and,CC,O
sentence,NN,O
passed,VBN,O
by,IN,O
the,DT,O
trial,NN,O
court,NN,O
against,IN,O
all,PDT,O
the,DT,O
accused,JJ,O
persons,NNS,O
it,PRP,O
is,VBZ,O
stated,VBN,O
that,IN,O
the,DT,O
husband,NN,O
of,IN,O
the,DT,O
deceased,VBN,O
has,VBZ,O
already,RB,O
undergone,JJ,O
the,DT,O
period,NN,O
of,IN,O
sentences,NNS,O
passed,VBN,O
against,IN,O
him,PRP,O
and,CC,O
has,VBZ,O
been,VBN,O
released,VBN,O
from,IN,O
jail,NN,O
the,DT,O
present,JJ,O
appeal,NN,O
has,VBZ,O
been,VBN,O
filed,VBN,O
by,IN,O
the,DT,O
appellants,NNS,O
the,DT,O
mother,NN,O
in,IN,O
law,NN,O
and,CC,O
the,DT,O
sister,NN,O
in,IN,O
law,NN,O
of,IN,O
the,DT,O
deceased,JJ,O
praying,NN,O
to,TO,O
set,VB,O
aside,RP,O
their,PRP$,O
conviction,NN,O
and,CC,O
sentence,NN,O
and,CC,O
for,IN,O
their,PRP$,O
enlargement,NN,O
on,IN,O
bail,NN,O
9,CD,O
it,PRP,O
has,VBZ,O
been,VBN,O
contended,VBN,O
by,IN,O
the,DT,O
learned,JJ,O
counsel,NN,O
on,IN,O
behalf,NN,O
of,IN,O
the,DT,O
appellants,NNS,O
that,IN,O
the,DT,O
guilt,NN,O
or,CC,O
even,RB,O
the,DT,O
involvement,NN,O
of,IN,O
the,DT,O
appellants,NNS,O
in,IN,O
the,DT,O
commission,NN,B-LEGAL
of,IN,I-LEGAL
the,DT,I-LEGAL
offence,NN,I-LEGAL
has,VBZ,O
not,RB,O
been,VBN,O
rightly,RB,O
pointed,VBN,O
out,RP,O
by,IN,O
the,DT,O
courts,NNS,O
below,IN,O
as,IN,O
there,EX,O
are,VBP,O
no,DT,O
independent,JJ,O
evidence,NN,O
witnesses,NNS,O
against,IN,O
them,PRP,O
thus,RB,O
the,DT,O
case,NN,O
against,IN,O
the,DT,O
appellants,NNS,O
has,VBZ,O
not,RB,O
been,VBN,O
proved,VBN,O
beyond,IN,O
reasonable,JJ,B-LEGAL
doubt,NN,I-LEGAL
10,CD,O
it,PRP,O
has,VBZ,O
been,VBN,O
further,RB,O
contended,VBN,O
by,IN,O
him,PRP,O
that,IN,O
the,DT,O
trial,NN,O
court,NN,O
did,VBD,O
not,RB,O
find,VB,O
any,DT,O
incriminating,JJ,O
material,NN,O
evidence,NN,O
against,IN,O
the,DT,O
accused,VBN,O
so,RB,O
as,IN,O
to,TO,O
punish,VB,O
them,PRP,O
under,IN,O
the,DT,O
aforementioned,JJ,O
offences,NNS,O
in,IN,O
the,DT,O
present,JJ,O
matter,NN,O
the,DT,O
only,JJ,O
evidence,NN,O
adduced,VBD,O
before,IN,O
the,DT,O
courts,NNS,O
below,IN,O
was,VBD,O
the,DT,O
deposition,NN,O
of,IN,O
the,DT,O
relatives,NNS,O
of,IN,O
the,DT,O
deceased,JJ,O
and,CC,O
no,DT,O
independent,JJ,O
witnesses,NNS,O
were,VBD,O
examined,VBN,O
he,PRP,O
has,VBZ,O
further,RB,O
submitted,VBN,O
that,IN,O
as,IN,O
per,IN,O
the,DT,O
provisions,NNS,O
under,IN,O
section,NN,O
113a,CD,O
of,IN,O
the,DT,O
indian,JJ,O
evidence,NN,O
act,NN,O
1872,CD,O
the,DT,O
abetment,NN,B-LEGAL
on,IN,O
the,DT,O
part,NN,O
of,IN,O
the,DT,O
accused,VBN,O
has,VBZ,O
not,RB,O
been,VBN,O
proved,VBN,O
by,IN,O
the,DT,O
prosecution,NN,O
11,CD,O
he,PRP,O
has,VBZ,O
further,RB,O
contended,VBN,O
that,IN,O
the,DT,O
courts,NNS,O
below,RB,O
have,VBP,O
not,RB,O
considered,VBN,O
the,DT,O
dying,VBG,B-LEGAL
declaration,NN,I-LEGAL
of,IN,O
the,DT,O
deceased,JJ,O
and,CC,O
the,DT,O
deposition,NN,O
made,VBN,O
by,IN,O
the,DT,O
doctor,NN,O
who,WP,O
had,VBD,O
examined,VBN,O
her,PRP$,O
that,WDT,O
were,VBD,O
recorded,VBN,O
by,IN,O
the,DT,O
executive,NN,O
magistrate,NN,O
do,VBP,O
not,RB,O
mention,VB,O
any,DT,O
allegation,NN,O
against,IN,O
the,DT,O
accused,JJ,O
12,CD,O
on,IN,O
the,DT,O
other,JJ,O
hand,NN,O
it,PRP,O
has,VBZ,O
been,VBN,O
contended,VBN,O
by,IN,O
ms,NN,O
hemantika,NN,O
wahi,VBD,O
the,DT,O
learned,JJ,O
counsel,NN,O
on,IN,O
behalf,NN,O
of,IN,O
the,DT,O
respondent,NN,O
that,IN,O
the,DT,O
trial,NN,O
court,NN,O
and,CC,O
the,DT,O
high,JJ,O
court,NN,O
after,IN,O
appreciating,VBG,O
the,DT,O
evidence,NN,O
on,IN,O
record,NN,O
and,CC,O
the,DT,O
submissions,NNS,O
made,VBN,O
on,IN,O
behalf,NN,O
of,IN,O
the,DT,O
parties,NNS,O
have,VBP,O
rightly,RB,O
convicted,VBN,O
and,CC,O
sentenced,VBN,O
the,DT,O
accused,VBN,O
for,IN,O
the,DT,O
afore,NN,O
mentioned,VBD,O
offences,NNS,O
13,CD,O
she,PRP,O
has,VBZ,O
submitted,VBN,O
that,IN,O
the,DT,O
ingredients,NNS,O
under,IN,O
sections,NNS,O
498a,CD,O
306,CD,O
and,CC,O
304b,CD,O
of,IN,O
indian,JJ,O
penal,JJ,O
code,NN,O
are,VBP,O
established,VBN,O
beyond,IN,O
all,DT,O
reasonable,JJ,B-LEGAL
doubt,NN,I-LEGAL
against,IN,O
the,DT,O
accused,JJ,O
she,PRP,O
has,VBZ,O
further,RB,O
submitted,VBN,O
that,IN,O
from,IN,O
the,DT,O
evidence,NN,O
of,IN,O
the,DT,O
witnesses,NNS,O
it,PRP,O
has,VBZ,O
been,VBN,O
clearly,RB,O
established,VBN,O
that,IN,O
the,DT,O
appellants,NNS,O
were,VBD,O
mentally,RB,O
and,CC,O
physically,RB,O
harassing,VBG,O
the,DT,O
deceased,VBN,O
and,CC,O
even,RB,O
had,VBD,O
driven,VBN,O
her,PRP,O
out,IN,O
of,IN,O
her,PRP$,O
matrimonial,JJ,O
house,NN,O
several,JJ,O
times,NNS,O
14,CD,O
she,PRP,O
has,VBZ,O
further,RB,O
submitted,VBN,O
that,IN,O
the,DT,O
presumption,NN,O
as,IN,O
to,TO,O
the,DT,O
abetment,NN,B-LEGAL
of,IN,I-LEGAL
suicide,NN,I-LEGAL
as,IN,O
per,IN,O
section,NN,O
113a,CD,O
of,IN,O
the,DT,O
indian,JJ,O
evidence,NN,O
act,NN,O
1872,CD,O
has,VBZ,O
been,VBN,O
clearly,RB,O
proved,VBN,O
and,CC,O
the,DT,O
appellants,NNS,O
are,VBP,O
responsible,JJ,O
for,IN,O
abetting,VBG,O
her,PRP$,O
in,IN,O
the,DT,O
commission,NN,O
of,IN,O
suicide,NN,O
which,WDT,O
is,VBZ,O
the,DT,O
concurrent,JJ,O
finding,NN,O
on,IN,O
fact,NN,O
and,CC,O
the,DT,O
appellants,NNS,O
have,VBP,O
not,RB,O
made,VBN,O
out,RP,O
a,DT,O
case,NN,O
for,IN,O
interference,NN,O
of,IN,O
this,DT,O
court,NN,O
15,CD,O
on,IN,O
the,DT,O
basis,NN,O
of,IN,O
the,DT,O
rival,JJ,O
legal,JJ,O
contentions,NNS,O
urged,VBN,O
on,IN,O
behalf,NN,O
of,IN,O
the,DT,O
parties,NNS,O
and,CC,O
the,DT,O
evidence,NN,O
on,IN,O
record,NN,O
the,DT,O
following,JJ,O
questions,NNS,O
would,MD,O
arise,VB,O
for,IN,O
our,PRP$,O
consideration,NN,O
1,CD,O
whether,IN,O
the,DT,O
courts,NNS,O
below,IN,O
have,VBP,O
rightly,RB,O
convicted,VBN,O
and,CC,O
sentenced,VBN,O
the,DT,O
accused,VBN,O
for,IN,O
the,DT,O
offences,NNS,O
punishable,JJ,O
under,IN,O
sections,NNS,O
498a,CD,O
and,CC,O
306,CD,O
read,NN,O
with,IN,O
section,NN,O
114,CD,O
of,IN,O
indian,JJ,O
penal,JJ,O
code,NN,O
2,CD,O
what,WP,O
order,NN,O
16,CD,O
before,IN,O
arriving,VBG,O
at,IN,O
an,DT,O
irrefutable,JJ,O
conclusion,NN,O
we,PRP,O
have,VBP,O
to,TO,O
first,JJ,O
determine,NN,O
as,IN,O
to,TO,O
whether,IN,O
the,DT,O
deceased,VBN,O
was,VBD,O
tortured,VBN,O
and,CC,O
meted,VBN,O
with,IN,O
cruelty,NN,O
by,IN,O
the,DT,O
accused,VBN,O
or,CC,O
not,RB,O
to,TO,O
find,VB,O
out,RP,O
the,DT,O
same,JJ,O
we,PRP,O
have,VBP,O
perused,VBN,O
the,DT,O
evidence,NN,O
placed,VBD,O
on,IN,O
record,NN,O
by,IN,O
the,DT,O
prosecution,NN,O
viz,IN,O
the,DT,O
deposition,NN,O
of,IN,O
witnesses,NNS,O
and,CC,O
the,DT,O
dying,VBG,B-LEGAL
declaration,NN,I-LEGAL
of,IN,O
the,DT,O
deceased,JJ,O
17,CD,O
it,PRP,O
is,VBZ,O
an,DT,O
undisputed,JJ,O
fact,NN,O
that,IN,O
the,DT,O
deceased,VBN,O
was,VBD,O
frequently,RB,O
taking,VBG,O
refuge,NN,O
at,IN,O
kanta,NNP,O
stri,NN,O
vikas,NN,O
gruh,NN,O
rajkot,NN,O
mahila,NN,O
vikas,NN,O
gruh,NN,O
and,CC,O
gondal,JJ,O
bala,NN,O
ashram,IN,O
it,PRP,O
is,VBZ,O
also,RB,O
an,DT,O
undisputed,JJ,O
fact,NN,O
that,IN,O
her,PRP$,O
paternal,JJ,O
relatives,NNS,O
had,VBD,O
pacified,VBN,O
her,PRP$,O
many,JJ,O
a,DT,O
times,NNS,O
and,CC,O
she,PRP,O
was,VBD,O
sent,VBN,O
back,RB,O
to,TO,O
her,PRP$,O
in,IN,O
laws,NNS,O
home,NN,O
after,IN,O
compromise,NN,O
the,DT,O
same,JJ,O
has,VBZ,O
been,VBN,O
proved,VBN,O
by,IN,O
the,DT,O
deposition,NN,O
of,IN,O
pw,NN,O
6,CD,O
paternal,JJ,O
uncle,NN,O
of,IN,O
the,DT,O
deceased,VBN,O
at,IN,O
exh,JJ,O
69,CD,O
before,IN,O
the,DT,O
trial,NN,O
court,NN,O
and,CC,O
pw,NN,O
7,CD,O
the,DT,O
wife,NN,O
of,IN,O
pw,NN,O
6,CD,O
and,CC,O
pw,VB,O
9,CD,O
the,DT,O
brother,NN,O
of,IN,O
the,DT,O
deceased,VBN,O
the,DT,O
same,JJ,O
has,VBZ,O
also,RB,O
been,VBN,O
further,RB,O
corroborated,VBN,O
by,IN,O
pw,JJ,O
19,CD,O
who,WP,O
is,VBZ,O
a,DT,O
social,JJ,O
worker,NN,O
at,IN,O
amreli,JJ,O
mahila,NN,O
vikas,NN,O
gruh,NN,O
at,IN,O
exh,$,O
135,CD,O
it,PRP,O
is,VBZ,O
also,RB,O
an,DT,O
undisputed,JJ,O
fact,NN,O
that,IN,O
the,DT,O
deceased,VBN,O
had,VBD,O
filed,VBN,O
a,DT,O
complaint,NN,O
against,IN,O
the,DT,O
accused,VBN,O
for,IN,O
maintenance,NN,O
which,WDT,O
was,VBD,O
not,RB,O
paid,VBN,O
to,TO,O
her,PRP$,O
by,IN,O
her,PRP$,O
husband,NN,O
she,PRP,O
had,VBD,O
also,RB,O
filed,VBN,O
an,DT,O
fir,NN,O
against,IN,O
the,DT,O
accused,VBN,O
on,IN,O
14022006,CD,O
under,IN,O
sections,NNS,O
498a,CD,O
5062,CD,O
114,CD,O
of,IN,O
indian,JJ,O
penal,JJ,O
code,NN,O
and,CC,O
sections,NNS,O
3,CD,O
and,CC,O
7,CD,O
of,IN,O
the,DT,O
dowry,NN,O
prohibition,NN,O
act,NN,O
1961,CD,O
on,IN,O
several,JJ,O
occasions,NNS,O
after,IN,O
the,DT,O
compromise,NN,O
the,DT,O
deceased,VBN,O
was,VBD,O
again,RB,O
thrown,VBN,O
out,IN,O
of,IN,O
her,PRP$,O
matrimonial,JJ,O
home,NN,O
the,DT,O
abovementioned,JJ,O
witnesses,NNS,O
have,VBP,O
also,RB,O
stated,VBN,O
that,IN,O
the,DT,O
deceased,VBN,O
was,VBD,O
regularly,RB,O
taunted,VBN,O
and,CC,O
mentally,RB,O
and,CC,O
physically,RB,O
harassed,VBN,O
by,IN,O
the,DT,O
accused,VBN,O
and,CC,O
she,PRP,O
had,VBD,O
complained,VBN,O
about,IN,O
the,DT,O
same,JJ,O
to,TO,O
the,DT,O
above,NN,O
mentioned,VBD,O
witnesses,NNS,O
18,CD,O
it,PRP,O
has,VBZ,O
also,RB,O
been,VBN,O
deposed,VBN,O
before,IN,O
the,DT,O
trial,NN,O
court,NN,O
by,IN,O
several,JJ,O
other,JJ,O
independent,JJ,O
witnesses,NNS,O
who,WP,O
are,VBP,O
the,DT,O
neighbours,NNS,O
of,IN,O
the,DT,O
accused,JJ,O
and,CC,O
live,JJ,O
in,IN,O
the,DT,O
same,JJ,O
vicinity,NN,O
that,IN,O
they,PRP,O
had,VBD,O
witnessed,VBN,O
heated,VBN,O
exchanges,NNS,O
