dm,NN,O
deceased,JJ,O
having,VBG,O
been,VBN,O
driven,VBN,O
out,IN,O
of,IN,O
the,DT,O
house,NN,O
the,DT,O
previous,JJ,O
day,NN,O
also,RB,O
saw,VBD,O
accused,VBN,O
no,RB,O
1,CD,O
taking,VBG,O
deceased,VBN,O
to,TO,O
the,DT,O
hospital,NN,O
at,IN,O
madhira,NN,O
pw4,NN,O
informed,VBN,O
about,IN,O
it,PRP,O
to,TO,O
father,VB,O
pw1,NN,O
of,IN,O
the,DT,O
deceased,VBN,O
who,WP,O
rushed,VBD,O
to,TO,O
the,DT,O
house,NN,O
of,IN,O
the,DT,O
accused,VBN,O
to,TO,O
find,VB,O
krishna,JJ,O
kumari,NNS,O
dead,VBP,O
the,DT,O
father,NN,O
then,RB,O
lodged,VBD,O
a,DT,O
first,JJ,B-LEGAL
information,NN,I-LEGAL
report,NN,I-LEGAL
exp1,NN,O
within,IN,O
eight,CD,O
hours,NNS,O
on,IN,O
the,DT,O
same,JJ,O
day,NN,O
6,CD,O
all,PDT,O
the,DT,O
three,CD,O
accused,VBN,O
were,VBD,O
charged,VBN,O
in,IN,O
session,NN,O
case,NN,O
no,DT,O
157,CD,O
of,IN,O
1999,CD,O
by,IN,O
the,DT,O
court,NN,O
of,IN,O
assistant,NN,O
sessions,NNS,O
judge,VBP,O
nuzwid,RB,O
for,IN,O
offence,NN,O
of,IN,O
dowry,JJ,B-LEGAL
death,NN,I-LEGAL
under,IN,O
section,NN,O
304b,CD,O
ipc,NN,O
and,CC,O
in,IN,O
the,DT,O
alternative,JJ,O
under,IN,O
section,NN,O
498a,CD,O
ipc,NN,O
for,IN,O
cruelty,NN,O
and,CC,O
harassment,NN,O
of,IN,O
such,JJ,O
magnitude,NN,O
as,IN,O
to,TO,O
drive,VB,O
the,DT,O
deceased,JJ,O
to,TO,O
commit,VB,B-LEGAL
suicide,VB,I-LEGAL
the,DT,O
prosecution,NN,O
examined,VBD,O
the,DT,O
parents,NNS,O
of,IN,O
the,DT,O
deceased,VBN,O
of,IN,O
pw,NN,O
1,CD,O
2,CD,O
pw,NN,O
3,CD,O
4,CD,O
were,VBD,O
examined,VBN,O
who,WP,O
had,VBD,O
seen,VBN,O
the,DT,O
deceased,JJ,O
being,VBG,O
driven,VBN,O
out,IN,O
of,IN,O
the,DT,O
house,NN,O
and,CC,O
taken,VBN,O
back,RP,O
only,RB,O
on,IN,O
their,PRP$,O
persuasion,NN,O
7,CD,O
the,DT,O
trial,NN,O
court,NN,O
by,IN,O
judgment,NN,O
dated,VBN,O
1981991,CD,O
accepted,VBD,O
the,DT,O
evidence,NN,O
led,VBN,O
by,IN,O
the,DT,O
prosecution,NN,O
of,IN,O
alleged,JJ,O
cruel,NN,O
treatment,NN,O
and,CC,O
harassment,NN,O
of,IN,O
the,DT,O
deceased,JJ,O
which,WDT,O
drove,VBD,O
her,PRP,O
to,TO,O
commit,VB,B-LEGAL
suicide,VB,I-LEGAL
it,PRP,O
however,RB,O
held,VBD,O
that,IN,O
on,IN,O
the,DT,O
evidence,NN,O
only,RB,O
reference,NN,O
under,IN,O
section,NN,O
498a,CD,O
ipc,NN,O
is,VBZ,O
made,VBN,O
out,IN,O
it,PRP,O
acquitted,VBD,O
them,PRP,O
of,IN,O
the,DT,O
offence,NN,O
under,IN,O
section,NN,O
304b,CD,O
ipc,NN,O
the,DT,O
three,CD,O
accused,VBN,O
on,IN,O
their,PRP$,O
conviction,NN,O
for,IN,O
offence,NN,O
under,IN,O
section,NN,O
498a,CD,O
were,VBD,O
sentenced,VBN,O
to,TO,O
rigorous,JJ,O
imprisonment,NN,O
for,IN,O
two,CD,O
years,NNS,O
and,CC,O
a,DT,O
fine,NN,O
of,IN,O
rs,NN,O
500,CD,O
each,DT,O
in,IN,O
default,NN,O
of,IN,O
payment,NN,O
of,IN,O
fine,NN,O
they,PRP,O
were,VBD,O
sentenced,VBN,O
to,TO,O
two,CD,O
months,NNS,O
simple,JJ,O
imprisonment,JJ,O
each,DT,O
8,CD,O
the,DT,O
appellants,NNS,O
ie,JJ,O
parents,NNS,O
of,IN,O
the,DT,O
deceased,VBN,O
filed,VBD,O
criminal,JJ,O
revision,NN,O
no,DT,O
564,CD,O
91,CD,O
in,IN,O
the,DT,O
high,JJ,O
court,NN,O
of,IN,O
andhra,NN,O
pradesh,NN,O
against,IN,O
the,DT,O
acquittal,NN,O
of,IN,O
the,DT,O
accused,VBN,O
under,IN,O
section,NN,O
304b,CD,O
ipc,NN,O
the,DT,O
accused,VBN,O
preferred,JJ,O
criminal,JJ,O
appeal,NN,O
no,DT,O
1291,CD,O
99,CD,O
before,IN,O
the,DT,O
high,JJ,O
court,NN,O
of,IN,O
andhra,NN,O
pradesh,NN,O
assailing,VBG,O
their,PRP$,O
conviction,NN,O
and,CC,O
sentences,NNS,O
9,CD,O
the,DT,O
learned,VBN,O
single,JJ,O
judge,NN,O
of,IN,O
the,DT,O
high,JJ,O
court,NN,O
of,IN,O
andhra,NN,O
pradesh,NN,O
decided,VBD,O
the,DT,O
revision,NN,O
preferred,VBN,O
by,IN,O
the,DT,O
parents,NNS,O
of,IN,O
the,DT,O
deceased,JJ,O
and,CC,O
the,DT,O
appeal,NN,O
preferred,VBN,O
by,IN,O
the,DT,O
accused,VBN,O
by,IN,O
a,DT,O
common,JJ,O
judgment,NN,O
dated,VBD,O
2481994,CD,O
which,WDT,O
is,VBZ,O
the,DT,O
subject,JJ,O
matter,NN,O
of,IN,O
these,DT,O
two,CD,O
separate,VBP,O
criminal,JJ,O
appeals,NNS,O
preferred,VBN,O
by,IN,O
the,DT,O
parents,NNS,O
of,IN,O
the,DT,O
deceased,JJ,O
and,CC,O
the,DT,O
state,NN,O
of,IN,O
andhra,NN,O
pradesh,NN,O
10,CD,O
the,DT,O
learned,VBN,O
single,JJ,O
judge,NN,O
of,IN,O
the,DT,O
high,JJ,O
court,NN,O
of,IN,O
andhra,NN,O
pradesh,NN,O
dismissed,VBD,O
the,DT,O
criminal,JJ,O
revision,NN,O
filed,VBN,O
by,IN,O
the,DT,O
parents,NNS,O
of,IN,O
the,DT,O
deceased,JJ,O
and,CC,O
confirmed,VBD,O
the,DT,O
verdict,NN,O
of,IN,O
the,DT,O
trial,NN,O
court,NN,O
that,IN,O
the,DT,O
accused,VBN,O
are,VBP,O
liable,JJ,O
to,TO,O
conviction,NN,O
and,CC,O
sentences,NNS,O
only,RB,O
under,IN,O
section,NN,O
498a,CD,O
ipc,NN,O
and,CC,O
not,RB,O
under,IN,O
section,NN,O
304b,CD,O
ipc,NN,O
11,CD,O
by,IN,O
the,DT,O
same,JJ,O
common,JJ,O
judgment,NN,O
the,DT,O
high,JJ,O
court,NN,O
allowed,VBD,O
the,DT,O
appeal,NN,O
preferred,VBN,O
by,IN,O
accused,JJ,O
nos,NNS,O
2,CD,O
3,CD,O
parents,NNS,O
of,IN,O
accused,JJ,O
no,DT,O
1,CD,O
and,CC,O
acquitted,VBD,O
them,PRP,O
of,IN,O
the,DT,O
alleged,JJ,O
offences,NNS,O
12,CD,O
against,IN,O
the,DT,O
common,JJ,O
judgment,NN,O
of,IN,O
the,DT,O
high,JJ,O
court,NN,O
state,NN,O
of,IN,O
andhra,NN,O
pradesh,NN,O
has,VBZ,O
preferred,VBN,O
criminal,JJ,O
appeal,NN,O
nos,JJ,O
1458,CD,O
59,CD,O
of,IN,O
1995,CD,O
challenging,VBG,O
the,DT,O
acquittal,NN,O
of,IN,O
accused,JJ,O
nos,NNS,O
2,CD,O
3,CD,O
and,CC,O
the,DT,O
parents,NNS,O
of,IN,O
the,DT,O
deceased,VBN,O
have,VBP,O
preferred,VBN,O
connected,VBN,O
criminal,JJ,O
appeal,NN,O
no,DT,O
1457,CD,O
of,IN,O
1995,CD,O
seeking,VBG,O
conviction,NN,O
of,IN,O
all,PDT,O
the,DT,O
accused,VBN,O
under,IN,O
section,NN,O
304b,CD,O
of,IN,O
the,DT,O
ipc,NN,O
13,CD,O
the,DT,O
high,JJ,O
court,NN,O
in,IN,O
its,PRP$,O
common,JJ,O
judgment,NN,O
passed,VBN,O
in,IN,O
criminal,JJ,O
appeal,NN,O
and,CC,O
criminal,JJ,O
revision,NN,O
before,IN,O
it,PRP,O
after,IN,O
appreciating,VBG,O
the,DT,O
evidence,NN,O
led,VBD,O
against,IN,O
accused,VBN,O
nos,JJ,O
2,CD,O
3,CD,O
has,VBZ,O
found,VBN,O
that,IN,O
the,DT,O
allegation,NN,O
against,IN,O
them,PRP,O
of,IN,O
their,PRP$,O
participation,NN,O
with,IN,O
accused,VBN,O
no,DT,O
1,CD,O
in,IN,O
driving,VBG,O
out,RP,O
the,DT,O
deceased,VBN,O
from,IN,O
their,PRP$,O
house,NN,O
was,VBD,O
for,IN,O
the,DT,O
first,JJ,O
time,NN,O
made,VBN,O
by,IN,O
pw1,JJ,O
father,NN,O
of,IN,O
the,DT,O
deceased,VBN,O
only,RB,O
in,IN,O
his,PRP$,O
deposition,NN,O
in,IN,O
the,DT,O
court,NN,O
at,IN,O
no,DT,O
earlier,JJR,O
point,NN,O
of,IN,O
time,NN,O
either,CC,O
in,IN,O
the,DT,O
first,JJ,B-LEGAL
information,NN,I-LEGAL
report,NN,I-LEGAL
exp1,NN,O
or,CC,O
in,IN,O
the,DT,O
statements,NNS,O
made,VBN,O
under,IN,O
section,NN,O
161,CD,O
of,IN,O
crpc,NN,O
to,TO,O
the,DT,O
police,NN,O
such,JJ,O
allegation,NN,O
was,VBD,O
made,VBN,O
against,IN,O
accused,VBN,O
no,DT,O
2,CD,O
and,CC,O
accused,VBD,O
no,DT,O
3,CD,O
apart,RB,O
from,IN,O
the,DT,O
oral,JJ,O
testimony,NN,O
of,IN,O
pw1,NN,O
the,DT,O
father,NN,O
of,IN,O
the,DT,O
deceased,VBN,O
there,EX,O
is,VBZ,O
no,DT,O
other,JJ,O
evidence,NN,O
on,IN,O
record,NN,O
to,TO,O
prove,VB,O
that,IN,O
the,DT,O
two,CD,O
accused,VBD,O
nos,NNS,O
2,CD,O
3,CD,O
joined,VBD,O
accused,VBN,O
no,DT,O
1,CD,O
in,IN,O
harassing,VBG,O
or,CC,O
cruelly,RB,O
treating,VBG,O
the,DT,O
deceased,VBN,O
on,IN,O
appreciation,NN,O
of,IN,O
the,DT,O
evidence,NN,O
the,DT,O
conclusion,NN,O
drawn,VBN,O
by,IN,O
the,DT,O
high,JJ,O
court,NN,O
in,IN,O
favour,NN,O
of,IN,O
accused,VBN,O
no,DT,O
2,CD,O
and,CC,O
accused,VBD,O
no,DT,O
3,CD,O
is,VBZ,O
reasonable,JJ,O
and,CC,O
does,VBZ,O
not,RB,O
justify,VB,O
interference,NN,O
by,IN,O
us,PRP,O
in,IN,O
their,PRP$,O
acquittal,JJ,O
consequently,RB,O
we,PRP,O
uphold,VBP,O
the,DT,O
acquittal,NN,O
of,IN,O
accused,JJ,O
nos,NNS,O
2,CD,O
3,CD,O
and,CC,O
dismiss,VB,O
the,DT,O
two,CD,O
appeals,NNS,O
preferred,VBN,O
by,IN,O
the,DT,O
state,NN,O
of,IN,O
andhra,NN,O
pradesh,NN,O
which,WDT,O
are,VBP,O
filed,VBN,O
to,TO,O
seek,VB,O
their,PRP$,O
conviction,NN,O
14,CD,O
we,PRP,O
now,RB,O
take,VBP,O
up,RP,O
for,IN,O
consideration,NN,O
criminal,JJ,O
appeal,NN,O
no,DT,O
1457,CD,O
of,IN,O
1995,CD,O
preferred,VBN,O
by,IN,O
the,DT,O
parents,NNS,O
of,IN,O
the,DT,O
deceased,JJ,O
seeking,VBG,O
conviction,NN,O
of,IN,O
accused,VBN,O
no,DT,O
1,CD,O
for,IN,O
offence,NN,O
under,IN,O
section,NN,O
304b,CD,O
of,IN,O
the,DT,O
indian,JJ,O
penal,JJ,O
code,NN,O
in,IN,O
its,PRP$,O
common,JJ,O
judgment,NN,O
after,IN,O
appreciating,VBG,O
the,DT,O
evidence,NN,O
on,IN,O
record,NN,O
the,DT,O
conclusion,NN,O
reached,VBN,O
by,IN,O
the,DT,O
high,JJ,O
court,NN,O
that,IN,O
the,DT,O
accused,VBN,O
no,DT,O
1,CD,O
cannot,MD,O
be,RB,O
convicted,VB,O
under,VBN,O
section,IN,O
304b,NN,O
ipc,CD,O
appears,NN,O
to,VBZ,O
be,TO,O
legally,VB,O
sound,RB,O
there,JJ,O
is,EX,O
no,VBZ,O
evidence,DT,O
against,NN,O
accused,IN,O
no,VBN,O
1,DT,O
that,CD,O
at,WDT,O
the,IN,O
time,DT,O
of,NN,O
marriage,IN,O
there,NN,O
was,EX,O
any,VBD,O
demand,DT,O
or,NN,O
settlement,CC,O
for,NN,O
giving,IN,O
dowry,VBG,O
in,NN,O
cash,IN,O
or,NN,O
by,CC,O
way,IN,O
of,NN,O
transfer,IN,O
of,NN,O
property,IN,O
the,NN,O
father,DT,O
of,NN,O
the,IN,O
deceased,DT,O
pw1,JJ,O
has,NN,O
not,VBZ,O
stated,RB,O
that,VBN,O
cash,IN,O
ornaments,NN,O
and,NNS,O
the,CC,O
land,DT,O
were,NN,O
given,VBD,O
at,VBN,O
the,IN,O
time,DT,O
of,NN,O
marriage,IN,O
pursuant,NN,O
to,NN,O
any,TO,O
demand,DT,O
of,NN,O
dowry,IN,O
by,NN,O
the,IN,O
parents,DT,O
of,NNS,O
the,IN,O
husband,DT,O
he,NN,O
merely,PRP,O
states,RB,O
that,VBZ,O
according,IN,O
to,VBG,O
the,TO,O
custom,DT,O
of,NN,O
the,IN,O
community,DT,O
declaration,NN,O
was,NN,O
made,VBD,O
of,VBN,O
gift,IN,O
of,NN,O
five,IN,O
acres,CD,O
of,NNS,O
land,IN,O
to,NN,O
the,TO,O
deceased,DT,O
as,VBN,O
he,IN,O
stridhana,PRP,O
called,VBZ,O
in,VBN,O
the,IN,O
community,DT,O
as,NN,O
pasupukumkuma,RB,O
as,RB,O
promised,IN,O
and,VBN,O
declared,CC,O
in,VBN,O
the,IN,O
ritual,DT,O
at,NN,O
the,IN,O
time,DT,O
of,NN,O
marriage,IN,O
the,NN,O
land,DT,O
was,NN,O
transferred,VBD,O
in,VBN,O
the,IN,O
name,DT,O
of,NN,O
the,IN,O
wife,DT,O
the,NN,O
couple,DT,O
lived,NN,O
happily,VBD,O
thereafter,RB,O
it,JJR,O
is,PRP,O
only,VBZ,O
2,RB,O
3,CD,O
months,CD,O
thereafter,NNS,O
that,RB,O
the,IN,O
husband,DT,O
started,NN,O
harassing,VBD,O
the,VBG,O
wife,DT,O
to,NN,O
force,TO,O
her,VB,O
to,PRP$,O
transfer,TO,O
the,VB,O
land,DT,O
to,NN,O
him,TO,O
this,PRP,O
harassment,DT,O
or,NN,O
cruel,CC,O
treatment,NN,O
to,NN,O
pressurize,TO,O
her,VB,O
to,PRP$,O
transfer,TO,O
the,VB,O
land,DT,O
cannot,NN,O
be,MD,O
said,RB,O
to,VB,O
be,VBD,O
in,TO,O
connection,VB,O
with,IN,O
any,NN,O
alleged,IN,O
dowry,DT,O
demand,VBN,O
for,NNS,O
the,NN,O
purposes,IN,O
of,DT,O
section,NNS,O
304b,IN,O
ipc,NN,O
the,CD,O
legislature,NN,O
has,DT,O
borrowed,NN,O
the,VBZ,O
definition,VBN,O
of,DT,O
dowry,NN,O
from,IN,O
section,NN,O
2,IN,O
of,NN,O
the,CD,O
dowry,IN,O
prohibition,DT,O
act,NN,O
of,NN,O
1961,NN,O
the,IN,O
relevant,CD,O
provisions,DT,O
of,JJ,O
the,NNS,O
penal,IN,O
code,DT,O
dowry,JJ,O
prohibition,NN,O
act,NN,O
and,NN,O
evidence,NN,O
act,CC,O
are,NN,O
quoted,NN,O
hereunder,VBP,O
304,VBN,O
b,NN,O
dowry,CD,B-LEGAL
death,NN,I-LEGAL
1,NN,O
where,NN,O
the,CD,O
death,WRB,O
of,DT,O
a,NN,O
woman,IN,O
is,DT,O
caused,NN,O
by,VBZ,O
any,VBN,O
burns,IN,O
or,DT,O
bodily,NNS,B-LEGAL
injury,CC,I-LEGAL
or,JJ,O
occurs,NN,O
otherwise,CC,O
than,VBZ,O
under,RB,O
normal,IN,O
circumstances,IN,O
within,JJ,O
seven,NNS,O
years,IN,O
of,CD,O
her,NNS,O
marriage,IN,O
and,PRP$,O
it,NN,O
is,CC,O
shown,PRP,O
that,VBZ,O
soon,VBN,O
before,IN,O
her,RB,O
death,IN,O
she,PRP$,O
was,NN,O
subjected,PRP,O
to,VBD,O
cruelty,VBN,O
or,TO,O
harassment,VB,O
by,CC,O
her,NN,O
husband,IN,O
or,PRP$,O
any,NN,O
relative,CC,O
of,DT,O
her,JJ,O
husband,IN,O
for,PRP$,O
or,NN,O
in,IN,O
connection,CC,O
with,IN,O
any,NN,O
demand,IN,O
for,DT,O
dowry,NN,O
such,IN,O
death,NNS,O
shall,JJ,O
be,NN,O
called,MD,O
dowry,VB,B-LEGAL
death,VBN,I-LEGAL
and,JJ,O
such,NN,O
husband,CC,O
or,JJ,O
relative,NN,O
shall,CC,O
be,JJ,O
deemed,MD,O
to,VB,O
have,VBN,O
caused,TO,O
her,VB,O
death,VBN,O
explanation,PRP$,O
for,NN,O
the,NN,O
purposes,IN,O
of,DT,O
this,NNS,O
sub,IN,O
section,DT,O
dowry,JJ,O
shall,NN,O
have,NN,O
the,MD,O
same,VB,O
meaning,DT,O
as,JJ,O
in,NN,O
section,IN,O
2,IN,O
of,NN,O
the,CD,O
dowry,IN,O
prohibition,DT,O
act,NN,O
1961,NN,O
2,NN,O
whoever,CD,O
commits,CD,O
dowry,WP,B-LEGAL
death,VBZ,I-LEGAL
shall,NN,O
be,NN,O
punished,MD,O
with,VB,O
imprisonment,VBN,O
for,IN,O
a,NN,O
term,IN,O
which,DT,O
shall,NN,O
not,WDT,O
be,MD,O
less,RB,O
than,VB,O
seven,JJR,O
years,IN,O
but,CD,O
which,NNS,O
may,CC,O
extend,WDT,O
to,MD,O
imprisonment,VB,B-LEGAL
for,TO,I-LEGAL
life,VB,I-LEGAL
section,IN,O
2,NN,O
of,NN,O
the,CD,O
dowry,IN,O
prohibition,DT,O
act,NN,O
1951,NN,O
defines,NN,O
dowry,CD,O
as,VBZ,O
under,VBN,O
2,IN,O
definition,IN,O
of,CD,O
dowry,NN,O
in,IN,O
this,NN,O
act,IN,O
dowry,DT,O
means,NN,O
any,NN,O
property,VBZ,O
or,DT,O
valuable,NN,O
security,CC,O
given,JJ,O
or,NN,O
agreed,VBN,O
to,CC,O
be,VBN,O
given,TO,O
either,VB,O
directly,VBN,O
or,DT,O
indirectly,RB,O
a,CC,O
by,RB,O
one,DT,O
party,IN,O
to,CD,O
a,NN,O
marriage,TO,O
to,DT,O
the,NN,O
other,TO,O
party,DT,O
to,JJ,O
the,NN,O
marriage,TO,O
or,DT,O
b,NN,O
by,CC,O
the,NN,O
parents,IN,O
of,DT,O
either,NNS,O
party,IN,O
to,DT,O
a,NN,O
marriage,TO,O
or,DT,O
by,NN,O
any,CC,O
other,IN,O
person,DT,O
to,JJ,O
either,NN,O
party,TO,O
to,DT,O
the,NN,O
marriage,TO,O
or,DT,O
to,NN,O
any,CC,O
other,TO,O
person,DT,O
at,JJ,O
or,NN,O
before,IN,O
or,CC,O
any,IN,O
time,CC,O
after,DT,O
the,NN,O
marriage,IN,O
in,DT,O
connection,NN,O
with,IN,O
the,NN,O
marriage,IN,O
of,DT,O
said,NN,O
parties,IN,O
but,VBD,O
does,NNS,O
not,CC,O
include,VBZ,O
dower,RB,O
or,VB,O
mahr,JJR,O
in,CC,O
the,VB,O
case,IN,O
of,DT,O
persons,NN,O
to,IN,O
whom,NNS,O
the,TO,O
muslim,WP,O
personal,DT,O
law,NN,O
shariat,JJ,O
applies,NN,O
explanation,NN,O
i,VBZ,O
for,NN,O
the,NN,O
removal,IN,O
of,DT,O
doubts,NN,O
it,IN,O
is,NNS,O
hereby,PRP,O
declared,VBZ,O
that,RB,O
any,VBN,O
presents,IN,O
made,DT,O
at,NNS,O
the,VBN,O
time,IN,O
of,DT,O
a,NN,O
marriage,IN,O
to,DT,O
either,NN,O
party,TO,O
to,DT,O
the,NN,O
marriage,TO,O
in,DT,O
the,NN,O
form,IN,O
of,DT,O
cash,NN,O
ornaments,IN,O
clothes,NN,O
or,NNS,O
other,NNS,O
articles,CC,O
shall,JJ,O
not,NNS,O
be,MD,O
deemed,RB,O
to,VB,O
be,VBN,O
dowry,TO,O
within,VB,O
the,RB,O
meaning,IN,O
of,DT,O
this,NN,O
section,IN,O
unless,DT,O
they,NN,O
are,IN,O
made,PRP,O
as,VBP,O
consideration,VBN,O
for,IN,O
the,NN,O
marriage,IN,O
of,DT,O
the,NN,O
said,IN,O
parties,DT,O
explanation,VBD,O
ii,NNS,O
the,NN,O
expression,VBP,O
valuable,DT,O
security,NN,O
has,JJ,O
the,NN,O
same,VBZ,O
meaning,DT,O
as,JJ,O
in,NN,O
