arijit,NN,O
that,IN,O
they,PRP,O
would,MD,O
not,RB,O
be,VB,O
a,DT,O
permanent,JJ,O
addition,NN,O
to,TO,O
the,DT,O
number,NN,O
of,IN,O
courts,NNS,O
within,IN,O
a,DT,O
particular,JJ,O
state,NN,O
challenge,NN,O
was,VBD,O
made,VBN,O
to,TO,O
the,DT,O
scheme,NN,O
known,VBN,O
as,IN,O
the,DT,O
fast,JJ,O
track,NN,O
courts,NNS,O
scheme,NN,O
in,IN,O
various,JJ,O
high,JJ,O
courts,NNS,O
primarily,RB,O
on,IN,O
the,DT,O
ground,NN,O
that,IN,O
there,EX,O
was,VBD,O
no,DT,O
constitutional,JJ,O
sanction,NN,O
for,IN,O
employment,NN,O
of,IN,O
retired,JJ,O
judges,NNS,O
and,CC,O
effective,JJ,O
guidelines,NNS,O
were,VBD,O
not,RB,O
in,IN,O
operation,NN,O
it,PRP,O
was,VBD,O
also,RB,O
highlighted,VBN,O
that,IN,O
infrastructural,JJ,O
facilities,NNS,O
were,VBD,O
not,RB,O
available,JJ,O
so,RB,O
as,IN,O
to,TO,O
make,VB,O
scheme,NN,O
a,DT,O
reality,NN,O
several,JJ,O
such,JJ,O
deficiencies,NNS,O
were,VBD,O
pointed,VBN,O
out,RP,O
a,DT,O
plea,NN,O
was,VBD,O
made,VBN,O
that,IN,O
instead,RB,O
of,IN,O
retired,JJ,O
officers,NNS,O
eligible,JJ,O
members,NNS,O
of,IN,O
the,DT,O
bar,NN,O
should,MD,O
be,VB,O
considered,VBN,O
for,IN,O
appointment,JJ,O
2,CD,O
stand,NN,O
of,IN,O
the,DT,O
union,NN,O
of,IN,O
india,NN,O
on,IN,O
the,DT,O
other,JJ,O
hand,NN,O
was,VBD,O
that,IN,O
on,IN,O
the,DT,O
recommendations,NNS,O
of,IN,O
the,DT,O
finance,NN,O
commission,NN,O
a,DT,O
note,NN,O
was,VBD,O
prepared,VBN,O
by,IN,O
the,DT,O
department,NN,O
of,IN,O
justice,JJ,O
government,NN,O
of,IN,O
india,NN,O
there,EX,O
is,VBZ,O
no,DT,O
mandatory,JJ,O
requirement,NN,O
for,IN,O
appointment,NN,O
of,IN,O
retired,JJ,O
sessions,NNS,O
additional,JJ,O
sessions,NNS,O
judges,NNS,O
or,CC,O
other,JJ,O
officers,NNS,O
ad,NN,B-LEGAL
hoc,NN,O
promotion,NN,O
of,IN,O
judicial,JJ,O
officers,NNS,O
was,VBD,O
also,RB,O
contemplated,VBD,O
it,PRP,O
was,VBD,O
pointed,VBN,O
out,RP,O
that,IN,O
consequential,JJ,O
vacancies,NNS,O
created,VBN,O
on,IN,O
account,NN,O
of,IN,O
ad,NN,B-LEGAL
hoc,NN,O
promotions,NNS,O
can,MD,O
be,VB,O
filled,VBN,O
up,RP,O
by,IN,O
a,DT,O
special,JJ,O
drive,NN,O
so,IN,O
that,IN,O
there,EX,O
is,VBZ,O
no,DT,O
shortfall,NN,O
in,IN,O
the,DT,O
personnel,NNS,O
of,IN,O
the,DT,O
lower,JJR,O
courts,NNS,O
3,CD,O
learned,JJ,O
counsel,NN,O
appearing,VBG,O
for,IN,O
the,DT,O
various,JJ,O
parties,NNS,O
were,VBD,O
unanimous,JJ,O
on,IN,O
one,CD,O
important,JJ,O
aspect,NN,O
ie,VBZ,O
the,DT,O
problems,NNS,O
created,VBN,O
by,IN,O
long,JJ,O
pendency,NN,O
of,IN,O
cases,NNS,O
in,IN,O
different,JJ,O
courts,NNS,O
all,DT,O
over,IN,O
the,DT,O
country,NN,O
it,PRP,O
was,VBD,O
also,RB,O
conceded,VBN,O
that,IN,O
any,DT,O
effort,NN,O
for,IN,O
reducing,VBG,O
the,DT,O
pendency,NN,O
is,VBZ,O
a,DT,O
welcome,JJ,O
step,NN,O
keeping,VBG,O
in,IN,O
view,NN,O
the,DT,O
importance,NN,O
of,IN,O
the,DT,O
matter,NN,O
learned,VBD,O
counsel,NN,O
for,IN,O
the,DT,O
parties,NNS,O
were,VBD,O
asked,VBN,O
to,TO,O
give,VB,O
their,PRP$,O
suggestions,NNS,O
mr,VBP,O
harish,JJ,O
n,FW,O
salve,NN,O
learned,VBD,O
solicitor,NN,O
general,NN,O
has,VBZ,O
given,VBN,O
several,JJ,O
suggestions,NNS,O
with,IN,O
which,WDT,O
we,PRP,O
shall,MD,O
deal,VB,O
later,RB,O
learned,VBN,O
counsel,NN,O
for,IN,O
the,DT,O
other,JJ,O
parties,NNS,O
have,VBP,O
more,JJR,O
or,CC,O
less,JJR,O
agreed,VBN,O
to,TO,O
the,DT,O
suggestions,NNS,O
except,IN,O
to,TO,O
the,DT,O
suggestion,NN,O
regarding,VBG,O
appointment,NN,O
of,IN,O
retired,JJ,O
judges,NNS,O
more,RBR,O
particularly,RB,O
those,DT,O
with,IN,O
adverse,JJ,O
service,NN,O
records,NNS,O
4,CD,O
the,DT,O
anxiety,NN,O
of,IN,O
all,DT,O
concerned,VBN,O
about,IN,O
quick,JJ,O
dispensation,NN,O
of,IN,O
justice,NN,O
has,VBZ,O
been,VBN,O
succinctly,RB,O
stated,VBN,O
by,IN,O
one,CD,O
of,IN,O
us,PRP,O
hon,VBP,O
ble,JJ,O
kirpal,JJ,O
j,NN,O
as,IN,O
he,PRP,O
then,RB,O
was,VBD,O
in,IN,O
all,DT,O
india,JJ,O
judges,NNS,O
association,NN,O
ors,NNS,O
v,VBP,O
union,NN,O
of,IN,O
india,JJ,O
orsin,IN,O
the,DT,O
following,JJ,O
words,NNS,O
an,DT,O
independent,JJ,O
and,CC,O
efficient,JJ,O
judicial,JJ,O
system,NN,O
is,VBZ,O
one,CD,O
of,IN,O
the,DT,O
basic,JJ,O
structures,NNS,O
of,IN,O
our,PRP$,O
constitution,NN,O
if,IN,O
sufficient,JJ,O
number,NN,O
of,IN,O
judges,NNS,O
are,VBP,O
not,RB,O
appointed,VBN,O
justice,NN,O
would,MD,O
not,RB,O
be,VB,O
available,JJ,O
to,TO,O
the,DT,O
people,NNS,O
thereby,RB,O
undermining,VBG,O
the,DT,O
basic,JJ,O
structure,NN,O
it,PRP,O
is,VBZ,O
well,RB,O
known,VBN,O
that,IN,O
justice,NN,O
delayed,VBN,O
is,VBZ,O
justice,JJ,O
denied,JJ,O
time,NN,O
and,CC,O
again,RB,O
the,DT,O
inadequacy,NN,O
in,IN,O
the,DT,O
number,NN,O
of,IN,O
judges,NNS,O
has,VBZ,O
adversely,RB,O
been,VBN,O
commented,VBN,O
upon,IN,O
not,RB,O
only,RB,O
have,VBP,O
the,DT,O
law,NN,O
commission,NN,O
and,CC,O
the,DT,O
standing,VBG,O
committee,NN,O
of,IN,O
parliament,NN,O
made,VBN,O
observations,NNS,O
in,IN,O
this,DT,O
regard,NN,O
but,CC,O
even,RB,O
the,DT,O
head,NN,O
of,IN,O
the,DT,O
judiciary,NN,O
namely,RB,O
the,DT,O
chief,JJ,O
justice,NN,O
of,IN,O
india,NN,O
has,VBZ,O
had,VBN,O
more,JJR,O
occasions,NNS,O
than,IN,O
once,RB,O
to,TO,O
make,VB,O
observations,NNS,O
in,IN,O
regard,NN,O
thereto,NN,O
under,IN,O
the,DT,O
circumstances,NNS,O
we,PRP,O
feel,VBP,O
it,PRP,O
is,VBZ,O
our,PRP$,O
constitutional,JJ,O
obligation,NN,O
to,TO,O
ensure,VB,O
that,IN,O
the,DT,O
backlog,NN,O
of,IN,O
the,DT,O
cases,NNS,O
is,VBZ,O
decreased,VBN,O
and,CC,O
efforts,NNS,O
are,VBP,O
made,VBN,O
to,TO,O
increase,VB,O
the,DT,O
disposal,NN,O
of,IN,O
cases,NNS,O
apart,RB,O
from,IN,O
the,DT,O
steps,NNS,O
which,WDT,O
may,MD,O
be,VB,O
necessary,JJ,O
for,IN,O
increasing,VBG,O
the,DT,O
efficiency,NN,O
of,IN,O
the,DT,O
judicial,JJ,O
officers,NNS,O
we,PRP,O
are,VBP,O
of,IN,O
the,DT,O
opinion,NN,O
that,IN,O
time,NN,O
has,VBZ,O
now,RB,O
come,VBN,O
for,IN,O
protecting,VBG,O
one,CD,O
of,IN,O
the,DT,O
pillars,NNS,O
of,IN,O
the,DT,O
constitution,NN,O
namely,RB,O
the,DT,O
judicial,JJ,O
system,NN,O
by,IN,O
directing,VBG,O
increase,NN,O
in,IN,O
the,DT,O
first,JJ,O
instance,NN,O
in,IN,O
the,DT,O
judge,NN,O
strength,NN,O
from,IN,O
the,DT,O
existing,VBG,O
ratio,NN,O
of,IN,O
105,CD,O
or,CC,O
13,CD,O
per,IN,O
10,CD,O
lakhs,JJ,O
people,NNS,O
to,TO,O
50,CD,O
judges,NNS,O
for,IN,O
10,CD,O
lakh,JJ,O
people,NNS,O
we,PRP,O
are,VBP,O
conscious,JJ,O
of,IN,O
the,DT,O
fact,NN,O
that,WDT,O
overnight,VBD,O
these,DT,O
vacancies,NNS,O
cannot,MD,O
be,RB,O
filled,VB,O
in,VBN,O
order,IN,O
to,NN,O
have,TO,O
additional,VB,O
judges,JJ,O
not,NNS,O
only,RB,O
the,RB,O
posts,DT,O
will,NNS,O
have,MD,O
to,VB,O
be,TO,O
created,VB,O
but,VBN,O
infrastructure,CC,O
required,NN,O
in,VBN,O
the,IN,O
form,DT,O
of,NN,O
additional,IN,O
court,JJ,O
rooms,NN,O
building,NNS,O
staff,VBG,O
etc,NN,O
would,NN,O
also,MD,O
have,RB,O
to,VB,O
be,TO,O
made,VB,O
available,VBN,O
we,JJ,O
are,PRP,O
also,VBP,O
aware,RB,O
of,JJ,O
the,IN,O
fact,DT,O
that,NN,O
a,IN,O
large,DT,O
number,JJ,O
of,NN,O
vacancies,IN,O
as,NNS,O
of,IN,O
today,IN,O
from,NN,O
amongst,IN,O
the,IN,O
sanctioned,DT,O
strength,JJ,O
remain,NN,O
to,NN,O
be,TO,O
filled,VB,O
we,VBN,O
therefore,PRP,O
first,VBP,O
direct,JJ,O
that,JJ,O
the,IN,O
existing,DT,O
vacancies,VBG,O
in,NNS,O
the,IN,O
subordinate,DT,O
courts,NN,O
at,NNS,O
all,IN,O
levels,DT,O
should,NNS,O
be,MD,O
filled,VB,O
if,VBN,O
possible,IN,O
latest,JJ,O
by,JJS,O
31st,IN,O
march,CD,O
2003,NN,O
in,CD,O
all,IN,O
the,PDT,O
states,DT,O
the,NNS,O
increase,DT,O
in,NN,O
the,IN,O
judge,DT,O
strength,NN,O
to,NN,O
50,TO,O
judges,CD,O
per,NNS,O
10,IN,O
lakh,CD,O
people,JJ,O
should,NNS,O
be,MD,O
effected,VB,O
and,VBN,O
implemented,CC,O
with,VBN,O
the,IN,O
filling,DT,O
up,VBG,O
of,IN,O
the,IN,O
posts,DT,O
in,NNS,O
a,IN,O
phased,DT,O
manner,JJ,O
to,NN,O
be,TO,O
determined,VB,O
and,VBN,O
directed,CC,O
by,VBN,O
the,IN,O
union,DT,O
ministry,NN,O
of,NN,O
law,IN,O
but,NN,O
this,CC,O
process,DT,O
should,NN,O
be,MD,O
completed,VB,O
and,VBN,O
the,CC,O
increased,DT,O
vacancies,JJ,O
and,NNS,O
posts,CC,O
filled,NNS,O
within,VBD,O
a,IN,O
period,DT,O
of,NN,O
five,IN,O
years,CD,O
from,NNS,O
today,IN,O
perhaps,NN,O
increasing,RB,O
the,VBG,O
judge,DT,O
strength,NN,O
by,NN,O
10,IN,O
per,CD,O
10,IN,O
lakh,CD,O
people,JJ,O
every,NNS,O
year,DT,O
could,NN,O
be,MD,O
one,VB,O
of,CD,O
the,IN,O
methods,DT,O
which,NNS,O
may,WDT,O
be,MD,O
adopted,VB,O
thereby,VBN,O
completing,RB,O
the,VBG,O
first,DT,O
stage,JJ,O
within,NN,O
five,IN,O
years,CD,O
before,NNS,O
embarking,IN,O
on,VBG,O
further,IN,O
increase,JJ,O
if,NN,O
necessary,IN,O
5,JJ,O
the,CD,O
following,DT,O
observations,JJ,O
of,NNS,O
a,IN,O
seven,DT,O
judge,CD,O
bench,NN,O
in,NN,O
a,IN,O
recent,DT,O
decision,JJ,O
p,NN,O
ramachandra,NN,O
rao,NN,O
v,NN,O
state,NN,O
of,NN,O
karnataka,IN,O
manu,NN,O
sc,NN,O
0328,NN,O
2002manu,CD,O
sc,CD,O
0328,NN,O
2002,CD,O
2002crilj2547,CD,O
are,CD,O
also,VBP,O
relevant,RB,O
a,VBP,O
perception,DT,O
of,NN,O
the,IN,O
cause,DT,O
for,NN,O
delay,IN,O
at,NN,O
the,IN,O
trial,DT,O
and,NN,O
in,CC,O
conclusion,IN,O
of,NN,O
criminal,IN,O
proceedings,JJ,O
is,NNS,O
necessary,VBZ,O
so,JJ,O
as,RB,O
to,IN,O
appreciate,TO,O
whether,VB,O
setting,IN,O
up,VBG,O
bars,RP,O
of,NNS,O
limitation,IN,O
entailing,NN,O
termination,VBG,O
of,NN,O
trial,IN,O
or,NN,O
proceedings,CC,O
can,NNS,O
be,MD,O
justified,VB,O
the,VBN,O
root,DT,O
cause,NN,O
for,NN,O
delay,IN,O
in,NN,O
dispensation,IN,O
of,NN,O
justice,IN,O
in,NN,O
our,IN,O
country,PRP$,O
is,NN,O
poor,VBZ,O
judge,JJ,O
population,NN,O
ratio,NN,O
law,NN,O
commission,NN,O
of,NN,O
india,IN,O
in,NN,O
its,IN,O
120th,PRP$,O
report,JJ,O
on,NN,O
man,IN,O
power,NN,O
planning,NN,O
in,NN,O
judiciary,IN,O
july,JJ,O
1987,NN,O
based,CD,O
on,VBN,O
its,IN,O
survey,PRP$,O
regretted,NN,O
that,VBD,O
in,IN,O
spite,IN,O
of,NN,O
article,IN,O
39a,NN,O
added,CD,O
as,VBD,O
a,IN,O
major,DT,O
directive,JJ,O
principle,JJ,O
in,NN,O
the,IN,O
constitution,DT,O
by,NN,O
42nd,IN,O
amendment,CD,O
1976,NN,O
obliging,CD,O
the,VBG,O
state,DT,O
to,NN,O
secure,TO,O
such,VB,O
operation,JJ,O
of,NN,O
legal,IN,O
system,JJ,O
as,NN,O
it,IN,O
promotes,PRP,O
justice,VBZ,O
and,NN,O
to,CC,O
ensure,TO,O
that,VB,O
opportunities,IN,O
for,NNS,O
securing,IN,O
justice,VBG,O
are,NN,O
not,VBP,O
denied,RB,O
to,VBN,O
any,TO,O
citizen,DT,O
several,JJ,O
reorganization,JJ,O
proposals,NN,O
in,NNS,O
the,IN,O
field,DT,O
of,NN,O
administration,IN,O
of,NN,O
justice,IN,O
in,NN,O
india,IN,O
have,NN,O
been,VBP,O
basically,VBN,O
patch,RB,O
work,JJ,O
ad,NN,B-LEGAL
hoc,NN,O
and,NN,O
unsystematic,CC,O
solutions,JJ,O
to,NNS,O
the,TO,O
problem,DT,O
the,NN,O
judge,DT,O
population,NN,O
ratio,NN,O
in,NN,O
india,IN,O
based,NN,O
on,VBN,O
1971,IN,O
census,CD,O
was,NN,O
only,VBD,O
105,RB,O
judges,CD,O
per,NNS,O
million,IN,O
population,CD,O
while,NN,O
such,IN,O
ratio,JJ,O
was,NN,O
416,VBD,O
in,CD,O
australia,IN,O
509,JJ,O
in,CD,O
england,IN,O
752,NN,O
in,CD,O
canada,IN,O
and,NN,O
107,CC,O
in,CD,O
unites,IN,O
states,NNS,O
the,VBZ,O
law,DT,O
commission,NN,O
suggested,NN,O
that,VBD,O
india,IN,O
required,NN,O
107,VBD,O
judges,CD,O
per,NNS,O
million,IN,O
of,CD,O
indian,IN,O
population,JJ,O
however,NN,O
to,RB,O
begin,TO,O
with,VB,O
the,IN,O
judge,DT,O
strength,NN,O
needed,NN,O
to,VBN,O
be,TO,O
raised,VB,O
to,VBN,O
five,TO,O
fold,CD,O
ie,NNS,O
50,JJ,O
judges,CD,O
per,NNS,O
million,IN,O
population,CD,O
in,NN,O
a,IN,O
period,DT,O
of,NN,O
five,IN,O
years,CD,O
but,NNS,O
in,CC,O
any,IN,O
case,DT,O
not,NN,O
going,RB,O
beyond,VBG,O
ten,IN,O
years,JJ,O
touch,NNS,O
of,NN,O
said,IN,O
sarcasm,VBD,O
is,NN,O
difficult,VBZ,O
to,JJ,O
hid,TO,O
when,VB,O
the,WRB,O
law,DT,O
commission,NN,O
observed,NN,O
in,VBD,O
its,IN,O
120th,PRP$,O
report,JJ,O
ibid,NN,O
that,NN,O
adequate,WDT,O
reorganization,JJ,O
of,NN,O
the,IN,O
indian,DT,O
judiciary,JJ,O
is,NN,O
at,VBZ,O
the,IN,O
one,DT,O
and,CD,O
at,CC,O
the,IN,O
same,DT,O
time,JJ,O
everybody,NN,O
s,NN,O
concern,JJ,O
and,NN,O
therefore,CC,O
nobody,RB,O
s,NN,O
concern,JJ,O
6,NN,O
we,CD,O
find,PRP,O
substance,VBP,O
in,NN,O
the,IN,O
stand,DT,O
taken,NN,O
by,VBN,O
the,IN,O
learned,DT,O
counsel,JJ,O
who,NN,O
have,WP,O
highlighted,VBP,O
the,VBN,O
non,DT,O
desirability,JJ,O
of,NN,O
appointing,IN,O
judicial,VBG,O
officers,JJ,O
who,NNS,O
did,WP,O
not,VBD,O
carry,RB,O
good,VB,O
reputation,JJ,O
so,NN,O
far,RB,O
as,RB,O
their,IN,O
honesty,PRP$,O
and,NN,O
integrity,CC,O
is,NN,O
concerned,VBZ,O
it,VBN,O
is,PRP,O
to,VBZ,O
be,TO,O
noted,VB,O
that,VBN,O
in,IN,O
all,IN,O
india,DT,O
judges,JJ,O
association,NNS,O
v,NN,O
union,IN,O
of,NN,O
india,IN,O
and,NN,O
ors,CC,O
manu,NNS,O
sc,VBP,O
0039,JJ,O
1992manu,CD,O
sc,CD,O
0039,NN,O
1992,CD,O
1993illj723sc,CD,O
and,CD,O
in,CC,O
all,IN,O
india,DT,O
judges,JJ,O
association,NNS,O
and,NN,O
ors,CC,O
v,NNS,O
union,VBP,O
of,NN,O
india,IN,O
and,NN,O
ors,CC,O
manu,NNS,O
sc,VBP,O
0391,JJ,O
1993manu,CD,O
sc,CD,O
0391,NN,O
1993,CD,O
1993iillj776sc,CD,O
this,CD,O
court,DT,O
took,NN,O
note,VBD,O
of,NN,O
the,IN,O
non,DT,O
desirability,JJ,O
to,NN,O
grant,TO,O
the,VB,O
benefit,DT,O
of,NN,O
two,IN,O
years,CD,O
extension,NNS,O
in,NN,O
service,IN,O
ie,NN,O
from,NN,O
58,IN,O
years,CD,O
to,NNS,O
60,TO,O
years,CD,O
in,NNS,O
the,IN,O
case,DT,O
of,NN,O
officers,IN,O
who,NNS,O
were,WP,O
not,VBD,O
found,RB,O
to,VBN,O
be,TO,O
of,VB,O
continued,IN,O
utility,JJ,O
in,NN,O
each,IN,O
case,DT,O
an,NN,O
evaluation,DT,O
of,NN,O
the,IN,O
service,DT,O
records,NN,O
was,NNS,O
directed,VBD,O
to,VBN,O
be,TO,O
undertaken,VB,O
to,VBN,O
find,TO,O
out,VB,O
whether,RP,O
the,IN,O
officer,DT,O
has,NN,O
or,VBZ,O
lacks,CC,O
potentiality,VBZ,O
for,NN,O
getting,IN,O
such,VBG,O
benefit,JJ,O
7,NN,O
the,CD,O
qualities,DT,O
desired,NNS,O
of,VBN,O
a,IN,O
judge,DT,O
can,NN,O
be,MD,O
simply,VB,O
stated,RB,O
that,VBN,O
if,IN,O
he,IN,O
be,PRP,O
a,VB,O
good,DT,O
one,JJ,O
and,CD,O
that,CC,O
he,IN,O
be,PRP,O
thought,VB,O
to,VBN,O
be,TO,O
so,VB,O
such,RB,O
credentials,JJ,O
are,NNS,O
not,VBP,O
easily,RB,O
acquired,RB,O
the,VBD,O
judge,DT,O
needs,NN,O
to,VBZ,O
have,TO,O
the,VB,O
strength,DT,O
to,NN,O
put,TO,O
an,VB,O
end,DT,O
to,NN,O
injustice,TO,O
and,NN,O
the,CC,O
faculties,DT,O
that,NNS,O
are,WDT,O
demanded,VBP,O
of,VBN,O
the,IN,O
historian,DT,O
and,NN,O
the,CC,O
philosopher,DT,O
and,NN,O
the,CC,O
prophet,DT,O
a,NN,O
few,DT,O
paragraphs,JJ,O
from,NN,O
the,IN,O
book,DT,O
judges,NN,O
by,NNS,O
david,IN,O
panicky,NN,O
which,NN,O
are,WDT,O
often,VBP,O
quoted,RB,O
need,VBN,O
to,NN,O
be,TO,O
set,VB,O
out,VBN,O
here,RP,O
the,RB,O
judge,DT,O
has,NN,O
burdensome,VBZ,O
responsibilities,VBN,O
to,NNS,O
discharge,TO,O
he,VB,O
has,PRP,O
power,VBZ,O
over,NN,O
the,IN,O
lives,DT,O
and,NNS,O
livelihood,CC,O
of,NN,O
all,IN,O
those,PDT,O
litigants,DT,O
who,NNS,O
enter,WP,O
his,VBP,O
court,PRP$,O
his,NN,O
decisions,PRP$,O
may,NNS,O
well,MD,O
affect,RB,O
the,VB,O
interests,DT,O
of,NNS,O
individuals,IN,O
and,NNS,O
groups,CC,O
who,NNS,O
are,WP,O
not,VBP,O
present,RB,O
or,JJ,O
represented,CC,O
in,VBN,O
court,IN,O
if,NN,O
he,IN,O
is,PRP,O
not,VBZ,O
careful,RB,O
the,JJ,O
judge,DT,O
may,NN,O
precipitate,MD,O
a,VB,O
civil,DT,O
war,JJ,O
or,NN,O
he,CC,O
may,PRP,O
accelerate,MD,O
a,VB,O
revolution,DT,O
he,NN,O
may,PRP,O
accidentally,MD,O
cause,RB,O
a,VB,O
peaceful,DT,O
but,JJ,O
fundamental,CC,O
change,JJ,O
in,NN,O
the,IN,O
political,DT,O
complexion,JJ,O
of,NN,O
the,IN,O
country,DT,O
judges,NN,O
today,NNS,O
face,NN,O
tribulations,VBP,O
as,NNS,O
well,RB,O
as,RB,O
trials,IN,O
not,NNS,O
contemplated,RB,O
by,VBN,O
their,IN,O
predecessors,PRP$,O
parliament,NNS,O
has,NN,O
recognized,VBZ,O
the,VBN,O
pressures,DT,O
of,NNS,O
the,IN,O
job,DT,O
by,NN,O
providing,IN,O
that,VBG,O
before,IN,O
the,IN,O
lord,DT,O
chancellor,NN,O
recommends,NN,O
anyone,VBZ,O
to,NN,O
the,TO,O
queen,DT,O
for,NN,O
appointment,IN,O
to,NN,O
the,TO,O
circuit,DT,O
bench,NN,O
the,VBZ,O
lord,DT,O
chancellor,NN,O
shall,NN,O
take,MD,O
steps,VB,O
to,NNS,O
satisfy,TO,O
himself,VB,O
that,PRP,O
the,IN,O
person,DT,O
s,NN,O
health,JJ,O
is,NN,O
satisfactory,VBZ,O
this,JJ,O
seems,DT,O
essential,VBZ,O
in,JJ,O
the,IN,O
light,DT,O
of,NN,O
the,IN,O
reminiscences,DT,O
of,NNS,O
lord,IN,O
roskill,NN,O
as,NN,O
to,IN,O
the,TO,O
mental,DT,O
strain,NN,O
which,NN,O
the,WDT,O
job,DT,O
can,NN,O
impose,MD,O
lord,VB,O
roskill,JJ,O
added,NN,O
that,VBD,O
in,IN,O
his,IN,O
experience,PRP$,O
the,NN,O
work,DT,O
load,NN,O
is,NN,O
intolerable,VBZ,O
seven,JJ,O
days,CD,O
a,NNS,O
week,DT,O
14,NN,O
hours,CD,O
a,NNS,O
day,DT,O
he,NN,O
judge,PRP,O
is,NN,O
a,VBZ,O
symbol,DT,O
of,NN,O
that,IN,O
strange,DT,O
mixture,JJ,O
of,NN,O
reality,IN,O
and,NN,O
illusion,CC,O
democracy,NN,O
and,NN,O
privilege,CC,O
humbug,NN,O
and,NN,O
decency,CC,O
the,NN,O
subtle,DT,O
network,JJ,O
of,NN,O
compromises,IN,O
by,NNS,O
which,IN,O
the,WDT,O
nation,DT,O
keeps,NN,O
itself,VBZ,O
in,PRP,O
its,IN,O
familiar,PRP$,O
shape,JJ,O
8,NN,O
burger,CD,O
cj,NN,O
of,NN,O
the,IN,O
american,DT,O
supreme,JJ,O
court,NN,O
once,NN,O
observed,RB,O
a,VBD,O
sense,DT,O
of,NN,O
confidence,IN,O
in,NN,O
the,IN,O
courts,DT,O
is,NNS,O
essential,VBZ,O
to,JJ,O
maintain,TO,O
the,VB,O
fabric,DT,O
of,NN,O
ordered,IN,O
liberty,JJ,O
for,NN,O
a,IN,O
free,DT,O
people,JJ,O
and,NNS,O
it,CC,O
is,PRP,O
for,VBZ,O
the,IN,O
subordinate,DT,O
judiciary,NN,O
by,NN,O
its,IN,O
action,PRP$,O
and,NN,O
the,CC,O
high,DT,O
court,JJ,O
by,NN,O
its,IN,O
appropriate,PRP$,O
control,JJ,O
to,NN,O
ensure,TO,O
it,VB,O
9,PRP,O
one,CD,O
of,CD,O
the,IN,O
pleas,DT,O
taken,NNS,O
by,VBN,O
the,IN,O
parties,DT,O
questioning,NNS,O
constitutional,VBG,O
validity,JJ,O
of,NN,O
the,IN,O
fast,DT,O
track,JJ,O
courts,NN,O
scheme,NNS,O
is,NN,O
that,VBZ,O
constitution,DT,O
does,NN,O
not,VBZ,O
envisage,RB,O
establishment,VB,O
of,NN,O
fast,IN,O
track,JJ,O
courts,NN,O
this,NNS,O
plea,DT,O
is,NN,O
clearly,VBZ,O
without,RB,O
any,IN,O
substance,DT,O
as,NN,O
observed,IN,O
by,VBN,O
a,IN,O
nine,DT,O
judge,CD,O
bench,NN,O
of,NN,O
this,IN,O
court,DT,O
in,NN,O
supreme,IN,O
court,JJ,O
advocates,NN,O
on,VBZ,O
record,IN,O
association,NN,O
and,NN,O
ors,CC,O
v,NNS,O
union,VBP,O
of,NN,O
india,IN,O
manu,JJ,O
sc,NN,O
0073,NN,O
1994manu,CD,O
sc,CD,O
0073,NN,O
1994,CD,O
air1994sc268,CD,O
appointment,JJ,O
of,NN,O
