dipak,NN,O
non,JJ,O
meeting,NN,O
of,IN,O
the,DT,O
same,JJ,O
by,IN,O
the,DT,O
family,NN,O
members,NNS,O
of,IN,O
wife,NN,O
after,IN,O
due,JJ,O
investigation,NN,O
the,DT,O
prosecuting,NN,O
agency,NN,O
placed,VBD,O
the,DT,O
charge,NN,O
sheet,NN,O
against,IN,O
the,DT,O
husband,NN,O
alone,RB,O
for,IN,O
the,DT,O
offences,NNS,O
punishable,JJ,O
under,IN,O
section,NN,O
498a,CD,O
and,CC,O
323,CD,O
indian,JJ,O
penal,JJ,O
code,NN,O
before,IN,O
the,DT,O
learned,JJ,O
judicial,JJ,O
magistrate,NN,O
1st,CD,O
class,NN,O
gurgaon,NN,O
who,WP,O
eventually,RB,O
vide,JJ,O
order,NN,O
dated,VBD,O
04042009,CD,O
framed,VBD,O
charges,NNS,O
against,IN,O
the,DT,O
husband,NN,O
for,IN,O
commission,NN,O
of,IN,O
the,DT,O
said,VBD,O
offences,NNS,O
2,CD,O
when,WRB,O
the,DT,O
matter,NN,O
was,VBD,O
pending,VBG,O
before,IN,O
the,DT,O
learned,JJ,O
magistrate,NN,O
an,DT,O
application,NN,O
dated,VBD,O
31072014,CD,O
under,IN,O
section,NN,O
216,CD,O
of,IN,O
the,DT,O
code,NN,O
of,IN,O
criminal,JJ,O
procedure,NN,O
crpc,NN,O
was,VBD,O
filed,VBN,O
by,IN,O
the,DT,O
informant,JJ,O
wife,NN,O
for,IN,O
framing,VBG,O
an,DT,O
additional,JJ,O
charge,NN,O
under,IN,O
section,NN,O
406,CD,O
indian,JJ,O
penal,JJ,O
code,NN,O
against,IN,O
the,DT,O
husband,NN,O
and,CC,O
mother,NN,O
in,IN,O
law,NN,O
renuka,NN,O
sinha,VBD,O
it,PRP,O
was,VBD,O
stated,VBN,O
in,IN,O
the,DT,O
said,VBD,O
application,NN,O
that,IN,O
there,EX,O
was,VBD,O
an,DT,O
express,JJ,O
complaint,NN,O
with,IN,O
regard,NN,O
to,TO,O
misappropriation,NN,O
of,IN,O
the,DT,O
entire,JJ,O
stridhan,NN,B-LEGAL
and,CC,O
other,JJ,O
articles,NNS,O
and,CC,O
hence,RB,O
the,DT,O
accused,JJ,O
persons,NNS,O
had,VBD,O
committed,VBN,O
breach,NN,B-LEGAL
of,IN,I-LEGAL
trust,NN,I-LEGAL
but,CC,O
no,DT,O
charge,NN,O
sheet,NN,O
was,VBD,O
filed,VBN,O
in,IN,O
respect,NN,O
of,IN,O
the,DT,O
said,VBD,O
offence,NN,O
it,PRP,O
was,VBD,O
contended,VBN,O
that,IN,O
in,IN,O
her,PRP$,O
statement,NN,O
recorded,VBN,O
under,IN,O
section,NN,O
161,CD,O
code,NN,O
of,IN,O
criminal,JJ,O
procedure,NN,O
she,PRP,O
had,VBD,O
categorically,RB,O
stated,VBN,O
about,IN,O
misappropriation,NN,O
of,IN,O
the,DT,O
stridhan,NN,B-LEGAL
by,IN,O
the,DT,O
family,NN,O
members,NNS,O
of,IN,O
her,PRP$,O
husband,NN,O
the,DT,O
learned,JJ,O
magistrate,NN,O
took,VBD,O
note,NN,O
of,IN,O
the,DT,O
materials,NNS,O
namely,RB,O
stridhan,JJ,B-LEGAL
list,NN,O
complaint,NN,O
addressed,VBD,O
to,TO,O
dcp,VB,O
east,JJ,O
gurgaon,NN,O
statements,NNS,O
recorded,VBN,O
under,IN,O
section,NN,O
161,CD,O
code,NN,O
of,IN,O
criminal,JJ,O
procedure,NN,O
and,CC,O
letter,NN,O
dated,VBD,O
16112013,CD,O
from,IN,O
women,NNS,O
cell,VBP,O
dcp,JJ,O
east,JJ,O
gurgaon,NN,O
and,CC,O
came,VBD,O
to,TO,O
hold,VB,O
that,IN,O
in,IN,O
view,NN,O
of,IN,O
the,DT,O
specific,JJ,O
allegations,NNS,O
regarding,VBG,O
misappropriation,NN,O
of,IN,O
her,PRP$,O
entire,JJ,O
stridhan,NN,B-LEGAL
by,IN,O
the,DT,O
husband,NN,O
and,CC,O
the,DT,O
other,JJ,O
statements,NNS,O
recorded,VBN,O
during,IN,O
investigation,NN,O
a,DT,O
prima,NN,O
facie,NN,O
case,NN,O
for,IN,O
criminal,JJ,B-LEGAL
breach,NN,I-LEGAL
of,IN,I-LEGAL
trust,NN,I-LEGAL
was,VBD,O
made,VBN,O
out,RP,O
and,CC,O
accordingly,RB,O
allowed,VBD,O
the,DT,O
application,NN,O
under,IN,O
section,NN,O
216,CD,O
code,NN,O
of,IN,O
criminal,JJ,O
procedure,NN,O
against,IN,O
the,DT,O
husband,NN,O
and,CC,O
the,DT,O
mother,NN,O
in,IN,O
law,NN,O
be,VB,O
it,PRP,O
noted,VBD,O
a,DT,O
prayer,NN,O
had,VBD,O
been,VBN,O
made,VBN,O
to,TO,O
add,VB,O
the,DT,O
charge,NN,O
for,IN,O
the,DT,O
offence,NN,O
under,IN,O
section,NN,O
120b,CD,O
indian,JJ,O
penal,JJ,O
code,NN,O
also,RB,O
but,CC,O
the,DT,O
same,JJ,O
was,VBD,O
not,RB,O
accepted,VBN,O
by,IN,O
the,DT,O
learned,JJ,O
magistrate,NN,O
3,CD,O
the,DT,O
order,NN,O
passed,VBN,O
by,IN,O
the,DT,O
learned,JJ,O
magistrate,NN,O
came,VBD,O
to,TO,O
be,VB,O
assailed,VBN,O
in,IN,O
criminal,JJ,O
revision,NN,O
no,DT,O
5,CD,O
of,IN,O
2015,CD,O
before,IN,O
the,DT,O
learned,JJ,O
additional,JJ,O
sessions,NNS,O
judge,NN,O
gurgaon,NN,O
and,CC,O
it,PRP,O
was,VBD,O
contended,VBN,O
in,IN,O
the,DT,O
revision,NN,O
that,IN,O
the,DT,O
mother,NN,O
in,IN,O
law,NN,O
was,VBD,O
not,RB,O
charge,NN,O
sheeted,VBN,O
by,IN,O
the,DT,O
police,NN,O
but,CC,O
the,DT,O
trial,NN,O
court,NN,O
had,VBD,O
directed,VBN,O
to,TO,O
frame,VB,O
the,DT,O
charge,NN,O
against,IN,O
her,PRP$,O
and,CC,O
therefore,IN,O
the,DT,O
whole,JJ,O
approach,NN,O
was,VBD,O
erroneous,JJ,O
it,PRP,O
was,VBD,O
also,RB,O
urged,VBN,O
that,IN,O
there,EX,O
was,VBD,O
no,DT,O
material,NN,O
to,TO,O
make,VB,O
out,RP,O
a,DT,O
prima,NN,O
facie,NN,O
case,NN,O
under,IN,O
section,NN,O
406,CD,O
indian,JJ,O
penal,JJ,O
code,NN,O
against,IN,O
the,DT,O
husband,NN,O
the,DT,O
stand,NN,O
put,VBD,O
forth,RB,O
by,IN,O
the,DT,O
revisionist,NN,O
was,VBD,O
combated,VBN,O
by,IN,O
the,DT,O
prosecution,NN,O
as,RB,O
well,RB,O
as,IN,O
by,IN,O
the,DT,O
informant,NN,O
on,IN,O
the,DT,O
ground,NN,O
that,IN,O
the,DT,O
trial,NN,O
court,NN,O
has,VBZ,O
power,NN,O
to,TO,O
add,VB,O
or,CC,O
alter,VB,O
any,DT,O
charge,NN,O
under,IN,O
section,NN,O
216,CD,O
code,NN,O
of,IN,O
criminal,JJ,O
procedure,NN,O
and,CC,O
therefore,RB,O
no,DT,O
exception,NN,O
could,MD,O
be,VB,O
taken,VBN,O
to,TO,O
the,DT,O
order,NN,O
passed,VBN,O
by,IN,O
the,DT,O
learned,JJ,O
magistrate,NN,O
the,DT,O
revisional,JJ,O
court,NN,O
dwelt,VBD,O
upon,IN,O
the,DT,O
law,NN,O
pertaining,VBG,O
to,TO,O
alteration,NN,O
and,CC,O
addition,NN,O
of,IN,O
charges,NNS,O
and,CC,O
came,VBD,O
to,TO,O
hold,VB,O
that,IN,O
the,DT,O
framing,NN,O
of,IN,O
the,DT,O
charge,NN,O
against,IN,O
mother,NN,O
in,IN,O
law,NN,O
was,VBD,O
unsustainable,JJ,O
but,CC,O
the,DT,O
framing,NN,O
of,IN,O
additional,JJ,O
charge,NN,O
under,IN,O
section,NN,O
406,CD,O
indian,JJ,O
penal,JJ,O
code,NN,O
against,IN,O
the,DT,O
husband,NN,O
the,DT,O
appellant,JJ,O
herein,NN,O
could,MD,O
not,RB,O
be,VB,O
faulted,VBN,O
being,VBG,O
of,IN,O
this,DT,O
view,NN,O
the,DT,O
revisional,JJ,O
court,NN,O
partly,RB,O
allowed,VBD,O
the,DT,O
revision,NN,O
petition,NN,O
by,IN,O
setting,VBG,O
aside,RP,O
the,DT,O
order,NN,O
of,IN,O
framing,NN,B-LEGAL
of,IN,I-LEGAL
charge,NN,I-LEGAL
against,IN,O
the,DT,O
mother,NN,O
in,IN,O
law,NN,O
4,CD,O
the,DT,O
defensibility,NN,O
of,IN,O
the,DT,O
aforesaid,JJ,O
order,NN,O
was,VBD,O
called,VBN,O
in,IN,O
question,NN,O
by,IN,O
the,DT,O
husband,NN,O
by,IN,O
preferring,VBG,O
a,DT,O
petition,NN,O
under,IN,O
section,NN,O
482,CD,O
code,NN,O
of,IN,O
criminal,JJ,O
procedure,NN,O
in,IN,O
the,DT,O
high,JJ,O
court,NN,O
of,IN,O
punjab,NN,O
and,CC,O
haryana,NN,O
forming,VBG,O
the,DT,O
subject,JJ,O
matter,NN,O
of,IN,O
crlm,NN,O
no,DT,O
24510,CD,O
of,IN,O
2015,CD,O
the,DT,O
soundness,NN,O
of,IN,O
the,DT,O
order,NN,O
was,VBD,O
attacked,VBN,O
by,IN,O
placing,VBG,O
reliance,NN,O
on,IN,O
the,DT,O
principles,NNS,O
as,IN,O
elucidated,VBN,O
in,IN,O
cbi,NN,O
v,NN,O
karimullah,VBD,O
osan,JJ,O
khan,NNP,O
manu,NN,O
sc,NN,O
0167,CD,O
2014manu,CD,O
sc,NN,O
0167,CD,O
2014,CD,O
2014,CD,O
11,CD,O
scc,NN,O
538,CD,O
and,CC,O
hasanbhai,VB,O
valibhai,NN,O
qureshi,NN,O
v,JJ,O
state,NN,O
of,IN,O
gujarat,NN,O
and,CC,O
ors,NNS,O
manu,VBP,O
sc,JJ,O
0302,CD,O
2004manu,CD,O
sc,NN,O
0302,CD,O
2004,CD,O
2004,CD,O
5,CD,O
scc,NN,O
347,CD,O
2004,CD,O
2,CD,O
rcr,JJ,O
criminal,JJ,O
463,CD,O
as,IN,O
is,VBZ,O
demonstrable,JJ,O
from,IN,O
the,DT,O
impugned,JJ,O
order,NN,O
the,DT,O
learned,VBN,O
single,JJ,O
judge,NN,O
appreciating,VBG,O
the,DT,O
ratio,NN,O
of,IN,O
the,DT,O
aforesaid,NN,O
decisions,NNS,O
has,VBZ,O
opined,VBN,O
that,IN,O
the,DT,O
court,NN,O
can,MD,O
exercise,VB,O
power,NN,O
of,IN,O
addition,NN,O
or,CC,O
modification,NN,O
of,IN,O
charge,NN,O
under,IN,O
section,NN,O
216,CD,O
code,NN,O
of,IN,O
criminal,JJ,O
procedure,NN,O
on,IN,O
the,DT,O
basis,NN,O
of,IN,O
material,NN,O
before,IN,O
the,DT,O
court,NN,O
the,DT,O
high,JJ,O
court,NN,O
has,VBZ,O
also,RB,O
observed,VBN,O
that,IN,O
the,DT,O
trial,NN,O
court,NN,O
has,VBZ,O
spelt,VBN,O
out,RP,O
the,DT,O
reasons,NNS,O
that,WDT,O
have,VBP,O
necessitated,VBN,O
for,IN,O
addition,NN,O
of,IN,O
the,DT,O
charge,NN,O
and,CC,O
hence,RB,O
the,DT,O
impugned,JJ,O
order,NN,O
did,VBD,O
not,RB,O
warrant,VB,O
any,DT,O
interference,NN,O
to,TO,O
buttress,VB,O
the,DT,O
view,NN,O
the,DT,O
high,JJ,O
court,NN,O
has,VBZ,O
drawn,VBN,O
support,NN,O
from,IN,O
the,DT,O
authority,NN,O
in,IN,O
jasvinder,NN,O
saini,NN,O
and,CC,O
ors,NNS,O
v,VBP,O
state,NN,O
government,NN,O
of,IN,O
nct,NN,O
of,IN,O
delhi,NN,O
manu,NN,O
sc,NN,O
0642,CD,O
2013manu,CD,O
sc,NN,O
0642,CD,O
2013,CD,O
2013,CD,O
7,CD,O
scc,VBD,O
256,CD,O
5,CD,O
we,PRP,O
have,VBP,O
heard,VBN,O
mr,NN,O
amarendra,NN,O
sharan,NN,O
learned,VBD,O
senior,JJ,O
counsel,NN,O
appearing,VBG,O
for,IN,O
the,DT,O
appellant,NN,O
and,CC,O
mr,NN,O
sanjay,NN,O
kumar,NN,O
visen,NN,O
learned,VBD,O
counsel,NN,O
for,IN,O
the,DT,O
respondent,NN,O
state,NN,O
6,CD,O
it,PRP,O
is,VBZ,O
submitted,VBN,O
by,IN,O
mr,NN,O
sharan,NN,O
learned,VBD,O
senior,JJ,O
counsel,NN,O
for,IN,O
the,DT,O
appellant,NN,O
that,IN,O
the,DT,O
high,JJ,O
court,NN,O
would,MD,O
have,VB,O
been,VBN,O
well,RB,O
within,IN,O
the,DT,O
domain,NN,O
of,IN,O
its,PRP$,O
jurisdiction,NN,O
in,IN,O
exercise,NN,O
of,IN,O
power,NN,O
under,IN,O
section,NN,O
482,CD,O
code,NN,O
of,IN,O
criminal,JJ,O
procedure,NN,O
in,IN,O
setting,VBG,O
aside,RP,O
the,DT,O
orders,NNS,O
passed,VBN,O
by,IN,O
the,DT,O
courts,NNS,O
below,IN,O
for,IN,O
the,DT,O
magistrate,NN,O
has,VBZ,O
no,DT,O
power,NN,O
under,IN,O
section,NN,O
216,CD,O
code,NN,O
of,IN,O
criminal,JJ,O
procedure,NN,O
to,TO,O
alter,VB,O
or,CC,O
modify,VB,O
the,DT,O
charge,NN,O
on,IN,O
the,DT,O
basis,NN,O
of,IN,O
an,DT,O
application,NN,O
filed,VBN,O
by,IN,O
the,DT,O
informant,NN,O
it,PRP,O
is,VBZ,O
his,PRP$,O
further,JJ,O
submission,NN,O
that,IN,O
the,DT,O
trial,NN,O
court,NN,O
could,MD,O
have,VB,O
altered,VBN,O
the,DT,O
charge,NN,O
if,IN,O
some,DT,O
evidence,NN,O
had,VBD,O
come,VBN,O
on,IN,O
record,NN,O
but,CC,O
not,RB,O
on,IN,O
the,DT,O
basis,NN,O
of,IN,O
the,DT,O
material,NN,O
that,WDT,O
was,VBD,O
already,RB,O
on,IN,O
record,NN,O
additionally,NN,O
it,PRP,O
is,VBZ,O
urged,VBN,O
by,IN,O
mr,NN,O
sharan,NN,O
that,WDT,O
materials,NNS,O
on,IN,O
record,NN,O
do,NN,O
not,RB,O
remotely,RB,O
attract,JJ,O
any,DT,O
of,IN,O
the,DT,O
ingredients,NNS,O
of,IN,O
the,DT,O
offence,NN,O
under,IN,O
section,NN,O
406,CD,O
code,NN,O
of,IN,O
criminal,JJ,O
procedure,NN,O
and,CC,O
therefore,JJR,O
addition,NN,O
of,IN,O
charge,NN,O
in,IN,O
respect,NN,O
of,IN,O
the,DT,O
said,VBD,O
offence,NN,O
is,VBZ,O
wholly,RB,O
unsound,JJ,O
and,CC,O
faulty,NN,O
it,PRP,O
has,VBZ,O
also,RB,O
been,VBN,O
argued,VBN,O
by,IN,O
mr,NN,O
sharan,NN,O
that,IN,O
the,DT,O
charges,NNS,O
could,MD,O
not,RB,O
have,VB,O
been,VBN,O
added,VBN,O
on,IN,O
the,DT,O
basis,NN,O
of,IN,O
an,DT,O
application,NN,O
filed,VBN,O
by,IN,O
the,DT,O
informant,NN,O
for,IN,O
such,JJ,O
an,DT,O
application,NN,O
as,IN,O
required,VBN,O
in,IN,O
law,NN,O
is,VBZ,O
to,TO,O
be,VB,O
filed,VBN,O
only,RB,O
by,IN,O
the,DT,O
public,JJ,O
prosecutor,NN,O
in,IN,O
support,NN,O
of,IN,O
the,DT,O
aforesaid,JJ,O
submissions,NNS,O
he,PRP,O
has,VBZ,O
drawn,VBN,O
inspiration,NN,O
from,IN,O
the,DT,O
authorities,NNS,O
in,IN,O
harihar,JJ,O
chakravarty,NN,O
v,NN,O
state,NN,O
of,IN,O
west,JJ,O
bengal,JJ,O
manu,NNS,O
sc,JJ,O
0119,CD,O
1953manu,CD,O
sc,NN,O
0119,CD,O
1953,CD,O
air,NN,O
1954,CD,O
sc,NN,O
266,CD,O
hasanbhai,NN,O
valibhai,NN,O
qureshi,NN,O
supra,NN,O
jasvinder,NN,O
saini,NN,O
and,CC,O
ors,NNS,O
supra,VBP,O
umesh,JJ,O
kumar,NN,O
v,NN,O
state,NN,O
of,IN,O
andhra,NN,O
pradesh,NN,O
and,CC,O
anr,JJ,O
manu,NN,O
sc,NN,O
0904,CD,O
2013manu,CD,O
sc,NN,O
0904,CD,O
2013,CD,O
2013,CD,O
10,CD,O
scc,NN,O
591,CD,O
karimullah,NN,O
osan,JJ,O
khan,NN,O
supra,NN,O
and,CC,O
orders,NNS,O
passed,VBN,O
by,IN,O
the,DT,O
high,JJ,O
court,NN,O
of,IN,O
punjab,NN,O
and,CC,O
haryana,NN,O
in,IN,O
poonam,NN,O
and,CC,O
anr,NN,O
v,NN,O
state,NN,O
of,IN,O
punjab1,NN,O
and,CC,O
anant,JJ,O
sinha,NN,O
v,NN,O
state,NN,O
of,IN,O
haryana,NN,O
and,CC,O
ors2,$,O
7,CD,O
mr,NN,O
visen,NN,O
learned,VBD,O
counsel,NN,O
for,IN,O
the,DT,O
respondent,NN,O
state,NN,O
has,VBZ,O
supported,VBN,O
the,DT,O
order,NN,O
passed,VBN,O
by,IN,O
the,DT,O
high,JJ,O
court,NN,O
and,CC,O
submitted,VBD,O
that,IN,O
there,EX,O
is,VBZ,O
no,DT,O
prohibition,NN,O
under,IN,O
section,NN,O
216,CD,O
code,NN,O
of,IN,O
criminal,JJ,O
procedure,NN,O
to,TO,O
alter,VB,O
or,CC,O
add,VB,O
a,DT,O
charge,NN,O
prior,RB,O
to,TO,O
the,DT,O
recording,NN,O
of,IN,O
evidence,NN,O
if,IN,O
the,DT,O
court,NN,O
is,VBZ,O
moved,VBN,O
for,IN,O
the,DT,O
said,VBD,O
purpose,NN,O
and,CC,O
it,PRP,O
is,VBZ,O
satisfied,JJ,O
that,IN,O
charge,NN,O
framed,VBN,O
by,IN,O
it,PRP,O
deserves,VBZ,O
to,TO,O
be,VB,O
altered,VBN,O
or,CC,O
an,DT,O
additional,JJ,O
charge,NN,O
is,VBZ,O
required,VBN,O
to,TO,O
be,VB,O
added,VBN,O
according,VBG,O
to,TO,O
him,PRP,O
the,DT,O
order,NN,O
passed,VBN,O
by,IN,O
the,DT,O
high,JJ,O
court,NN,O
being,VBG,O
totally,RB,O
correct,JJ,O
and,CC,O
impenetrable,JJ,O
there,EX,O
is,VBZ,O
no,DT,O
reason,NN,O
to,TO,O
interfere,VB,O
with,IN,O
the,DT,O
same,JJ,O
in,IN,O
exercise,NN,O
of,IN,O
jurisdiction,NN,O
under,IN,O
article,NN,O
136,CD,O
of,IN,O
the,DT,O
constitution,NN,B-LEGAL
of,IN,I-LEGAL
india,NN,I-LEGAL
learned,VBN,O
counsel,NN,O
would,MD,O
further,RB,O
contend,VB,O
that,IN,O
when,WRB,O
the,DT,O
magistrate,NN,O
has,VBZ,O
jurisdiction,NN,O
to,TO,O
rectify,VB,O
the,DT,O
mistake,NN,O
by,IN,O
adding,VBG,O
or,CC,O
altering,VBG,O
the,DT,O
charge,NN,O
he,PRP,O
can,MD,O
hear,VB,O
the,DT,O
counsel,NN,O
for,IN,O
the,DT,O
parties,NNS,O
and,CC,O
do,VB,O
it,PRP,O
suo,VB,O
motu,NN,O
and,CC,O
an,DT,O
application,NN,O
either,RB,O
filed,VBN,O
by,IN,O
the,DT,O
public,JJ,O
prosecutor,NN,O
or,CC,O
by,IN,O
the,DT,O
informant,NN,O
is,VBZ,O
only,RB,O
to,TO,O
bring,VB,O
the,DT,O
said,VBD,O
facts,NNS,O
to,TO,O
his,PRP$,O
notice,NN,O
and,CC,O
in,IN,O
any,DT,O
case,NN,O
that,WDT,O
would,MD,O
not,RB,O
invalidate,VB,O
the,DT,O
order,NN,O
8,CD,O
the,DT,O
controversy,NN,O
as,IN,O
raised,VBN,O
rests,NNS,O
on,IN,O
two,CD,O
aspects,NNS,O
the,DT,O
first,JJ,O
aspect,NN,O
that,WDT,O
has,VBZ,O
emanated,VBN,O
for,IN,O
consideration,NN,O
is,VBZ,O
whether,IN,O
without,IN,O
evidence,NN,O
being,VBG,O
adduced,VBN,O
another,DT,O
charge,NN,O
could,MD,O
be,VB,O
added,VBN,O
in,IN,O
this,DT,O
context,NN,O
we,PRP,O
may,MD,O
usefully,RB,O
refer,VB,O
to,TO,O
section,VB,O
216,CD,O
code,NN,O
of,IN,O
criminal,JJ,O
procedure,NN,O
which,WDT,O
reads,VBZ,O
as,IN,O
follows,VBZ,O
216,CD,O
court,NN,O
may,MD,O
alter,VB,O
charge,NN,O
1,CD,O
any,DT,O
court,NN,O
may,MD,O
alter,VB,O
or,CC,O
add,VB,O
to,TO,O
any,DT,O
charge,NN,O
at,IN,O
any,DT,O
time,NN,O
before,IN,O
judgment,NN,O
is,VBZ,O
pronounced,JJ,O
2,CD,O
every,DT,O
such,JJ,O
alteration,NN,O
or,CC,O
addition,NN,O
shall,MD,O
be,VB,O
read,VBN,O
and,CC,O
explained,VBN,O
to,TO,O
the,DT,O
accused,VBN,O
3,CD,O
if,IN,O
the,DT,O
alteration,NN,O
or,CC,O
addition,NN,O
to,TO,O
a,DT,O
charge,NN,O
is,VBZ,O
such,JJ,O
that,IN,O
proceeding,VBG,O
immediately,RB,O
with,IN,O
the,DT,O
trial,NN,O
is,VBZ,O
not,RB,O
likely,JJ,O
in,IN,O
the,DT,O
opinion,NN,O
of,IN,O
the,DT,O
court,NN,O
to,TO,O
prejudice,VB,O
the,DT,O
accused,VBN,O
in,IN,O
his,PRP$,O
defence,NN,O
or,CC,O
the,DT,O
prosecutor,NN,O
in,IN,O
the,DT,O
conduct,NN,O
of,IN,O
the,DT,O
case,NN,O
the,DT,O
court,NN,O
may,MD,O
in,IN,O
its,PRP$,O
discretion,NN,O
after,IN,O
such,JJ,O
alteration,NN,O
or,CC,O
addition,NN,O
has,VBZ,O
been,VBN,O
made,VBN,O
proceed,NN,O
with,IN,O
the,DT,O
trial,NN,O
as,IN,O
if,IN,O
the,DT,O
altered,JJ,O
or,CC,O
added,JJ,O
charge,NN,O
had,VBD,O
been,VBN,O
the,DT,O
original,JJ,O
charge,NN,O
4,CD,O
if,IN,O
the,DT,O
alteration,NN,O
or,CC,O
addition,NN,O
is,VBZ,O
such,JJ,O
that,IN,O
proceeding,VBG,O
immediately,RB,O
with,IN,O
the,DT,O
trial,NN,O
is,VBZ,O
likely,JJ,O
in,IN,O
the,DT,O
opinion,NN,O
of,IN,O
the,DT,O
court,NN,O
to,TO,O
prejudice,VB,O
the,DT,O
accused,VBN,O
or,CC,O
the,DT,O
prosecutor,NN,O
as,IN,O
aforesaid,IN,O
the,DT,O
court,NN,O
may,MD,O
either,VB,O
direct,VB,O
a,DT,O
new,JJ,O
trial,NN,O
or,CC,O
adjourn,VB,O
the,DT,O
trial,NN,O
for,IN,O
such,JJ,O
period,NN,O
as,IN,O
may,MD,O
be,VB,O
necessary,JJ,O
5,CD,O
if,IN,O
the,DT,O
offence,NN,O
stated,VBN,O
in,IN,O
the,DT,O
altered,JJ,O
or,CC,O
added,JJ,O
charge,NN,O
is,VBZ,O
one,CD,O
for,IN,O
the,DT,O
prosecution,NN,O
of,IN,O
which,WDT,O
previous,JJ,O
sanction,NN,O
is,VBZ,O
necessary,JJ,O
the,DT,O
case,NN,O
shall,MD,O
not,RB,O
be,VB,O
proceeded,VBN,O
with,IN,O
until,IN,O
such,JJ,O
sanction,NN,O
is,VBZ,O
obtained,VBN,O
unless,IN,O
sanction,NN,O
has,VBZ,O
been,VBN,O
already,RB,O
obtained,VBN,O
for,IN,O
a,DT,O
prosecution,NN,O
on,IN,O
the,DT,O
same,JJ,O
facts,NNS,O
as,IN,O
those,DT,O
on,IN,O
which,WDT,O
the,DT,O
altered,NN,O
or,CC,O
added,JJ,O
charge,NN,O
is,VBZ,O
founded,VBN,O
9,CD,O
the,DT,O
aforesaid,NN,O
provision,NN,O
has,VBZ,O
been,VBN,O
interpreted,VBN,O
in,IN,O
hasanbhai,NN,O
valibhai,NN,O
qureshi,NN,O
supra,NN,O
wherein,VBD,O
the,DT,O
court,NN,O
has,VBZ,O
observed,VBN,O
section,NN,O
228,CD,O
of,IN,O
the,DT,O
code,NN,O
in,IN,O
chapter,NN,O
xvii,NN,O
and,CC,O
section,NN,O
240,CD,O
in,IN,O
chapter,NN,O
xix,NN,O
deal,NN,O
with,IN,O
framing,NN,O
of,IN,O
the,DT,O
charge,NN,O
during,IN,O
trial,NN,O
before,IN,O
a,DT,O
court,NN,O
of,IN,O
session,NN,O
and,CC,O
trial,NN,O
of,IN,O
warrant,NN,O
cases,NNS,O
by,IN,O
magistrates,NNS,O
respectively,RB,O
there,EX,O
is,VBZ,O
a,DT,O
scope,NN,O
of,IN,O
alteration,NN,O
of,IN,O
the,DT,O
charge,NN,O
during,IN,O
trial,NN,O
on,IN,O
the,DT,O
basis,NN,O
of,IN,O
materials,NNS,O
brought,VBN,O
on,IN,O
record,NN,O
section,NN,O
216,CD,O
of,IN,O
the,DT,O
code,NN,O
appearing,VBG,O
in,IN,O
chapter,NN,O
xvii,VBP,O
clearly,RB,O
stipulates,NNS,O
that,IN,O
any,DT,O
court,NN,O
may,MD,O
alter,VB,O
or,CC,O
add,VB,O
to,TO,O
any,DT,O
charge,NN,O
at,IN,O
any,DT,O
time,NN,O
before,IN,O
judgment,NN,O
is,VBZ,O
pronounced,VBN,O
whenever,WRB,O
